Id,FkProfileId,Name,BusinessSector,TotalAsset,PercentageOwn,IdField 
217369,148,NS Connection Technology Pte.Ltd.,Jasa Dukungan Teknis,759.130,100.0 %,155
217370,148,PT Citra Pembina Logistik,Jasa Logistik,384.857,99.0 %,155
217372,148,PT. Sarana Citranusa Kabil,Jasa Kepelabuhanan dan Logistik,19.190.223,99.94000244 %,155
217371,148,PT Citramadya Cargindo,Jasa Bongkar Muat,112.869,99.0 %,155
217367,148,Citra Pembina Pengangkutan Industries,Jasa Angkutan,4.189.788,99.0 %,155
217368,148,Citra Tubindo (International) Pte.Ltd.,Jasa Dukungan Teknis,2.326.663,100.0 %,155
217376,149,PT Ciputra Adigraha dan entitas anak,Property dan Real Estate,5.045.220,94.44000244 %,156
217373,149,Longfield Enterprises Limited dan entitas anak,Investment Company,87.643,100.0 %,156
217374,149,PT Buanasarana Sejatiindah,Property dan Real Estate,100.606,66.66999817 %,156
217375,149,PT Ciputra Adibuana,Property dan Real Estate,1.152.204,51.86000061 %,156
217377,149,PT Ciputra Graha Mitra dan entitas anak,Property dan Real Estate,1.899.752,99.98999786 %,156
217378,149,PT Ciputra Nirvanadwipa dan entitas anak,Property dan Real Estate,1.092.265,73.0 %,156
217379,149,PT Ciputra Nusantara dan entitas anak,Property dan Real Estate,15.344.070,99.98999786 %,156
217380,149,PT Ciputra Raya Sejahtera dan entitas anak,Investment Company,596.864,65.75 %,156
217381,149,PT Ciputra Residence dan entitas anak,Property dan Real Estate,9.262.715,99.98999786 %,156
217382,149,PT Ciputra Semarang dan entitas anak,Property dan Real Estate,2.072.479,99.09999847 %,156
217383,149,PT Ciputra Sentra dan entitas anak,Property dan Real Estate,1.606.241,72.69000244 %,156
217384,149,PT Citra Karya Kreasi Mandiri,Property dan Real Estate,100,99.98999786 %,156
217385,149,PT Citradimensi Serasi,Property dan Real Estate,76.180,70.0 %,156
217386,149,PT Citraland Graha Realty,Property dan Real Estate,3.151,99.98999786 %,156
217387,149,PT Dimensi Serasi,Property dan Real Estate,17.002,70.0 %,156
217388,149,PT Kharismasaka Pratama,Property dan Real Estate,76.162,70.0 %,156
217389,149,PT Penta Oktoneatama dan entitas anak,Property dan Real Estate,16.854,80.0 %,156
217390,149,PT Sarananeka Indahpancar,Property dan Real Estate,1.583.669,99.83999634 %,156
217391,149,"PT Subursejahtera Agungabadi															
",Property dan Real Estate,188.784,99.70999908 %,156
217453,730,Daya Bumindo Karunia (DBK) - melalui ESE,Pertambangan Batu bara,521.822,65.0 %,1310
217454,730,PT EQUATOR SUMBER ENERGI (ESE),"Perdagangan Besar Bahan Bakar Padat, Cair dan Gas dan Produk YBDI",648.454,65.0 %,1310
217455,730,PT Intam (INTAM) - melalui ESE,Pertambangan Emas dan Perak dan Perdagangan Besar Logam dan Bijih Logam,46.296,65.0 %,1310
217456,730,PT Mareta Persada (MP),Aktivitas Perusahaan Holding,12.658,99.99 %,1310
217458,730,PT TAMTAMA PERKASA (TP),Pertambangan Batu bara,445.043,99.99 %,1310
217457,730,PT Pika Utama Resources (PUR) - melalui DBK,"Pertambangan,
perdagangan
dan
pengangkutan
sungai",15.245,65.0 %,1310
217452,730,Bara Internasional (BI) - melalui ESE,Pertambangan baru bara,64.347,65.0 %,1310
217459,1623,PT Arba Propertindo,Properti,479.207.119.155,99.44000244 %,1133
217465,154,PT Banten Energy International,Pengembang Properti,49.074.598,99.99 %,161
217466,154,PT Banten Energy International,Pengembang Properti,49.074.508,99.99 %,161
217467,154,PT Duta Buana Permai Development,Pengembang Properti,11.453.541,99.95 %,161
217468,154,PT Duta Buana Permai Development,Pengembang Properti,16.046.795,99.96 %,161
217469,154,PT Duta Buana Permai Development,Pengembang Properti,16.046.795,99.96 %,161
217463,154,PT Banten Energy International,Pengembang Properti,49.074.598,99.98999786 %,161
217464,154,PT Banten Energy International,Pengembang Properti,49.074.598,99.99 %,161
217470,154,PT Duta Buana Permai Development,Pengembang Properti,16.046.795,99.95999908 %,161
217471,154,PT Duta Hotel Manajemen,Pariwisata Perhotelan,760.100,99.98000336 %,161
217472,154,PT Duta Hotel Manajemen,Pariwisata Perhotelan,760.100,99.98 %,161
217473,154,PT Duta Hotel Manajemen,Pariwisata Perhotelan,760.100,99.98 %,161
217474,154,PT Duta Hotel Manajemen,Pariwisata Perhotelan,754.280,99.98 %,161
217475,154,PT Grahabakti Abadi,Pengembang Properti,11.264.382,99.95 %,161
217476,154,PT Grahabakti Abadi,Pengembang Properti,11.264.382,99.95 %,161
217477,154,PT Grahabakti Abadi,Pengembang Properti,11.264.382,99.95 %,161
217478,154,PT Grahabakti Abadi,Pengembang Properti,11.264.382,99.94999695 %,161
217479,154,PT Premiera Anggada,Pengembang Properti,113.278.402,99.95999908 %,161
217480,154,PT Premiera Anggada,Pengembang Properti,113.278.402,99.96 %,161
217481,154,PT Premiera Anggada,Pengembang Properti,113.278.402,99.96 %,161
217482,154,PT Premiera Anggada,Pengembang Properti,112.752.853,99.96 %,161
217483,529,,,0,0.0 %,943
217484,1625,,,0,0.0 %,1173
217487,625,PT SAMULOS HARMONI ENERGI PERKASA (SHEP),"Aktivitas Penyewaan Dan Sewa Guna Usaha Tanpa Hak Opsi Mobil, Bus, Truk Dan Sejenisnya, Aktivitas Penunjang Pertambangan Dan Penggalian Lainnya",28.512.830.611,92.5 %,1058
217485,625,PT Arrow Chain Management Logistics (ACM),Jasa Pengurusan Transportasi (Freight Forwarding),8.773.082.523,99.0 %,1058
217486,625,PT Dewata Makmur Bersama (DMB),"Konstruksi Gedung, Instalasi Listrik, Instalasi Telekomunikasi dan lainnya, Perdagangan Besar Mesin, Peralatan dan Perlengkapan",43.787.826.680,99.90000153 %,1058
217488,155,,,0,0.0 %,163
217489,1800,PT Megadepo Indonesia,Supermarket dan/atau Retail Bahan Bangunan,403,91.81 %,1214
217495,156,PT Fajar Harapan Buana,Macam-macam jasa,21.827,49.75 %,164
217496,156,PT Mahadaya Imajinasi Nusantara,Konsultasi manajemen,71.797.485,99.88999939 %,164
217498,156,PT Sabina Mahardika,Konsultasi manajemen,40.283.918,99.88999939 %,164
217497,156,PT Rocky Investments Group,Perusahaan dagang dan jasa pertambangan,342.649,99.5 %,164
217490,156,Prove Energy Investments Limited,Perusahaan investasi,68.162.516,20.0 %,164
217491,156,PT Cipta Multi Prima,Macam-macam jasa,9.991.001,99.51999664 %,164
217492,156,PT DH Services,Jasa reparasi mesin dan penunjang pertambangan,2.613.226,95.55000305 %,164
217493,156,PT Dire Pratama,Jasa kepelabuhanan,10.027.545,99.72000122 %,164
217494,156,PT Dire Pratama Services,Macam-macam jasa,352.636,99.0 %,164
217501,549,PT Dafam Mambo International,Hotel,98.529.169.735,99.0 %,1014
217499,549,PT Dafam Hotel Management,Manajemen Hotel,9.813.508.549,75.0 %,1014
217500,549,PT Dafam Maju Bersama,Perumahan/Residential,48.784.821.463,99.0 %,1014
217504,157,PT. INTI DUTA ENERGI,PENGADAAN LISTRIK,110.409.696.291,99.98999786 %,165
217502,157,PT NUSA SAPTACITRA PERDANA,KONSTRUKSI PERTAMBANGAN,5.584.127.012,95.0 %,165
217503,157,PT. DUTA BUANA PERMATA,"PERDAGANGAN, PEMBANGUNAN & JASA",253.987.436.704,99.98999786 %,165
217505,1626,,,0,0.0 %,1174
217508,550,PT Mata Media Nusantara,Jasa multimedia,13.992.423.536,99.98999786 %,1043
217506,550,PT Arkadia Media Nusantara,"Penyediaan jasa														
portal web dan																		
penyedia konten																		
dalam bidang media",17.492.348.986,99.98999786 %,1043
217507,550,PT Integra Archipelago Media,Jasa multimedia,15.935.662.422,99.90000153 %,1043
217509,158,,,0,0.0 %,166
217514,631,PT Disa Citra Digital,"Perdagangan, pembangunan, industri, jasa, pertanian, transportasi angkutan darat, perbengkelan, dan percetakan",510.000.000,37.45000076 %,1060
217515,631,PT Multidaya Dinamika (MDD),"Jasa, perdagangan, pembangunan, percetakan, pertanian dan industri",44.257.253.056,30.0 %,1060
217517,631,PT Wicaksana Anugerah Solusindo,Perdagangan besar peralatan telekomunikasi dan aktivitas telekomunikasi,1.375.527.204,30.0 %,1060
217516,631,PT Surprise Indonesia,Biro perjalanan wisata,16.194.177.558,30.0 %,1060
217510,631,PT Berkah Karunia Kreasi (BKK),"Perdagangan, pembangunan, industri, jasa, pertanian, transportasi angkutan darat, perbengkelan, dan percetakan",237.370.678.710,96.0 %,1060
217511,631,PT Berkah Omega Sukses,"Perdagangan, jasa, pembangunan, industri, percetakan, pengangkutan darat, perbengkelan dan pertanian",130.502.680,40.0 %,1060
217512,631,PT Berkah Trijaya Indonesia,"Perdagangan, jasa, pembangunan, industri, percetakan, pengangkutan darat, perbengkelan dan pertanian",84.258.746.305,50.0 %,1060
217513,631,PT Chat Bot Nusantara (CBN),"Perdagangan, jasa, pembangunan, industri, percetakan, pengangkutan darat, perbengkelan, dan pertanian",135.755.641.321,75.0 %,1060
217520,159,PT Itamatra Nusantara,Pertambangan dan Perdagangan Barang Tambang,87.154.639.264,99.98999786 %,167
217522,159,PT Mulia Pacific Resources,Pertambangan dan Perdagangan Barang Tambang,15.062.641.658,99.98999786 %,167
217521,159,PT Mega Buana Resources,Pertambangan,1.276.118,99.59999847 %,167
217518,159,PT Bumi Konawe Abadi,Pertambangan dan Perdagangan Barang Tambang,204.495.908.945,99.80000305 %,167
217519,159,PT COR Industri Indonesia,Pengolahan dan Perdagangan Hasil Tambang,2.162.012.179.253,60.0 %,167
217523,160,PT. JANGKAR DELTA INDONESIA,Distribusi,37.979.338,90.0 %,168
217525,161,PT Pembangunan Deltamas,Pembangunan rumah,3.505.924,99.9 %,169
217524,161,PT Pembangunan Deltamas,Pembangunan perumahan dengan proyek berlokasi di Cikarang,0,99.90000153 %,169
217526,161,PT Pembangunan Deltamas,Pembangunan rumah,3.505.924,99.9 %,169
217529,1627,PT DMMX Media Maxima,"Perdagangan, E-commerce, Telekomunikasi, Platform digital dan Periklanan",10.675.585.000,95.0 %,1107
217527,1627,PT Digital Consumer Engagement,Perdagangan Peralatan Komunikasi dan Jasa Konsultasi Teknologi Informasi,150.012.849.916,99.0 %,1107
217528,1627,PT Digital Maxima Indonesia,Perdagangan Peralatan Komunikasi dan Jasa Konsultasi Teknologi Informasi,149.535.389.072,99.0 %,1107
217532,1628,PT lndogourmet Sarana Cemerlang,Penjualan dan distribusi peralatan dan perlengkapan non makanan,25.440,70.0 %,1127
217530,1628,PT Diamond Cold Storage,Produksi dan pemrosesan produk berbahan dasar susu dan produk makanan beku,1.486.846,99.94000244 %,1127
217531,1628,PT Diamondfair Ritel Indonesia,Ritel produk makanan dan minuman,33.484,70.0 %,1127
217533,1628,PT Sukanda Djaya,Penjualan dan distribusi produk makanan dan minuman,3.104.128,99.98999786 %,1127
217534,162,,,0,0.0 %,170
217535,163,PT. Indoritel Persada Nusantara,Investasi,29.072.393.001,99.98999786 %,171
217536,163,PT. Mega Akses Persada,Serat Optik,2.383.562.423.043,71.87999725 %,171
217539,164,PT Bukit Makmur Mandiri Utama,Jasa Pertambangan,1.031.398.536,99.98999786 %,172
217537,164,,,0,0.0 %,172
217538,164,PT Banyubiru Sakti,Batu bara/Pertambangan,10.341,99.98999786 %,172
217540,164,PT Pulau Mutiara Persada,Batu bara/Pertambangan,11.467,99.98999786 %,172
217541,742,PT Media Sejahtera Selaras,"Aktivitas Profesional, ilmiah, dan Teknis",3.007.349.918,99.0 %,1322
217542,165,PT. Intitirta Primasakti,Tambang Batu Bara,121.534.293.739,67.09999847 %,173
217543,166,PT Samudra Pangan Indonesia,Perindustrian dan Perdagangan,10.551.660.000,50.0 %,821
217548,1801,PT Dharma Precision Tools (DPT),"Produksi
perlengkapan
mesin",84.939,99.99 %,1225
217544,1801,PT Dharma Controlcable Indonesia (DCI),"Produksi kabel
control motor",62.805,82.33 %,1225
217545,1801,PT Dharma Electrindo Manufacturing (DEM),"Produksi
komponen
kendaraan
bermotor",368.720,99.99 %,1225
217546,1801,PT Dharma Poliplast (DPP),Produksi helm,149.524,55.0 %,1225
217547,1801,PT Dharma Precision Parts (DPA),"Produksi
komponen
peralatan
kesehatan dan
kendaraan
bermotor",67.664,85.0 %,1225
217549,1801,PT Saikono Otoparts Indonesia (SOI),"Produksi
komponen
kendaraan
bermotor",12.006,99.99 %,1225
217550,167,"DHARMA SAMUDERA FISHING INDUSTRIES, TBK",EXPORT IMPORT,328.714.732.282,100.0 %,174
217557,168,PT Dharma Buana Lestari,"Perdagangan, pembangunan, pengangkutan, pertanian, perindustrian, perbengkelan, jasa dan pertambangan.",11.305,99.76000214 %,175
217551,168,PT Agro Andalan,Perkebunan kelapa sawit terpadu dengan unit pengolahannya menjadi minyak sawit (CPO) dan (PK),240.528,99.97000122 %,175
217552,168,PT Agro Pratama,"Perdagangan, perindustrian, pengangkutandan pertanian",306.978,99.97000122 %,175
217553,168,PT Cahaya Intisawit Nusantara,"Perdagangan, Perindutrian, Pengangutan, dan Pertanian",34,99.83000183 %,175
217554,168,PT Cahaya Utama Nusantara,"Perdagangan, pembangunan, pengangkutan, pertanian, perindustrian, perbengkelan dan jasa.",328,99.83000183 %,175
217555,168,PT Dewata Sawit Nusantara,"Perdagangan, pengangkutan darat, pertanian, dan perindustrian",702.948,99.94000244 %,175
217556,168,PT Dharma Agrotama Nusantara,Perkebunan kelapa sawit terpadu dengan unit pengolahannya menjadi minyak sawit (CPO) dan (PK),696.106,100.0 %,175
217560,168,PT Dharma Nugraha Sejahtera,"Perdagangan, pembangunan, pengangkutan, pertanian, perindustrian, perbengkelan, jasa dan pertambangan",29,90.0 %,175
217561,168,PT Dharma Persada Sejahtera,"Perdagangan, pembangunan, pengangkutan, pertanian, perindustrian, perbengkelan, jasa dan pertambangan",98.259,99.93000031 %,175
217562,168,PT Dharma Sawit Nusantara,"Perdagangan, perindustrian, pengangkutan dan pertanian",25,90.0 %,175
217563,168,PT Dharma Sejahtera Nusantara,"Perdagangan, perindustrian, pengangkutandan pertanian",21.271,99.98999786 %,175
217564,168,PT Dharma Sukses Nusaantara,Perdagangan,50,99.83000183 %,175
217565,168,PT Dharma Sumber Nusantara,Perdagangan,50,99.83000183 %,175
217566,168,PT Dharma Utama Lestari,"Perdagangan, pembangunan, pengangkutan, pertanian, perindustrian, perbengkelan, jasa dan pertambangan",29,90.0 %,175
217567,168,PT Gemilang Utama Nusantara,"Perdagangan, pembangunan, pengangkutan, pertanian, perindustrian, perbengkelan dan jasa",115.944,99.98999786 %,175
217568,168,PT Karya Prima Agro Sejahtera,"Pertanian/perkebunan, perindustrian dan perdagangan",428.881,100.0 %,175
217569,168,PT Kencana Alam Permai,"Perdagangan, pembangunan, pengangkutan, pertanian, perindustrian, perbengkelan, jasa dan pertambangan",304.490,99.87999725 %,175
217570,168,PT Mandiri Agrotama Lestari,"Perdagangan, perindustrian, pengangkutan dan pertanian",2.964,99.98000336 %,175
217571,168,PT Mandiri Cahaya Abadi,"Perdagangan, pembangunan, pengangkutan, pertanian, perindustrian, perbengkelan, jasa dan pertambangan",3.852,97.33000183 %,175
217572,168,PT Mitra Nusa Sarana,"Industri, perdagangan, pembangunan, transportasi darat dan jasa (kecuali jasa di bidang hukum dan pajak)",1.772,99.55000305 %,175
217573,168,PT Nityasa Idola,"Industri, kehutanan, perkebunan, pengangkutan, pembangunan, jasa, perdagangan dan pertambangan",92.089,92.5 %,175
217574,168,PT Nusa Buana Lestari,"Perdagangan, pembangunan, pengangkutan, pertanian, perindustrian, perbengkelan dan jasa",509,99.98000336 %,175
217575,168,PT Nusa Mandiri Makmur,"Industri, perdagangan, pembangunan, transportasi darat dan jasa (kecuali jasa di bidang hukum dan pajak)",329,95.83000183 %,175
217576,168,PT Permata Sawit Nusantara,"Perdagangan, perindustrian, pengangkutan dan pertanian",35,99.83000183 %,175
217577,168,PT Pilar Wanapersada,"Perindustri, pengangkutan,pertanian, pembangunan, perbengkelan, jasa, perdagangan dan pertambangan",771.108,99.66999817 %,175
217578,168,PT Prima Sawit Andalan,"pertanian, perdagangan, dan perindustrian",147.717,99.98000336 %,175
217579,168,PT Putra Utama Lestari,"Perdagangan, pembangunan, pengangkutan, pertanian, perindustrian, perbengkelan dan jasa",194.289,99.98999786 %,175
217580,168,PT Rimba Utara,"Pembangunan, perdagangan, perindustrian, pertambangan, pengangkutan darat, pertanian, percetakan dan jasa",12.940,99.90000153 %,175
217581,168,PT Sawit Utama Lestari,"Perdagangan, perindustrian, pengangkutandan pertanian",34,99.83000183 %,175
217582,168,PT Swakarsa Sinarsentosa,Perkebunan kelapa sawit terpadu dengan unit pengolahan menjadi minyak sawit (CPO) dan PK,2.023.424,100.0 %,175
217583,168,PT Tanjung Kreasi Parquet Industry,Industri dan perdagangan,498.157,65.0 %,175
217584,168,Twin Palm Pte. Ltd.,Perusahaan investasi,297.068,100.0 %,175
217558,168,PT Dharma Intisawit Lestari,"Perdagangan, perindustrian, pengangkutan darat dan pertanian",315.392,99.98999786 %,175
217559,168,PT Dharma Intisawit Nugraha,"Perdagangan, pembangunan, pengangkutan, pertanian, perindustrian, perbengkelan, jasa dan pertambangan",686.408,100.0 %,175
217589,169,Belview Coal Pty Ltd,Eksplorasi Batubara,9,52.13999939 %,176
217590,169,Belview Expansion Pty Ltd,Eksplorasi Batubara,0,52.13999939 %,176
217591,169,Celesta Prime Technology Pte. Ltd.,Penyertaan Saham,2.122,99.98999786 %,176
217592,169,Comet Coal & Coke Pty Limited,Eksplorasi Batubara,9.375.634,52.13999939 %,176
217593,169,Dalligent Solutions Pte. Ltd,Penyertaan Saham,16.400.594,70.0 %,176
217594,169,Emerald Coal Pty Ltd,Eksplorasi Batubara,0,52.13999939 %,176
217595,169,GEAR Innovation Network Pte. Ltd,Penelitian dan Pengembangan,1.160.579,86.87000275 %,176
217596,169,GEAR Renewables Pte. Ltd.,Investasi Proyek Energi Terbarukan,3.623.176,86.87000275 %,176
217597,169,GEAR Trading Enterprise Pte Ltd,Perdagangan,11.255.055,86.87000275 %,176
217598,169,GEMS Trading Resources Pte. Ltd.,Perdagangan,39.123.759,58.20000076 %,176
217599,169,Golden Energy and Resources Ltd.,Penyertaan Saham,1.388.855.933,86.87000275 %,176
217600,169,Golden Investments (Australia) II Pte. Ltd.,Penyertaan Saham,49.401.840,86.87000275 %,176
217601,169,Golden Investments (Australia) Pte. Ltd.,Penyertaan Saham,326.418.949,69.20999908 %,176
217602,169,Golden Multimedia Holdings Pte. Ltd.,Penyertaan Saham,16.403.124,99.98999786 %,176
217603,169,Golden Prime Power Pte. Ltd.,Penyertaan Saham,143.854,99.73999786 %,176
217604,169,Great Horizon Capital Pte. Ltd.,Penyertaan Saham,0,99.98999786 %,176
217605,169,Great Horizon Consulting Pte. Ltd.,Penyertaan Saham,0,99.98999786 %,176
217606,169,Hillmas Coal Pte. Ltd.,Penyertaan Saham,16.425.106,99.98999786 %,176
217607,169,Issac Plains Coal Management Pty Ltd,Eksplorasi dan Pertambangan Batubara,8,52.13999939 %,176
217608,169,Issac Plains Sales & Marketing Pty Ltd,Eksplorasi dan Pertambangan Batubara,0,52.13999939 %,176
217609,169,Kalteng Investment Pte. Ltd.,Penyertaan Saham,38.767,99.98999786 %,176
217610,169,Kerlong Coking Coal Pty Ltd,Eksplorasi Batubara,0,52.13999939 %,176
217611,169,Mackenzie Coal Pty Limited,Eksplorasi Batubara,0,52.13999939 %,176
217612,169,New Cambria Pty Ltd,Eksplorasi Batubara,0,52.13999939 %,176
217613,169,Newspring Coal Resources Pte. Ltd.,Penyertaan Saham,0,99.98999786 %,176
217614,169,Pacificwood Investment Ltd.,Penyertaan Saham,4.156,86.87000275 %,176
217615,169,Poh Lian (Cambodia) Ltd.,Penyertaan Saham,0,86.87000275 %,176
217616,169,PT Andalan Mas Sejahtera,Penyertaan Saham,49.869.911,99.98999786 %,176
217617,169,PT Andalan Satria Abadi,Pertambangan Batubara,812.845,99.98999786 %,176
217618,169,PT Andalan Satria Lestari,Perdagangan,29.896.747,99.98999786 %,176
217619,169,PT Bara Harmonis Batang Asam,Pertambangan Batubara,1.211.882,58.20000076 %,176
217620,169,PT Barasentosa Lestari,Pertambangan Batubara dan Pengembangan Pembangkit Listrik Mulut Tambang,104.803.401,58.20000076 %,176
217621,169,PT Berkat Nusantara Permai,Pertambangan Batubara,19.950.976,58.20000076 %,176
217622,169,PT Berkat Satria Abadi,Pertambangan Batubara,220.570,58.20000076 %,176
217623,169,PT Borneo Indobara,Pertambangan Batubara,377.988.058,57.09000015 %,176
217624,169,PT Buana Bara Ekapratama,Pertambangan Batubara,5.720.901,99.98999786 %,176
217625,169,PT Buana Bumi Energi,Penyertaan Saham,2.427.077,99.73000336 %,176
217626,169,PT Buana Inti Citraprima,Pertambangan Batubara,940.624,99.98999786 %,176
217627,169,PT Buana Mas Sejahtera,Penyertaan Saham,2.694.160,99.98999786 %,176
217628,169,PT Bumi Kencana Eka Sejahtera,Penyertaan Saham,34.257.611,99.98999786 %,176
217629,169,PT Bungo Bara Makmur,Pertambangan Batubara,3.174.625,58.20000076 %,176
217630,169,PT Bungo Bara Utama,Pertambangan Batubara,20.598.688,58.20000076 %,176
217631,169,PT Cahaya Amanah Sentosa,Pertambangan Batubara,34.734,99.98999786 %,176
217632,169,PT Cahaya Bara Pratama,Pertambangan Batubara,73.146,99.98999786 %,176
217633,169,PT Cahaya Nusa Pratama,Pertambangan Batubara,592.759,99.98999786 %,176
217634,169,PT Citra Alam Cahaya,Pertambangan Batubara,146.649,99.98999786 %,176
217635,169,PT Citra Alam Indah,Perdagangan,1.834.488,99.98999786 %,176
217636,169,PT Dalligent Solusi Indonesia,Informasi dan komunikasi,706.035,69.98999786 %,176
217637,169,PT Daya Anugerah Sejati Utama,Penyertaan Saham,2.516,99.98999786 %,176
217638,169,PT Daya Sukses Makmur Selaras,Penyertaan Saham,2.516,99.98999786 %,176
217639,169,PT Dian Semesta Sentosa,Penyertaan Saham,19.301.439,99.98999786 %,176
217640,169,PT DSSA Mas Infrastruktur,Penyertaan Saham,2.939.876,99.73999786 %,176
217641,169,PT DSSA Mas Sejahtera,Penyertaan Saham,286.550.337,99.98999786 %,176
217642,169,PT DSSE Energi Mas Utama,Penyertaan Saham,392.735.994,99.98999786 %,176
217643,169,PT DSSP Power Mas Sejahtera,Penyertaan Saham,18.407,99.98999786 %,176
217644,169,PT DSSP Power Sentosa,Jasa Penunjang Tenaga Listrik,717.501,99.87000275 %,176
217645,169,PT Duta Alam Ekapratama,Pertambangan Batubara,534.881,99.98999786 %,176
217646,169,PT Duta Alam Jaya,Pertambangan Batubara,414.769,99.98999786 %,176
217647,169,PT Duta Sarana Internusa,Jasa Konsultasi Manajemen,105.155.832,58.20000076 %,176
217648,169,PT Dwikarya Sejati Utama,Modal Ventura dan Manajemen,105.078.346,58.20000076 %,176
217649,169,PT Eka Mas Republik,Penyedia Jasa Internet,108.316.139,99.98999786 %,176
217650,169,PT Energi Mas Anugerah Semesta,Penyertaan Saham,1.006.138,99.98999786 %,176
217651,169,PT Era Mitra Selaras,Penyertaan Saham,1.043.584,58.20000076 %,176
217652,169,PT GEMS Energy Indonesia,Perdagangan,144.569,58.20000076 %,176
217653,169,PT Golden Energy Mines Tbk,Perdagangan Batubara,813.717.765,58.20000076 %,176
217654,169,PT Hutan Rindang Banua,Kehutanan,31.538.787,86.87000275 %,176
217655,169,PT Innovate Mas Indonesia,TV Berbayar,142.746.307,99.98999786 %,176
217656,169,PT Innovate Mas Utama,Penyertaan Saham,226.529.361,99.98999786 %,176
217657,169,PT Karya Cemerlang Persada,Pertambangan Batubara,24.346.566,58.20000076 %,176
217658,169,PT Karya Mining Solution,Jasa Pertambangan,819.128,58.20000076 %,176
217659,169,PT Kuansing Inti Makmur,Pertambangan Batubara,98.490.380,58.20000076 %,176
217660,169,PT Kuansing Inti Sejahtera,Pertambangan Batubara,58.674,58.20000076 %,176
217661,169,PT Manggala Alam Lestari,Pertambangan Batubara,22.821.314,99.98999786 %,176
217662,169,PT Mangium Anugerah Lestari,Pengolahan Kayu,2.585.004,86.87000275 %,176
217663,169,PT Marga Buana Bumi Mulia,Pengolahan Bubur Kertas,538.884,86.87000275 %,176
217664,169,PT Nusa Indah Permai,Pertambangan Batubara,1.448.722,99.98999786 %,176
217665,169,PT Nusantara Indah Lestari,Perdagangan dan Pertambangan Batubara,1.066.838,99.98999786 %,176
217666,169,PT Persada Makmur Sejahtera,Pertambangan Batubara,1.649.409,91.48999786 %,176
217667,169,PT Persada Makmur Selaras Dua,Pertambangan Batubara,72.410,95.66000366 %,176
217668,169,PT Rimba Subur Lestari,Pertambangan Batubara,609.153,99.98999786 %,176
217669,169,PT Rolimex Kimia Nusamas,Perdagangan,45.519.990,99.5 %,176
217670,169,PT Rolimex Suburin Hutani Persada,Perdagangan Pupuk,68.976,69.65000153 %,176
217671,169,PT Roundhill Capital Indonesia,Penyertaan Saham dan Perdagangan,381.168.798,58.61000061 %,176
217672,169,PT Sinarmas Sukses Sejahtera,Penyertaan Saham,4.648,99.73999786 %,176
217673,169,PT Surya Kalimantan Sejati,Pertambangan Batubara,35.538.735,98.5 %,176
217674,169,PT Surya Kalimantan Sejati Dua,Pertambangan Batubara,113.141,99.23000336 %,176
217675,169,PT Tanjung Belit Bara Utama,Pertambangan Batubara,27.611.665,58.20000076 %,176
217585,169,Able Advance Ltd.,Penyertaan Saham,7.962,86.87000275 %,176
217586,169,Alpha Prime Services Pte. Ltd.,Penyertaan Saham,113.532,99.73999786 %,176
217587,169,Anrof Singapore Ltd.,Penyertaan Saham,15.101.149,86.87000275 %,176
217588,169,Beijing Shuzhifang Technology Co Ltd,Penelitian ilmiah dan jasa teknologi,2.663.547,70.0 %,176
217677,169,PT Unsoco,Jasa Konsultasi Manajemen,80.978,58.20000076 %,176
217678,169,PT Wahana Alam Lestari,Perdagangan dan Pertambangan Batubara,12.545,99.98999786 %,176
217679,169,PT Wahana Rimba Lestari,Pertambangan Batubara,798.891,58.20000076 %,176
217680,169,Shaanxi North West Power Corporation Pte. Ltd.,Penyertaan Saham,1.496,99.98999786 %,176
217681,169,Shining Energy Pte. Ltd.,Penyertaan Saham,128.700,99.73999786 %,176
217682,169,Shinning Spring Resources Ltd.,Penyertaan Saham,2.517.313,86.87000275 %,176
217683,169,Stanmore Bowen Coal Pty Ltd,Eksplorasi dan Pertambangan Batubara,0,52.13999939 %,176
217684,169,Stanmore Coal Custodians Pty Ltd,Wali Amanat Dana Saham Karyawan Stanmore,0,52.13999939 %,176
217685,169,Stanmore Coal Limited,Perdagangan dan Pertambangan Batubara,426.596.397,52.13999939 %,176
217686,169,Stanmore IP Coal Pty Ltd,Pertambangan Batubara,160.257.938,52.13999939 %,176
217687,169,Stanmore IP South Pty Ltd,Eksplorasi Batubara,0,52.13999939 %,176
217688,169,Stanmore Surat Coal Pty Ltd,Eksplorasi Batubara,0,52.13999939 %,176
217689,169,Stanmore Wotonga Pty Ltd,Eksplorasi dan Pertambangan Batubara,0,52.13999939 %,176
217690,169,Sunshine Network Pte. Ltd.,Penyertaan Saham,1.506,99.98999786 %,176
217691,169,Theresa Creek Coal Pty Ltd,Eksplorasi Batubara,0,52.13999939 %,176
217676,169,PT Trisula Kencana Sakti,Pertambangan Batubara,9.366.214,40.74000168 %,176
217694,551,PT Selera Indonesia Makmur,Restoran,589.388,99.0 %,1051
217695,551,PT Selera Kian Makmur,Restoran,283.746,99.0 %,1051
217696,551,PT Selera Pangeran Jayakarta,Restoran,181.988,99.0 %,1051
217697,551,PT Selera Sejahtera Makmur,Restoran,447.823,99.0 %,1051
217699,551,PT Sinaran Sejahtera,"Restoran														
",38.449,100.0 %,1051
217698,551,PT Selera Utama Makmur,Restoran,330.369,99.0 %,1051
