Id,FkProfileId,Name,BusinessSector,TotalAsset,PercentageOwn,IdField
215652,750,PT Pantai Nawasena Sekongkang,"Real estat, perhotelan",0,100.0 %,1330
215654,750,PT Teluk Indah Sekongkang,"Real estat, perhotelan",0,100.0 %,1330
215653,750,PT Segara Tentram Abadi,Real estat,0,100.0 %,1330
215645,750,Amman Mineral Contractors Singapore Pte,Perusahaan induk lainnya,150.605,65.0 %,1330
215646,750,Amman Mineral Singapore Pte,Perusahaan induk lainnya,145.605,100.0 %,1330
215647,750,PT Amman Mineral Energi,"Pertambangan, perdagangan, industri pengolahan logam, dan lainnya",7.066,100.0 %,1330
215655,1565,PT Buka Investasi Bersama,Agen Penjual Reksa Dana,54.337.763.753,20.0 %,1125
215659,28,"PT Sumber Indah Lestari															
",Perdagangan peralatan kesehatan,313.900,92.30999756 %,29
215661,28,PT Sumber Wahana Sejahtera,Jasa titipan dan pengiriman,35.797,99.95999908 %,29
215660,28,"PT Sumber Trijaya Lestari															
",Perdagangan eceran melalui internet untuk produk konsumen,149.815,99.94999695 %,29
215656,28,"Alfamart Retail Asia Pte, Ltd",Perusahaan investasi,277.774,100.0 %,29
215657,28,PT Global Loyalty Indonesia,Administrasi program loyalty,147.119,75.0 %,29
215658,28,PT Midi Utama Indonesia Tbk,Perdagangan eceran untuk produk konsumen,6.296.738,86.72000122 %,29
215662,535,,,0,0.0 %,1038
215669,29,PT Galempa Sejahtera Bersama,Perkebunan Kelapa Sawit,9.676.714,99.98999786 %,30
215670,29,PT Kayung Agro Lestari,Perkebunan Kelapa Sawit,89.978.245,99.98999786 %,30
215671,29,PT Lestari Sagu Papua,Agribisnis Sagu,264.057,51.0 %,30
215672,29,PT Permata Putera Mandiri,Perkebunan Kelapa Sawit,105.295.077,99.98999786 %,30
215674,29,PT Sahabat Mewah dan Makmur,Perkebunan Kelapa Sawit,57.635.474,99.98999786 %,30
215673,29,PT Putera Manunggal Perkasa,Perkebunan Kelapa Sawit,141.939.508,99.98999786 %,30
215663,29,PT ANJ Agri Papua,Agribisnis Sagu,14.310.586,99.98999786 %,30
215664,29,PT Austindo Aufwind New Energy,Energi Terbarukan,1.192.022,99.22000122 %,30
215665,29,PT Austindo Nusantara Jaya Agri,Agribisnis,524.055.186,99.98999786 %,30
215666,29,PT Austindo Nusantara Jaya Agri Siais (ANJAS),Perkebunan Kelapa Sawit,60.747.618,99.98999786 %,30
215667,29,PT Austindo Nusantara Jaya Boga,Produk Konsumen,148.156,99.98999786 %,30
215668,29,PT Gading Mas Indonesia Teguh,Agribisnis,11.903.699,80.0 %,30
215679,30,PT Borneo Edo International,"Pembangunan, perdagangan, perindustrian, pertanian dan pertambangan",42.277.915,100.0 %,33
215680,30,PT Borneo Edo International Agro,"Perkebunan, perindustrian, pengangkutan hasil perkebunan, perdagangan dan jasa (kepemilikan tidak langsung)",41.586,100.0 %,33
215681,30,PT Cibaliung Sumberdaya,"Eksplorasi, konstruksi dan pengembangan tambang, penambangan, produksi, pengolahan dan pemurnian, pengangkutan dan penjualan di industri emas",95.466.255,100.0 %,33
215675,30,"Asia Pacific Nickel Pty., Ltd.",Perusahaan investasi,908.465.759,100.0 %,33
215676,30,PT Abuki Jaya Stainless Indonesia,Pengolahan stainless steel,9.624.023,100.0 %,33
215677,30,PT Antam Energi Indonesia,"Jasa, perdagangan, dan perindustrian (kepemilikan tidak langsung)",123.793,100.0 %,33
215678,30,PT Antam Resourcindo,Eksplorasi dan operator tambang,161.007.771,99.98000336 %,33
215682,30,PT Citra Tobindo Sukses Perkasa,Eksplorasi dan operator tambang batubara (kepemilikan tidak langsung),48.063.176,100.0 %,33
215683,30,PT Dwimitra Enggang Khatulistiwa,Eksplorasi dan operator tambang,1.956.361,100.0 %,33
215684,30,PT Feni Haltim,"Perdagangan, pembangunan dan jasa (kepemilikan tidak langsung)",555.830.288,100.0 %,33
215685,30,PT Gag Nikel,Eksplorasi dan operator tambang (kepemilikan tidak langsung),917.310.080,100.0 %,33
215686,30,PT Gunung Kendaik,"Pembangunan, perdagangan, perindustrian, pertanian, pengangkutan darat, jasa, pertambangan dan percetakan (kepemilikan tidak langsung)",6.971.904,100.0 %,33
215687,30,PT Indonesia Chemical Alumina,"Pengolahan dan pemurnian hasil tambang Bauksit menjadi produk alumina, pengangkutan, perdagangan														
dan pendistribusian produk alumina",4.056.985.693,100.0 %,33
215688,30,PT Indonesia Coal Resources,"Perdagangan, transportasi dan jasa tambang batubara",54.171.594,100.0 %,33
215689,30,PT International Mineral Capital,Jasa dan perdagangan,622.072.869,100.0 %,33
215690,30,PT Kawasan Industri Antam Timur,Jasa manajemen kawasan industrI (kepemiikan tidak langsung),43.822,100.0 %,33
215691,30,PT Mega Citra Utama,"Konstruksi, perdagangan, perindustrian, pertanian dan pertambangan",56.741.779,100.0 %,33
215692,30,PT Nusa Karya Arindo,Jasa pertambangan mineral dan batubara (kepemilikan tidak langsung),8.223.484,100.0 %,33
215693,30,PT Sumberdaya Arindo,Jasa pertambangan mineral dan batubara (kepemilikan tidak langsung),63.500.252,100.0 %,33
215696,31,Apexindo Drilling Sdn.Bhd.,"Menjalankan aktivitas pertambangan minyak, gas dan panas bumi, dan jasa terkait lainnya",15.648.564,100.0 %,34
215697,31,Apexindo International B.V.,"Menghimpun dana melalui instrumen hutang/sekuritas lainnya,  obligasi untuk membiayai  keberlangsungan Group",1.065.058,100.0 %,34
215698,31,Apexindo Netherlands B.V.,"Menghimpun dana melalui instrumen utang/sekuritas lainnya,  obligasi untuk membiayai  keberlangsungan Group.",3.831.866,100.0 %,34
215699,31,Apexindo Offshore Pte. Ltd.,Menghimpun dana melalui utang bank luar negeri untuk membiayai pembangunan rig serta mengelola dan menyewakan aset tetap,0,0.0 %,34
215700,31,Apexindo Raniworo Pte. Ltd.,Mengelola dan menyewakan semua tipe kapal ,0,100.0 %,34
215701,31,Max Ocean Drilling B.V.,"Menjalankan aktivitas pertambangan minyak, gas dan panas bumi, dan jasa terkait lainnya dan menghimpun dana melalui instrumen hutang/sekuritas lainnya",1,100.0 %,34
215702,31,Max Ocean Holding B.V.,"Menjalankan aktivitas pertambangan minyak, gas dan panas bumi, dan jasa terkait lainnya dan Menghimpun dana melalui instrumen utang/sekuritas lainnya.",11.092,100.0 %,34
215703,31,Ocean Peak (Labuan) Limited,"Menjalankan aktivitas pertambangan minyak, gas dan panas bumi, dan jasa terkait lainnya",9.278.323,100.0 %,34
215704,31,Ocean Peak Drilling B.V.,"Menjalankan aktivitas pertambangan minyak, gas dan panas bumi, dan jasa terkait lainnya",9.058.134,100.0 %,34
215706,31,PT Apex Landrig Indonesia,"Menjalankan aktivitas pertambangan minyak, gas dan panas bumi, dan jasa terkait lainnya",685.971,99.99 %,34
215705,31,Ocean Peak Holding B.V.,"Menjalankan aktivitas pertambangan minyak, gas dan panas bumi, dan jasa terkait lainnya.",220.068.181,100.0 %,34
215694,31,Apexindo Drilling B.V.,"Menghimpun dana melalui instrumen hutang/sekuritas lainnya,  obligasi untuk membiayai  keberlangsungan Group",172.238,100.0 %,34
215695,31,Apexindo Drilling Sdn. Bhd.,"Menjalankan aktivitas pertambangan minyak, gas dan panas bumi, dan jasa terkait lainnya",11.233.992,100.0 %,34
215710,32,PT Pacific Strategic Invesco,Jasa Konsultasi Bisnis,2.147.805.916.215,99.98999786 %,35
215707,32,PT Pacific Capital Investment,Manajer Investasi,503.800.990.743,97.01999664 %,35
215708,32,PT Pacific Multi Finance,Jasa Pengelola Keuangan dan Lembaga Pembiayaan,877.608.629.595,99.98999786 %,35
215709,32,PT Pacific Sekuritas Indonesia,Perusahaan Efek,1.108.359.890.674,94.45999908 %,35
215713,33,PT Bont Technologies Nusantara,"Perdagangan														
valve, fitting dan																		
produk terkait",10.893.000.000,65.0 %,36
215714,33,PT EPC Technology System,Pelaksana Konstruksi,0,0.0 %,36
215716,33,PT Makmur Abadi Valve,"Manufaktur valve, fitting, dan														
produk terkait lainnya",29.436.000.000,96.0 %,36
215715,33,PT Internasional Asia Pasifik Sinergi,"Manufaktur valve, fitting, dan														
produk terkait lainnya",6.090.000.000,75.0 %,36
215711,33,PT Amanah Nusantara Sejahtera,"Perdagangan														
valve, fitting dan																		
produk terkait",11.346.000.000,99.0 %,36
215712,33,PT Arita Prima Sukses,"Perdagangan														
valve, fitting dan																		
produk terkait",20.505.000.000,99.0 %,36
215717,34,PT Tiga Berlian Electric,"memproduksi dan menjual produk showcase, chest freezer dan refrigerator",44.304.559.378,99.80000305 %,37
215718,35,APL Realty Holdings Pte Ltd,Konsultasi Manajemen dan Bisnis,4.212.246.416,100.0 %,38
215719,35,PT Agung Kencana Sukses,Properti,40.337.562,100.0 %,38
215720,35,PT Agung Pesona Unggul,Properti,528.228,100.0 %,38
215722,35,PT Alam Makmur Indah,Properti,6.695.073,70.0 %,38
215723,35,PT Arah Sejahtera Abadi,"Pusat Perbelanjaan, Apartemen, dan Perkantoran",793.227.103,60.0 %,38
215724,35,PT Bali Perkasasukses,Pemilik dan Pengelola Hotel,1.209.938.756,63.0 %,38
215725,35,PT Brilliant Sakti Persada,Pusat Perbelanjaan dan Hotel,493.571.423,58.84000015 %,38
215726,35,PT Buana Makmur Indah,Properti,684.343.086,55.0 %,38
215727,35,PT Buana Surya Makmur,"Apartemen, Perumahan dan Rumah Toko",754.629.557,99.94000244 %,38
215728,35,PT Caturmas Karsaudara,Pusat Perdagangan,214.661.428,50.00999832 %,38
