Id,FkProfileId,Name,HoldingType,Amount,Percentage,IdField 
453079,70,Saham Treasury,Saham Treasury,0,0,76
453080,70,LATIP,Komisaris,21.496.098,0.253,76
453087,1589,Saham Treasury,Saham Treasury,0,0,1158
453082,1589,PT Finaccel Teknologi Indonesia,Lebih dari 5%,2.756.042.477,75,1158
453083,1589,PT Sun Antarnusa Investment,Kurang dari 5%,163.632.352,4.45,1158
453084,1589,Masyarakat,Kurang dari 5%,407.573.428,11.09,1158
453085,1589,Sundjono Suriadi,Kurang dari 5%,180.471.077,4.91,1158
453086,1589,PT Sun Land Investama,Kurang dari 5%,167.003.967,4.55,1158
453092,1590,Tidak ada,Direksi,0,0,1145
453088,1590,PT Agung Alam Anugrah,Lebih dari 5%,3.499.950.000,72.9156,1145
453089,1590,PT Alam Anugrah Abadi,Kurang dari 5%,50.000,0.001,1145
453090,1590,Masyarakat,Kurang dari 5%,1.300.016.020,27.08,1145
453091,1590,Saham Treasury,Saham Treasury,0,0,1145
453093,71,Negara Republik Indonesia,Lebih dari 5%,8.420.666.648,60,77
453094,71,Masyarakat,Kurang dari 5%,5.613.777.765,40,77
453095,71,Saham Treasury,Saham Treasury,0,0,77
453096,71,Andin Hadiyanto,Komisaris,0,0,77
453097,71,Armand B. Arief,Komisaris,0,0,77
453098,71,Ahdi Jumhari Luddin,Komisaris,0,0,77
453099,71,Iqbal Latanro,Komisaris,0,0,77
453100,71,Nofry Rony Poetra,Direksi,1.568.022,0,77
453101,71,Herry Trisaputra Zuna,Komisaris,0,0,77
453102,71,Himawan Arief Sugoto,Komisaris,0,0,77
453103,71,Sentot A. Sentausa,Komisaris,0,0,77
453104,71,Eko Waluyo,Direksi,908.964,0,77
453105,71,Hirwandi Gafar,Direksi,800.314,0,77
453106,71,Elisabeth Novie Riswanti,Direksi,770.200,0,77
453107,71,Nixon L.P Napitupulu,Direksi,3.236.500,0,77
453113,71,Oni Febriarto Rahardjo,Direksi,308.000,0,77
453114,71,Hakim Putratama,Direksi,0,0,77
453108,71,Andi Nirwoto,Direksi,859.161,0,77
453109,71,Jasmin,Direksi,1.885.030,0,77
453110,71,Setiyo Wibowo,Direksi,929.700,0,77
453111,71,Chandra Hamzah,Komisaris,0,0,77
453112,71,Mohamad Yusuf Permana,Komisaris,0,0,77
453121,72,Direksi,Direksi,0,0,78
453115,72,PT Akulaku Silvrr Indonesia ,Lebih dari 5%,3.289.097.507,27.32,78
453116,72,PT Gozco Capital ,Lebih dari 5%,1.167.975.705,9.7,78
453117,72,Rockcore Financial Technology Co. Ltd,Lebih dari 5%,736.968.376,6.12,78
453118,72,Masyarakat,Kurang dari 5%,6.844.774.091,56.86,78
453119,72,Saham Treasury,Saham Treasury,0,0,78
453120,72,Komisaris,Komisaris,0,0,78
453132,73,Ageng Purwanto,Direksi,4.922.800,0.01,79
453133,73,Peter Fajar,Direksi,3.936.100,0.01,79
453134,73,Muhammad Suhada,Direksi,552.500,0,79
453125,73,UOB Kay Hian (Hong Kong) Ltd,Lebih dari 5%,2.784.101.300,6.53,79
453122,73,PT MNC Asia Holding Tbk (d/h. PT MNC Investama Tbk),Lebih dari 5%,21.228.044.760,49.81,79
453123,73,Jalan Pantai Limited,Lebih dari 5%,3.900.000.000,9.15,79
453124,73,HT Investment Development Ltd 2,Lebih dari 5%,3.708.705.000,8.7,79
453126,73,Masyarakat,Kurang dari 5%,10.997.999.867,25.81,79
453127,73,Saham Treasury,Saham Treasury,0,0,79
453128,73,Tien,Komisaris,24.309.100,0.06,79
453129,73,Mashudi Hamka,Direksi,3.979.200,0.01,79
453130,73,Jessica Herliani Tanoesoedibjo,Direksi,50.727.500,0.12,79
453131,73,Oerianto Guyandi,Direksi,5.050.000,0.01,79
453143,74,Felix I. Hartadi,Direksi,373.900,0.0021,80
453135,74,"J Trust Co., Ltd.",Lebih dari 5%,13.430.561.631,74.16,80
453136,74,J Trust Asia Pte. Ltd.,Lebih dari 5%,3.498.381.989,19.32,80
453137,74,Masyarakat,Kurang dari 5%,768.735.931,4.24,80
453138,74,JTrust Investments Indonesia,Kurang dari 5%,412.242.458,2.28,80
453139,74,Saham Treasury,Saham Treasury,0,0,80
453140,74,Helmi A. Hidayat,Direksi,810.600,0.0045,80
453141,74,R. Djoko Prayitno,Direksi,810.200,0.0045,80
453142,74,Ritsuo Fukadai,Direksi,36.500,0.0002,80
453152,75,Tahir Ferdian,Komisaris,0,0,81
453144,75,PT. Lodi Mitra Perkasa,Lebih dari 5%,82.827.300,5.792,81
453145,75,PT. Bumi Citra Investindo,Lebih dari 5%,557.147.100,38.964,81
453146,75,Masyarakat,Kurang dari 5%,789.941.125,55.244,81
453147,75,Saham Treasury,Saham Treasury,0,0,81
453148,75,Albertus Banunaek,Komisaris,0,0,81
453149,75,Wagiman Tanto,Direksi,0,0,81
453150,75,Edward Halim,Direksi,10.000,0,81
453151,75,Handry Soesanto,Direksi,0,0,81
453160,728,Tan Franciscus,Direksi,8.000.000,0.17,1308
453153,728,TAN JOHN TANUWIJAYA,Lebih dari 5%,3.532.000.000,75.04,1308
453154,728,JAUW LIE MING,Lebih dari 5%,461.000.000,9.79,1308
453155,728,TAN FRANCISCUS,Kurang dari 5%,8.000.000,0.17,1308
453156,728,MASYARAKAT,Kurang dari 5%,706.100.000,15,1308
453157,728,Saham Treasury,Saham Treasury,0,0,1308
453158,728,Tan John Tanuwijaya,Direksi,3.532.000.000,75.04,1308
453159,728,Jauw Lie Ming,Komisaris,461.000.000,9.79,1308
453170,76,Hafid Hadeli,Direksi,278.500,0,82
453161,76,"MUFG Bank, Ltd (secara langsung dan tidak langsung)",Lebih dari 5%,9.038.053.192,92.47,82
453162,76,Masyarakat,Kurang dari 5%,735.499.678,7.53,82
453163,76,Saham Treasury,Saham Treasury,0,0,82
453164,76,Rita Mirasari,Direksi,273.500,0,82
453165,76,Dadi Budiana,Direksi,571.500,0.01,82
453166,76,Muljono Tjandra,Direksi,407.700,0,82
453167,76,Thomas Sudarma,Direksi,343.500,0,82
453168,76,Honggo Widjojo Kangmasto,Direksi,854.500,0.01,82
453169,76,Herry Hykmanto,Direksi,562.956,0.01,82
453183,643,Syed Zaid bin Ali Al Hadad,Direksi,785.000,0,1180
453171,643,PT Berkah Global Investama,Lebih dari 5%,14.923.500.000,33.16,1180
453172,643,PT Berkah Multi Beton,Kurang dari 5%,601.956.170,1.34,1180
453173,643,Sugiarwati Lucky,Kurang dari 5%,2.239.200.000,4.98,1180
453174,643,Haji Herdis Sudana,Kurang dari 5%,200.000.000,0.44,1180
453175,643,PT Cipta Ihya Nusantara,Kurang dari 5%,1.000.000.000,2.22,1180
453176,643,Dr. Ir. H. Soewarso,Kurang dari 5%,610.800.000,1.36,1180
453177,643,"Shierly Dyanne Wijaya, Oei",Kurang dari 5%,200.000.000,0.44,1180
453178,643,"Heri Santoso, Liem",Kurang dari 5%,70.000.000,0.16,1180
453179,643,Masyarakat,Kurang dari 5%,25.154.543.830,55.9,1180
453180,643,Saham Treasury,Saham Treasury,0,0,1180
453181,643,Asep Suleman Sabanda,Komisaris,2.028.217.995,4.51,1180
453182,643,Dr. Ir. H. Soewarso,Komisaris,610.800.000,1.36,1180
453194,629,IR IMAM SUBOWO,Direksi,0,0,1067
453195,629,Edhy Rizwan,Direksi,0,0,1067
453184,629,Masyarakat,Lebih dari 5%,1.015.217.143,53.88,1067
453185,629,Asia Agri International PTE.LTD,Lebih dari 5%,590.000.000,31.31,1067
453186,629,PT Delta Investama Indonesia,Lebih dari 5%,279.095.451,14.81,1067
453187,629,,Kurang dari 5%,0,0,1067
453188,629,Saham Treasury,Saham Treasury,0,0,1067
453189,629,IRDAM RAMLI,Komisaris,0,0,1067
453190,629,Benedictus Setio Pramono,Komisaris,0,0,1067
453191,629,Juan Permata Adoe,Komisaris,0,0,1067
453192,629,Juanita Gracianti Adoe,Komisaris,0,0,1067
453193,629,"H Janmat Sembiring, SE",Komisaris,0,0,1067
453206,706,Audy Charles Lieke,Direksi,0,0,1286
453196,706,PT Maju Minuman Minahasa,Lebih dari 5%,3.199.844.325,79.996,1286
453197,706,Magdalena Warouw,Kurang dari 5%,155.675,0.04,1286
453198,706,Saham Treasury,Saham Treasury,0,0,1286
453199,706,Aditya Maulana Raja Badai Maas,Direksi,0,0,1286
453200,706,Fajar Taufik Hidayatullah,Direksi,0,0,1286
453201,706,F. X. Teguh Hendarto,Direksi,0,0,1286
453202,706,Nico Lieke,Komisaris,0,0,1286
453203,706,Arnold Jaguar Limasnax,Komisaris,0,0,1286
453204,706,Rudy Hidayat,Komisaris,0,0,1286
453205,706,Irjen Pol. (Purn.) Bekto Suprapto,Komisaris,0,0,1286
453216,77,Rodi Judo Dahono ,Direksi,0,0,83
453207,77,PT. Banten Global Development,Lebih dari 5%,34.289.755.661,66.11,83
453208,77,Masyarakat,Kurang dari 5%,17.580.682.605,33.89,83
453209,77,Saham Treasury,Saham Treasury,0,0,83
453210,77,Dr. Hoiruddin Hasibuan *),Komisaris,0,0,83
453211,77,Deden Riki Hayatul Firman *),Komisaris,0,0,83
453212,77,Virgojanti *),Komisaris,0,0,83
453213,77,Muhammad Busthami *),Direksi,0,0,83
453214,77,Bambang Widyatmoko ,Direksi,0,0,83
453215,77,Eko Virgianto ,Direksi,0,0,83
453229,691,Lisa Widodo,Direksi,3.000.000,0.0025,1271
453217,691,PT Global Investama Andalan,Lebih dari 5%,99.155.152.000,83.68,1271
453218,691,Masyarakat,Kurang dari 5%,19.148.365.180,16.16,1271
453219,691,Kusumo Martanto,Kurang dari 5%,42.000.000,0.0354,1271
453220,691,Honky Harjo,Kurang dari 5%,141.174.660,0.1191,1271
453221,691,Lisa Widodo,Kurang dari 5%,3.000.000,0.0025,1271
453222,691,Hendry,Kurang dari 5%,2.200.000,0.0019,1271
453223,691,Andy Untono,Kurang dari 5%,1.400.000,0.001,1271
453224,691,Saham Treasury,Saham Treasury,0,0,1271
453225,691,Hendry,Direksi,2.200.000,0.0019,1271
453226,691,Andy Untono,Direksi,1.400.000,0.001,1271
453227,691,Kusumo Martanto,Direksi,42.000.000,0.0354,1271
453228,691,Honky Harjo,Komisaris,141.174.660,0.1119,1271
453234,537,Saham Treasury,Saham Treasury,5.499.500,0.14,992
453230,537,PT Trisula International Tbk,Lebih dari 5%,5.694.450.000,78.54,992
453231,537,PT HENAN PUTIHRAI ASSET MANAGEMENT,Lebih dari 5%,378.554.000,5.22,992
453232,537,PT Trisula Insan Tiara,Kurang dari 5%,500.000,0.0069,992
453233,537,Masyarakat,Kurang dari 5%,1.170.996.500,16.0931,992
453240,1595,-,Direksi,0,0,1135
453235,1595,PT Batulicin Enam Sembilan Transportasi,Lebih dari 5%,2.695.947.180,78.36,1135
453236,1595,PT Mega Asta Raya,Lebih dari 5%,377.335.400,10.97,1135
453237,1595,Rois Sunandar,Kurang dari 5%,4.052.820,0.12,1135
453238,1595,Masyarakat,Kurang dari 5%,363.120.128,10.55,1135
453239,1595,Saham Treasury,Saham Treasury,0,0,1135
453251,78,Leo Yulianto Sutedja ,Direksi,0,0,84
453241,78,PT Argo Manunggal Land Development,Lebih dari 5%,4.643.604.400,48.13,84
453242,78,Daiwa House Industry Co. Ltd.,Lebih dari 5%,964.750.000,10,84
453243,78,Masyarakat,Kurang dari 5%,4.038.956.750,41.87,84
453244,78,Saham Treasury,Saham Treasury,0,0,84
453245,78,Swan Mie Rudy Tanardi,Direksi,0,0,84
453246,78,I Gusti Putu Suryawirawan ,Komisaris,0,0,84
453247,78,Herbudianto,Komisaris,0,0,84
453248,78,Wahyu Hidayat,Komisaris,0,0,84
453249,78,Hartono,Komisaris,0,0,84
453250,78,Yoshihiro Kobi,Direksi,0,0,84
453258,79,Andrew Adiwijanto,Direksi,10.240.000,0.06,85
453252,79,TRINUGRAHA CAPITAL & CO SCA,Lebih dari 5%,7.688.125.938,48.15,85
453253,79,Masyarakat,Kurang dari 5%,7.351.257.682,46.04,85
453254,79,Saham Treasury,Saham Treasury,927.732.000,5.81,85
453255,79,Lay Sioe Ho,Direksi,344.108.180,2.16,85
453256,79,Sudjono,Direksi,26.310.800,0.16,85
453257,79,Sutadi,Direksi,17.517.000,0.11,85
453272,528,Sudarto,Komisaris,0,0,930
453273,528,Trisna Chandra,Komisaris,0,0,930
453259,528,PT Equity Development Investment Tbk,Lebih dari 5%,8.336.410.000,34.78,930
453260,528,UOB Kay Hian Pte Ltd,Lebih dari 5%,1.388.305.300,5.79,930
453261,528,Equity Global International Limited,Lebih dari 5%,2.400.000.000,10.01,930
453262,528,Masyarakat,Kurang dari 5%,11.846.281.803,49.42,930
453263,528,Saham Treasury,Saham Treasury,0,0,930
453264,528,Lenny Sugihat,Direksi,0,0,930
453265,528,Mahesh Ajit Ranade,Direksi,1.100.000,0.0046,930
453266,528,Setiawan Kumala,Direksi,0,0,930
453267,528,Agoes Roediyanto,Direksi,0,0,930
453268,528,Suroso,Direksi,0,0,930
453269,528,Arif Wicaksono,Direksi,0,0,930
453270,528,Marcello Theodore Taufik,Komisaris,0,0,930
453271,528,Lisawati,Komisaris,0,0,930
453278,1596,-,Direksi,0,0,1146
453274,1596,PT Bhakti Artha Global (d/h PT Nasional Niaga Abadi),Lebih dari 5%,2.700.000.000,54,1146
453275,1596,PT Surya Duta Mas,Lebih dari 5%,300.000.000,6,1146
453276,1596,Masyarakat,Kurang dari 5%,2.000.000.000,40,1146
453277,1596,Saham Treasury,Saham Treasury,0,0,1146
453294,80,Santi Paramita,Direksi,2.700,0,86
453279,80,HT Investment Development Ltd,Lebih dari 5%,13.238.835.716,15.85,86
453280,80,DBS Bank Ltd S/A Caravaggio Holdings Limited,Lebih dari 5%,8.321.109.800,9.96,86
453281,80,PT Bhakti Panjiwira,Lebih dari 5%,5.262.220.112,6.3,86
453282,80,Masyarakat,Kurang dari 5%,54.554.007.831,65.3,86
453283,80,Hary Tanoesoedibjo,Kurang dari 5%,2.166.568.300,2.59,86
453284,80,Saham Treasury,Saham Treasury,2.525.414.946,0,86
453285,80,Darma Putra,Komisaris,44.477.200,0.05,86
453286,80,Liliana Tanoesoedibjo,Komisaris,89.662.000,0.11,86
453287,80,Valencia Herliani Tanoesoedibjo,Komisaris,1.860.000,0,86
453288,80,Hary Tanoesoedibjo,Direksi,2.166.568.300,2.59,86
453289,80,Susanty Tjandra Sanusi,Direksi,50.000,0,86
453290,80,Tien,Direksi,44.377.100,0.05,86
453291,80,Henry Suparman,Direksi,16.180.500,0.02,86
453292,80,Natalia Purnama,Direksi,16.152.500,0.02,86
453293,80,Mashudi Hamka,Direksi,2.440.400,0,86
453303,81,Leonardo Hans Halim,Direksi,6.880.000,1.16,87
453295,81,Liliana Setiawan,Lebih dari 5%,200.912.700,33.92,87
453296,81,Budianto Halim,Lebih dari 5%,189.662.100,32.02,87
453297,81,Ali Umar,Lebih dari 5%,30.093.100,5.08,87
453298,81,Di bawah 5 %,Kurang dari 5%,171.612.100,28.98,87
453299,81,Saham Treasury,Saham Treasury,0,0,87
453300,81,Ali Umar,Direksi,30.093.100,5.08,87
453301,81,Rudy Susanto,Komisaris,28.133.300,4.75,87
453302,81,Budianto Halim,Direksi,189.662.100,32.02,87
453311,2742,Winston Mulyadi,Direksi,0,0,1237
453304,2742,Andrew Mulyadi,Lebih dari 5%,485.000.000,37.5,1237
453305,2742,Henry Mulyadi,Lebih dari 5%,485.000.000,37.5,1237
453306,2742,Masyarakat,Kurang dari 5%,323.359.945,25,1237
453307,2742,Saham Treasury,Saham Treasury,0,0,1237
453308,2742,Henry Mulyadi,Komisaris,485.000.000,37.5,1237
453309,2742,Tito Loho,Komisaris,0,0,1237
453310,2742,Andrew Mulyadi,Direksi,485.000.000,37.5,1237
453320,82,ENDANG KOSASIH,Komisaris,0,0,88
453312,82,PT. GOLDEN LESTARI,Lebih dari 5%,526.475.716,86.56,88
453313,82,MASYARAKAT LAINNYA,Kurang dari 5%,81.700.000,13.44,88
453314,82,Saham Treasury,Saham Treasury,0,0,88
453315,82,BAMBANG SETIYONO,Direksi,0,0,88
453316,82,DAVID JAHYA,Direksi,0,0,88
453317,82,YATI NURHAYATI,Direksi,0,0,88
453318,82,JUDIONO TOSIN,Komisaris,0,0,88
453319,82,AGUS SUTOPO,Komisaris,0,0,88
453333,83,Adhiputra Tanoyo,Direksi,0,0,89
453334,83,Kiung Hui Ngo,Direksi,0,0,89
453335,83,Henry Koenaifi,Direksi,0,0,89
453321,83,PT Indolife Pensiontama,Lebih dari 5%,1.400.830.852,22.83,89
453322,83,PT. Gaya Hidup Masa Kini,Lebih dari 5%,726.190.057,11.84,89
453323,83,PT. Samudra Biru,Lebih dari 5%,1.114.213.066,18.16,89
453324,83,UOB Kay Hian Pte Ltd,Lebih dari 5%,1.034.416.550,16.86,89
453325,83,DBS BANK LTD S/A LTSL AS TRUSTEE OF NS FINANCIAL FUND,Lebih dari 5%,593.387.750,9.67,89
453326,83,Masyarakat,Kurang dari 5%,1.265.678.390,20.63,89
453327,83,Saham Treasury,Saham Treasury,0,0,89
453328,83,Inawaty Handojo,Komisaris,0,0,89
453329,83,Yohanes Santoso Wibowo,Komisaris,0,0,89
453330,83,Josavia Rachman Ichwan,Komisaris,0,0,89
453331,83,Daniel Budirahayu,Direksi,0,0,89
453332,83,Yulius Purnama Junaedi,Direksi,0,0,89
453350,1797,Aruwan Soenardi,Komisaris,261.000.000,12,1213
453336,1797,Aruwan Soenardi,Lebih dari 5%,261.000.000,12,1213
453337,1797,Kristanto Widjaja,Lebih dari 5%,174.000.000,8,1213
453338,1797,Willianto Ismadi,Lebih dari 5%,783.000.000,36,1213
453339,1797,PT Intan Pariwara,Lebih dari 5%,504.600.000,23.2,1213
453340,1797,Tang Widiastuty,Kurang dari 5%,17.400.000,0.8,1213
453341,1797,MASYARAKAT,Kurang dari 5%,303.896.809,13.98,1213
453342,1797, HANDY PURNOMO SOETEDJO,Kurang dari 5%,131.119.300,6.02,1213
453343,1797,Saham Treasury,Saham Treasury,0,0,1213
453344,1797,HENGKY TANER,Komisaris,0,0,1213
453345,1797,Kristanto Widjaja,Direksi,174.000.000,8,1213
453346,1797,LINDA HAMIDA ISMADI,Direksi,0,0,1213
453347,1797,ARMAN DHARMA LAKSANA,Direksi,0,0,1213
453348,1797,LIE FONDA,Direksi,0,0,1213
453349,1797,Willianto Ismadi,Komisaris,783.000.000,36,1213
453355,84,Michael Wong,Direksi,34.039.700,0.06,90
453351,84,PT INDOTAMBANG PERKASA,Lebih dari 5%,14.622.680.813,25.25,90
453352,84,PT SOLUSI KARYA SUKSES,Lebih dari 5%,2.939.710.400,5.07,90
453353,84,PUBLIK,Kurang dari 5%,40.355.969.704,69.68,90
453354,84,Saham Treasury,Saham Treasury,0,0,90
453359,85,Louise Li,Komisaris,112.042.000,2.23,91
453356,85,Safire Capital PTE Ltd,Lebih dari 5%,3.345.072.195,66.52,91
453357,85,masyarakat,Kurang dari 5%,1.683.597.181,33.48,91
453358,85,Saham Treasury,Saham Treasury,0,0,91
453365,86,"Ir. Kresna Priawan Djokosoetono, MBM",Lebih dari 5%,154.450.000,6.2,92
453366,86,Masyarakat,Kurang dari 5%,657.096.039,26.3,92
453367,86,"DR (HC) Noni Sri Ayati Purnomo, B. Eng., MBA",Kurang dari 5%,120.810.000,4.8,92
453368,86,dr. Sri Adriyani Lestari ,Kurang dari 5%,62.560.000,2.5,92
453369,86,"Bayu Priawan Djokosoetono, SE, MBM",Kurang dari 5%,9.880.182,0.4,92
453370,86,PT Chandra Investama,Kurang dari 5%,39.450.000,1.6,92
453371,86,PT Purnomo Investama,Kurang dari 5%,39.450.000,1.6,92
453372,86,Saham Treasury,Saham Treasury,0,0,92
453373,86,"DR (HC) Noni Sri Ayati Purnomo, B. Eng., MBA",Komisaris,120.810.000,4.8,92
453374,86,"Ir. Kresna Priawan Djokosoetono, MBM",Komisaris,154.450.000,6.2,92
453375,86,dr. Sri Adriyani Lestari ,Komisaris,62.560.000,2.5,92
453376,86,"Bayu Priawan Djokosoetono, SE, MBM",Komisaris,9.880.182,0.4,92
453377,86,Drs. Gunawan  Surjo Wibowo,Komisaris,0,0,92
453378,86,"Rinaldi Firmansyah, MBA",Komisaris,0,0,92
453379,86,"Irjen Pol. (Purn.) Drs. Budi Setiyadi, SH, M.Si",Komisaris,0,0,92
453380,86,"Komjen Pol. (Purn.) Drs. Setyo Wasisto, SH",Komisaris,0,0,92
453381,86,"Alamanda Shantika, S.Kom, S.Si",Komisaris,0,0,92
453382,86,"Ir. Sigit Priawan Djokosoetono, MBA",Direksi,149.951.300,6,92
453383,86,"Adrianto Djokosoetono, ST, MBA",Direksi,128.195.500,5.1,92
453384,86,Irawaty Salim,Direksi,0,0,92
453360,86,Dr. Purnomo Prawiro,Lebih dari 5%,284.654.300,11.4,92
453361,86,PT Pusaka Citra Djokosoetono,Lebih dari 5%,709.857.979,28.3,92
453362,86,"Ir. Sigit Priawan Djokosoetono, MBA",Lebih dari 5%,149.951.300,6,92
453363,86,"Adrianto Djokosoetono, ST, MBA",Lebih dari 5%,128.195.500,5.1,92
453364,86,Indra Priawan Djokosoetono ,Lebih dari 5%,145.744.700,5.8,92
453393,87,Andy Gumala,Direksi,174.000,0.01,93
453385,87,PT Agrindo Pratama,Lebih dari 5%,930.000.000,31,93
453386,87,Field Investment Holdings Pte. Ltd.,Lebih dari 5%,190.687.500,6.36,93
453387,87,Valley Investment Holdings Pte. Ltd.,Lebih dari 5%,190.687.500,6.36,93
453388,87,Vista Investment Holdings Pte. Ltd.,Lebih dari 5%,190.687.500,6.36,93
453389,87,Masyarakat,Kurang dari 5%,1.497.937.500,49.92,93
453390,87,Saham Treasury,Saham Treasury,0,0,93
453391,87,Tjiu Thomas Effendy,Komisaris,2.748.900,0.09,93
453392,87,Lie Suhanto,Komisaris,310.000,0.01,93
453401,88,SUARTINI,Direksi,1.754.691,0.0167,94
453402,88,YUDDY RENALDI,Direksi,1.864.137,0.0177,94
453403,88,RIO LANASIER,Direksi,1.228.202,0.0117,94
453404,88,NANCY ADISTYASARI,Direksi,715.643,0.0068,94
453405,88,CECEP TRISNA,Direksi,456.911,0.0043,94
453394,88,PEMDA PROVINSI JAWA BARAT,Lebih dari 5%,4.053.172.595,38.52,94
453395,88,PEMDA KABUPATEN BANDUNG,Lebih dari 5%,761.921.189,7.24,94
453396,88,Masyarakat dan Pemda,Kurang dari 5%,5.706.349.902,54.24,94
453397,88,Saham Treasury,Saham Treasury,0,0,94
453398,88,TEDI SETIAWAN,Direksi,1.228.192,0.0117,94
453399,88,SETIAWAN WANGSAATMAJA,Komisaris,54.420,0.0005,94
453400,88,NIA KANIA,Direksi,1.968.491,0.0187,94
453421,89,Arif Suhirman,Direksi,0,0,95
453406,89,Pemda Tingkat I Provinsi Jawa Timur,Lebih dari 5%,7.676.913.648,51.127,95
453407,89,Masyarakat,Kurang dari 5%,3.081.350.100,20.521,95
453408,89,38 Pemda Kabupaten/Kota,Kurang dari 5%,4.257.234.334,28.352,95
453409,89,Saham Treasury,Saham Treasury,0,0,95
453410,89,Suprajarto,Komisaris,191.000,0.0013,95
453411,89,Mas'ud Said,Komisaris,0,0,95
453412,89,Candra Fajri Ananda,Komisaris,0,0,95
453413,89,Sumaryono,Komisaris,0,0,95
453414,89,Adhy Karyono,Komisaris,0,0,95
453415,89,Busrul Iman,Direksi,2.958.900,0.0197,95
453416,89,Tonny Prasetyo,Direksi,1.067.400,0.0071,95
453417,89,Edi Masrianto,Direksi,227.600,0.0015,95
453418,89,R. Arief Wicaksono,Direksi,728.200,0.0048,95
453419,89,Zulhelfi Abidin,Direksi,24.200,0.0002,95
453420,89,Eko Susetyono,Direksi,24.100,0.0002,95
453430,90,Endang Lestari Pujiastuti,Komisaris,353.449.332,5,96
453422,90,PT. ADHIBALARAJA ,Lebih dari 5%,2.600.000.000,35,96
453423,90,HENDRO SUMAMPOW,Lebih dari 5%,623.500.000,8,96
453424,90,PT. PRIMANTARA WISESA SEJAHTERA ,Lebih dari 5%,2.461.554.500,33,96
453425,90,Masyarakat,Kurang dari 5%,1.828.937.752,24,96
453426,90,Saham Treasury,Saham Treasury,0,0,96
453427,90,Iefenn Adrianne Sumampow,Direksi,294.181.167,4,96
453428,90,Hendro Sumampow,Direksi,623.500.000,8,96
453429,90,Leotine Ierma Agustina ,Komisaris,294.181.167,4,96
453434,91,Saham Treasury,Saham Treasury,0,0,97
453435,91,.,Direksi,0,0,97
453431,91,PT. SAKTI GENERASI PERDANA,Lebih dari 5%,134.835.213.825,80.4,97
453432,91,STELLA ISABELLA DJOHAN,Lebih dari 5%,11.235.277.812,6.7,97
453433,91,Masyarakat,Kurang dari 5%,21.638.411.068,12.9,97
453447,92,Haryanto Suganda ,Direksi,0,0,98
453436,92,Masyarakat ,Lebih dari 5%,1.536.163.426,4.37,98
453437,92,Qatar National Bank (Q.P.S.C.),Lebih dari 5%,33.621.884.939,95.63,98
453438,92,0,Kurang dari 5%,0,0,98
453439,92,Saham Treasury,Saham Treasury,0,0,98
453440,92,Fatma Abdulla Al-Suwaidi,Komisaris,0,0,98
453441,92,Nicolas Alix Groene (Nick Groene),Direksi,0,0,98
453442,92,Khalid Ahmed Al-Sada,Komisaris,0,0,98
453443,92,Muhammad Anas Malla,Komisaris,0,0,98
453444,92,Djoko Sarwono,Komisaris,0,0,98
453445,92,Windiartono Tabingin,Direksi,0,0,98
453446,92,Soemenggrie Jongkamto ,Direksi,0,0,98
453451,93,Masyarakat ,Kurang dari 5%,16.961.398.056,67.37,99
453452,93,Saham Treasury,Saham Treasury,31.027.111,0.12,99
453453,93,Siana Anggraeni Surya,Direksi,62.400,0.0002,99
453454,93,Drs Benny Rachmat,Direksi,17.500,0,99
453448,93,PT Tunggaladhi Baskara ,Lebih dari 5%,4.383.489.018,17.41,99
453449,93,"Elang Megah Inti, PT",Lebih dari 5%,2.366.547.505,9.39,99
453450,93,Pershing LLC Main Custody Account,Lebih dari 5%,1.438.681.327,5.71,99
453465,94,Tan Boon Shing,Direksi,0,0,100
453455,94,Coree Capital Limited,Lebih dari 5%,349.574.856,40,100
453456,94,CGI Holdings Limited,Lebih dari 5%,445.708.436,51,100
453457,94,Masyarakat,Kurang dari 5%,78.653.850,9,100
453458,94,Saham Treasury,Saham Treasury,0,0,100
453459,94,Haryani Suwirman,Direksi,200,0.0029,100
453460,94,Bratanata Perdana,Komisaris,0,0,100
453461,94,Yoyok Sri Nurcahyo,Komisaris,0,0,100
453462,94,Park Jungsin,Direksi,0,0,100
453463,94,Park Seong Ho,Direksi,0,0,100
453464,94,Tobias Ernst Chun Damek,Direksi,0,0,100
453474,1602,Siek Agung Guntoro,Komisaris,75.000.000,17.94,1087
453475,1602,Fajar Tasrif,Direksi,42.500.000,10.17,1087
453476,1602,Rudy Tasrif,Komisaris,30.000.000,7.18,1087
453466,1602,Herman Tansri,Lebih dari 5%,102.500.000,24.52,1087
453467,1602,Siek Agung Guntoro,Lebih dari 5%,75.000.000,17.94,1087
453468,1602,Fajar Tasrif,Lebih dari 5%,42.500.000,10.17,1087
453469,1602,Rudy Tasrif,Lebih dari 5%,30.000.000,7.18,1087
453470,1602,Cetak Biru Kapital,Lebih dari 5%,129.043.900,30.87,1087
453471,1602,Masyarakat,Kurang dari 5%,38.956.100,9.32,1087
453472,1602,Saham Treasury,Saham Treasury,0,0,1087
453473,1602,Herman Tansri,Direksi,102.500.000,24.52,1087
453485,95,Endah Winarni,Direksi,43.600,0,101
453477,95,PT Alim Investindo,Lebih dari 5%,2.515.221.271,29.18,101
453478,95,KASIKORN VISION FINANCIAL COMPANY PTE. LTD.,Lebih dari 5%,5.389.963.540,62.53,101
