Id,FkProfileId,Name,Role,Independent,IdField
108662,548,YAYAT SUPRIYATNA,KOMISARIS,Ya,975
108661,548,SANTO FRANSISCUS,KOMISARIS UTAMA,Tidak,975
108663,1621,Johannes Dermawan ,KOMISARIS UTAMA,Tidak,1143
108664,1621,Joned Trimurhari ,KOMISARIS,Ya,1143
108667,1622,Koh Bing Hock ,KOMISARIS,Ya,1122
108665,1622,Edityawarman,KOMISARIS,Tidak,1122
108666,1622,Cokro Cienturi Suhendra ,KOMISARIS UTAMA,Tidak,1122
108670,148,Sudjono Suhardjo,KOMISARIS,Ya,155
108668,148,Laurent Didier Dubedout,KOMISARIS UTAMA,Tidak,155
108669,148,Mathieu Barreau,KOMISARIS,Tidak,155
108676,149,Thomas Bambang,KOMISARIS,Ya,156
108671,149,Rina Ciputra Sastrawinata,KOMISARIS UTAMA,Tidak,156
108672,149,Junita Ciputra,KOMISARIS,Tidak,156
108673,149,Sandra Hendharto,KOMISARIS,Tidak,156
108674,149,Kodradi,KOMISARIS,Ya,156
108675,149,Tanan Herwandi Antonius,KOMISARIS,Ya,156
108687,152,Eugene Cho Park ,KOMISARIS,Tidak,159
108688,152,Gregory Nanan Aswin,KOMISARIS UTAMA,Ya,159
108689,730,Erwin Ciputra,KOMISARIS UTAMA,Tidak,1310
108690,730,Henky Susanto,KOMISARIS,Ya,1310
108693,1623,Iwan Gunarwan Baroto,KOMISARIS,Ya,1133
108691,1623,Anisah,KOMISARIS UTAMA,Tidak,1133
108692,1623,Tjandra Tjokrodiponto,KOMISARIS,Tidak,1133
108696,154,HARTADI ANGKOSUBROTO,KOMISARIS UTAMA,Tidak,161
108697,154,JOHANNA ZAKARIA,KOMISARIS,Tidak,161
108698,154,HADI SISWANTO,KOMISARIS,Ya,161
108704,529,Dominic Kai Ming Lai,KOMISARIS,Tidak,943
108702,529,Alissa Qotrunnada Munawaroh Wahid,PRESIDEN KOMISARIS,Ya,943
108703,529,Sugito Walujo,KOMISARIS,Tidak,943
108707,529,Irwan Bunyamin Afiff,KOMISARIS,Ya,943
108705,529,Edith Shih,KOMISARIS,Tidak,943
108706,529,Scott John Blakemore,KOMISARIS,Tidak,943
108710,1625,Indri Koesindrijastoeti H,KOMISARIS,Ya,1173
108708,1625,Marina Budiman,PRESIDEN KOMISARIS,Tidak,1173
108709,1625,Nancy Herawati,KOMISARIS,Ya,1173
108711,625,Meitra Ninanda Sari,KOMISARIS UTAMA,Ya,1058
108712,625,Bimada,KOMISARIS,Tidak,1058
108713,155,Yugi Prayanto,KOMISARIS,Ya,163
108714,155,Drs Deddy Koesnadi,KOMISARIS UTAMA,Tidak,163
108717,1800,Rita Lijanto,KOMISARIS,Tidak,1214
108715,1800,Hermanto Tanoko,KOMISARIS UTAMA,Tidak,1214
108716,1800,Budyanto Totong,KOMISARIS,Tidak,1214
108720,1800,Piphop Vasanaarchasakul,KOMISARIS,Tidak,1214
108718,1800,Drs. Herbudianto,KOMISARIS,Ya,1214
108719,1800,Henryanto Komala,KOMISARIS,Ya,1214
108723,156,Gories Mere,KOMISARIS,Ya,164
108724,156,Kanaka Puradiredja,KOMISARIS,Ya,164
108725,156,Ashok Mitra,KOMISARIS,Tidak,164
108726,156,Djajeng P. Andalaswanto,KOMISARIS,Tidak,164
108721,156,Nalinkant Amratlal Rathod,PRESIDEN KOMISARIS,Tidak,164
108722,156,Suadi Atma,WAKIL PRESIDEN KOMISARIS,Ya,164
108728,4768,Billy Sarikho,KOMISARIS,Ya,1251
108727,4768,Greta Dewi Halim,KOMISARIS UTAMA,Tidak,1251
108729,549,Ferdinandus Soleh Dahlan,KOMISARIS UTAMA,Tidak,1014
108730,549,Junaidi Dahlan,KOMISARIS,Tidak,1014
108731,549,"Jaeni, SE,Msi,Ak,CA",KOMISARIS,Ya,1014
108732,157,HENDRO MARTOWARDOJO,KOMISARIS UTAMA,Tidak,165
108733,157,ADE RAHARDJA,KOMISARIS,Ya,165
108734,157,GANDA KUSUMA ,KOMISARIS,Tidak,165
108737,1626,Martinus Eliatulo Zega,KOMISARIS,Ya,1174
108735,1626,Ivan Rizal Sini,KOMISARIS UTAMA,Tidak,1174
108736,1626,Nurhadi Yudiyantho,KOMISARIS,Tidak,1174
108738,550,Stephen K. Sulistyo,KOMISARIS UTAMA,Tidak,1043
108739,550,Iwa Sukresno Karunia,KOMISARIS,Tidak,1043
108740,550,Ariyo Ali Suprapto,KOMISARIS,Ya,1043
108750,158,Friso Palilingan,KOMISARIS,Ya,166
108741,158,Sinarto Dharmawan ,KOMISARIS UTAMA,Tidak,166
108742,158,"DR. Sofyan A. Djalil, SH.MA",WAKIL KOMISARIS UTAMA,Ya,166
108743,158,Jahya Asikin,KOMISARIS,Tidak,166
108744,158,Thio Gwan Po Micky,KOMISARIS,Ya,166
108745,158,Friso Palilingan,KOMISARIS,Ya,166
108746,158,Sinarto Dharmawan ,KOMISARIS UTAMA,Tidak,166
108747,158,"DR. Sofyan A. Djalil, SH.MA",WAKIL KOMISARIS UTAMA,Ya,166
108748,158,Jahya Asikin,KOMISARIS,Tidak,166
108749,158,Thio Gwan Po Micky,KOMISARIS,Ya,166
108753,631,Bambang Irawan,KOMISARIS,Ya,1060
108754,631,Sebastian Togelang,KOMISARIS,Tidak,1060
108755,631,Artiko Samudro,KOMISARIS,Ya,1060
108751,631,Martin Suharlie,KOMISARIS UTAMA,Tidak,1060
108752,631,Suryandy Jahja,KOMISARIS,Tidak,1060
108757,159,Kurniadi Atmosasmito,KOMISARIS,Ya,167
108758,159,Muhammad Rusjdi,KOMISARIS,Ya,167
108756,159,Lim Anthony,KOMISARIS UTAMA,Tidak,167
108759,160,Roy Tumpal Pakpahan,KOMISARIS UTAMA,Tidak,168
108760,160,Carlos Antonio Mayo Berba,KOMISARIS,Tidak,168
108761,160,Fumiaki Ozawa,KOMISARIS,Tidak,168
108762,160,Reynato Serrano Puno,KOMISARIS,Ya,168
108763,160,Samuel Nitisaputra,KOMISARIS,Ya,168
108769,161,Susiyati Bambang Hirawan,KOMISARIS,Ya,169
108764,161,Muktar Widjaja,PRESIDEN KOMISARIS,Tidak,169
108765,161,Franky Oesman Widjaja,WAKIL PRESIDEN KOMISARIS,Tidak,169
108766,161,Kazuo Shimura,WAKIL PRESIDEN KOMISARIS,Tidak,169
108767,161,Hironori Tateiri,KOMISARIS,Tidak,169
108768,161,Teddy Pawitra,KOMISARIS,Ya,169
108770,1627,Suryandy Jahja,KOMISARIS UTAMA,Tidak,1107
108771,1627,Hartono Francesco,KOMISARIS,Tidak,1107
108772,1627,Ananda Raja,KOMISARIS,Ya,1107
108777,1628,Nakrin Narula,KOMISARIS,Ya,1127
108773,1628,Dr. Ibrahim Hasan,KOMISARIS UTAMA,Tidak,1127
108774,1628,Lim Beng Lin,KOMISARIS,Ya,1127
108775,1628,C. Tedjo Endriyarto,KOMISARIS,Ya,1127
108776,1628,Wu Qianfei,KOMISARIS,Ya,1127
108778,162,Lim Cheol Jin,KOMISARIS UTAMA,Tidak,170
108779,162,Sondang Martha Samosir,KOMISARIS,Ya,170
108780,162,Chairudin*,KOMISARIS,Ya,170
108786,163,Timotius,KOMISARIS,Ya,171
108781,163,Djisman Simandjuntak,KOMISARIS UTAMA,Tidak,171
108782,163,Soedarsono,KOMISARIS,Tidak,171
108783,163,Ferry Noviar Yosaputra,KOMISARIS,Tidak,171
108784,163,Janimiranti Inggawati,KOMISARIS,Ya,171
108785,163,Adi Pranoto Leman,KOMISARIS,Ya,171
108790,164,Ashish Gupta,KOMISARIS,Tidak,172
108787,164,Hamid Awaludin,KOMISARIS UTAMA,Ya,172
108788,164,Nurdin Zainal,KOMISARIS,Ya,172
108789,164,Peter John Chambers,KOMISARIS,Ya,172
108793,742,Leonardus Chrisbiantoro,KOMISARIS,Ya,1322
108791,742,Drs. Geger Nuryaman M,KOMISARIS UTAMA,Tidak,1322
108792,742,Roma Asianty,KOMISARIS,Tidak,1322
108796,165,Hendrik Loprado,KOMISARIS,Ya,173
108794,165,Ng Tjie Koang,KOMISARIS UTAMA,Tidak,173
108795,165,Corneiles Tedjo Endriyarto,KOMISARIS,Tidak,173
108799,166,Asep Hikmat,KOMISARIS,Ya,821
108797,166,Risma Ardhi Chandra,KOMISARIS UTAMA,Tidak,821
108798,166,Aris Widiarto,KOMISARIS,Tidak,821
108805,1801,Gatot Sudariyono,KOMISARIS,Ya,1225
108800,1801,Hadi Kasim,PRESIDEN KOMISARIS,Tidak,1225
108801,1801,Noel Aelyo Laras Kusuma Negara,KOMISARIS,Tidak,1225
108802,1801,Iwan Dewono Budiyuwono,KOMISARIS,Tidak,1225
108803,1801,Didik Junaedi Rachbini,KOMISARIS,Tidak,1225
108804,1801,Soekamto Tjahjonoadi,KOMISARIS,Ya,1225
108806,167,Stephen Kurniawan Sulistyo,KOMISARIS UTAMA,Tidak,174
108807,167,Johanes Sarsito,KOMISARIS,Tidak,174
108808,167,Tinawaty Wibowo,KOMISARIS,Ya,174
108809,167,Kelik Irwanto,KOMISARIS,Ya,174
108818,168,DANNY WALLA,KOMISARIS,Ya,175
108810,168,ADI RESANATA SOMADI HALIM,KOMISARIS UTAMA,Tidak,175
108811,168,ARON YONGKY,KOMISARIS,Tidak,175
108812,168,DJOJO BOENTORO,KOMISARIS,Tidak,175
108813,168,ARINI SARASWATY SUBIANTO,KOMISARIS,Tidak,175
108814,168,ARIF RACHMAT,KOMISARIS,Tidak,175
108815,168,TODDY MIZAABIANTO SUGOTO,KOMISARIS,Tidak,175
108816,168,STEPHEN ZACHARIA SATYAHADI,KOMISARIS,Ya,175
108817,168,EDY SUGITO,KOMISARIS,Ya,175
108819,169,Franky Oesman Widjaja,PRESIDEN KOMISARIS,Tidak,176
108820,169,Dr.-Ing. Evita Herawati Legowo,KOMISARIS,Ya,176
108821,169,Dr. Robert A. Simanjuntak,KOMISARIS,Ya,176
108822,169,"Ir. F.X. Sutijastoto, M.A.",KOMISARIS,Ya,176
108823,169,"Dr. Hendrikus Passagi, S.Sos, S.H., M.Sc.",KOMISARIS,Ya,176
108829,551,Robinto,KOMISARIS,Tidak,1051
108830,551,Tjiendradjaja Yamin,KOMISARIS,Ya,1051
108828,551,Itek Bachtiar,KOMISARIS UTAMA,Tidak,1051
108831,170,Muktar Widjaja,KOMISARIS UTAMA,Tidak,178
108832,170,Franciscus Xaverius RD,WAKIL KOMISARIS UTAMA,Tidak,178
108833,170,Teddy Pawitra,KOMISARIS,Ya,178
108834,170,Susiyati Bambang Hirawan,KOMISARIS,Ya,178
108840,171,Sancoyo Antarikso,KOMISARIS,Ya,179
108835,171,Sonny Kalona,KOMISARIS,Ya,179
108836,171,Clinton Andrew Campos Hess,PRESIDEN KOMISARIS,Tidak,179
108837,171,Eric Albert Lim Gotuaco,WAKIL PRESIDEN KOMISARIS,Tidak,179
108838,171,"Mariano John Lim Tan, Jr.",KOMISARIS,Tidak,179
108839,171,Marlia Hayati Goestam,KOMISARIS,Ya,179
108841,552,Robin Wahyudi Alim Utomo,KOMISARIS,Tidak,1001
108842,552,Tjipto Rijanto,KOMISARIS,Ya,1001
108845,172,Widi Krastawan,KOMISARIS,Ya,180
108843,172,Lilik Oetomo,KOMISARIS UTAMA,Tidak,180
108844,172,Lo Stefanus,KOMISARIS,Tidak,180
108850,1631,Edwin Jayandaru,KOMISARIS,Ya,1090
108849,1631,Muhammad Anwar Karim,KOMISARIS UTAMA,Tidak,1090
108855,173,Ratu Tisha Destria,KOMISARIS,Ya,182
108851,173,Hartono Tjahjadi Adiwana,KOMISARIS UTAMA,Tidak,182
108852,173,Josephine Sukmadewi Karjadi,KOMISARIS,Tidak,182
108853,173,Ku Siew Kuan,KOMISARIS,Ya,182
108854,173,Vivi Henny,KOMISARIS,Ya,182
108861,642,Bruce Argue,KOMISARIS,Ya,1178
108856,642,Jonathan P. Walbridge,KOMISARIS UTAMA,Tidak,1178
108857,642,Otto Toto Sugiri,WAKIL KOMISARIS UTAMA,Tidak,1178
108858,642,Jonathan Chou,KOMISARIS,Tidak,1178
108859,642,John Freeman,KOMISARIS,Tidak,1178
108860,642,Indri Koesindrijastoeti Hidayat,KOMISARIS,Ya,1178
108863,174,RUDY KURNIAWAN LEONARDI,KOMISARIS,Tidak,183
108862,174,EMIL BACHTIAR,KOMISARIS UTAMA,Ya,183
108866,707,Peter Djatmiko,KOMISARIS,Ya,1287
108864,707,Roestiandi Tsamanov,KOMISARIS UTAMA,Tidak,1287
108865,707,Thomas Irawan Tjahjono,KOMISARIS,Tidak,1287
108868,685,Fida Unidjaja,KOMISARIS,Ya,1265
108867,685,Edwin Surjali,KOMISARIS UTAMA,Tidak,1265
108869,175,Agus Prabowo,KOMISARIS UTAMA,Tidak,184
108870,175,Lusiaga Levi Susila,KOMISARIS,Ya,184
108871,175,Wakhid Hasyim,KOMISARIS,Tidak,184
108872,175,Hernawan Bekti Sasongko,KOMISARIS,Ya,184
108875,176,Kanaka Puradiredja,KOMISARIS,Ya,185
108873,176,Bambang Irawan Hendradi,PRESIDEN KOMISARIS,Tidak,185
108874,176,Armansyah Yamin,KOMISARIS,Tidak,185
108876,177,BARBARA ANGELA BARAK RIMBA,KOMISARIS UTAMA,Tidak,186
108877,177,JENNIFER BARAK RIMBA,KOMISARIS,Tidak,186
108878,177,"HONGISISILIA, SE",KOMISARIS,Ya,186
108879,177,"DRS. ANTON BACHRUL ALAM, SH",KOMISARIS,Ya,186
108880,178,Rd. Eddy K. Sariaatmadja ,KOMISARIS UTAMA,Tidak,187
108881,178,Susanto Suwarto,KOMISARIS,Tidak,187
108882,178,Stan Maringka,KOMISARIS,Ya,187
108883,178,Pandu Patria Sjahrir,KOMISARIS,Ya,187
108884,178,Marianna Sutadi,KOMISARIS,Ya,187
108885,2297,Tjahyono Firmansyah,KOMISARIS UTAMA,Ya,1231
108886,2297,Yenni Budiman,KOMISARIS,Tidak,1231
108887,2297,Sjariful Haq,KOMISARIS,Tidak,1231
108891,179,Syamsu Alam,KOMISARIS,Ya,188
108892,179,Gita Rusmida Sjahrir,KOMISARIS,Ya,188
108888,179,Suyitno Patmosukismo,KOMISARIS,Tidak,188
108889,179,Rudianto Rimbono,KOMISARIS,Tidak,188
108890,179,Rizal Malarangeng,KOMISARIS,Tidak,188
108897,1632,Muliandy Nasution,KOMISARIS,Ya,1088
108893,1632,Imron Hamzah,KOMISARIS UTAMA,Ya,1088
108894,1632,Piter,KOMISARIS,Ya,1088
108895,1632,Mircle Yap Ching Chai,KOMISARIS,Ya,1088
108896,1632,"dr. Kamelia Faisal, MARS",KOMISARIS,Ya,1088
108898,1633,Grace Ernawan ,KOMISARIS UTAMA,Tidak,1165
108899,1633,Evi Marini,KOMISARIS,Ya,1165
108901,1634,Alex Budiarjo,KOMISARIS,Tidak,1149
108900,1634,"Drs. Abraham Bastari, MBA",KOMISARIS UTAMA,Ya,1149
108905,180,Pre Agusta Suswantoro,KOMISARIS,Ya,189
108906,180,Djonny Hartono Tjahyadi,KOMISARIS,Tidak,189
108902,180,Bernadus Karmin Winata,PRESIDEN KOMISARIS,Tidak,189
108903,180,Sanadi Boenjamin,KOMISARIS,Tidak,189
108904,180,Lucky Surjadi Slamet,KOMISARIS,Ya,189
108907,181,Ardy Hady Wijaya,KOMISARIS UTAMA,Tidak,190
108908,181,Richard Halim Kusuma,KOMISARIS,Tidak,190
108909,181,Lim Bing Tjay,KOMISARIS,Ya,190
108910,181,I Gusti Putu Suryawirawan,KOMISARIS,Ya,190
108911,181,Andreas Harun Djumadi,KOMISARIS,Tidak,190
108912,182,Maniwanen,KOMISARIS UTAMA,Tidak,191
108913,182,Sasivanen,KOMISARIS,Tidak,191
108914,182,Tonny Poernomo,KOMISARIS,Ya,191
108915,1635,Sandra Kusumadewi,KOMISARIS UTAMA,Tidak,1110
108916,1635,Dr. Christopher Ben Farmer,KOMISARIS,Ya,1110
108919,183,Ida Bagus Rahmadi Supancana,KOMISARIS,Ya,192
108917,183,Hamid Awaluddin,PRESIDEN KOMISARIS,Ya,192
108918,183,Rahul Puri,KOMISARIS,Tidak,192
108920,183,Arif Rachmat,KOMISARIS,Tidak,192
108921,1636,Rony Harianto,KOMISARIS UTAMA,Tidak,1136
108922,1636,Alkie Samuel Sutandra,KOMISARIS,Ya,1136
108923,184,Emmy Ranoewidjojo,PRESIDEN KOMISARIS,Tidak,193
108924,184,Aryanto Agus Mulyo,KOMISARIS,Ya,193
108925,184,Wirawan,KOMISARIS,Ya,193
108926,185,Tan Zhi Yang,PRESIDEN KOMISARIS,Tidak,194
108927,185,Tjhin Tjung Lie,KOMISARIS,Ya,194
108928,688,Juliet Widjaja,KOMISARIS UTAMA,Tidak,1268
108929,688,Andi Kurniawan Josdaan,KOMISARIS,Ya,1268
108936,186,Doktorandus Hans Wijayasuriya ,KOMISARIS,Tidak,195
108930,186,Muhamad Chatib Basri,PRESIDEN KOMISARIS,Tidak,195
108931,186,Vivek Sood,KOMISARIS,Tidak,195
108932,186,David Robert Dean ,KOMISARIS,Tidak,195
108933,186,Yasmin Stamboel Wirjawan ,KOMISARIS,Ya,195
108934,186,Muliadi Rahardja,KOMISARIS,Ya,195
108935,186,Julianto Sidarto,KOMISARIS,Ya,195
108937,1638,Donny,KOMISARIS UTAMA,Tidak,1172
108938,1638,Anas Yusuf,KOMISARIS,Ya,1172
108941,187,Elisabeth Gelael,KOMISARIS,Tidak,196
108939,187,Anthoni Salim,KOMISARIS UTAMA,Tidak,196
108940,187,Noni Rosalia Gelael Barki,WAKIL KOMISARIS UTAMA,Tidak,196
108944,187,P.L. Gunawan Solaiman,KOMISARIS,Ya,196
108942,187,Benny Setiawan Santoso,KOMISARIS,Tidak,196
108943,187,Achmad Baiquni,KOMISARIS,Ya,196
108953,188,Roy Teguh,KOMISARIS,Tidak,197
108945,188,Wichan Jitpukdee,KOMISARIS UTAMA,Tidak,197
108946,188,Wichan Charoenkitsupat,KOMISARIS,Tidak,197
108947,188,Kitti Tangjitrmaneesakda ,KOMISARIS,Tidak,197
108948,188,Danaidej Ketsuwan,KOMISARIS,Tidak,197
108949,188,Vilia Sulistyo,KOMISARIS,Tidak,197
108950,188,Lim Chong Thian,KOMISARIS,Ya,197
108951,188,Sudarmanto,KOMISARIS,Ya,197
108952,188,Tony Tjandra,KOMISARIS,Ya,197
108955,553,SANJEVA ADVANI,KOMISARIS,Ya,1037
108954,553,SHANIA MANOJ PUNJABI,KOMISARIS UTAMA,Tidak,1037
108958,644,Yahya Attamimi,KOMISARIS,Ya,1184
108956,644,Faried Thalib,KOMISARIS UTAMA,Tidak,1184
108957,644,Idrus,KOMISARIS,Tidak,1184
108962,555,Budi Kartika ,KOMISARIS,Tidak,979
108963,555,Herbert Darwin Mangatas Sitorus,KOMISARIS,Ya,979
108961,555,Aris Munandar,PRESIDEN KOMISARIS,Tidak,979
108968,189,Kusnarto,KOMISARIS,Tidak,198
108964,189,Farhan Rio Gunawan,KOMISARIS UTAMA,Tidak,198
108965,189,Horst Siegfried Guenther,KOMISARIS,Tidak,198
108966,189,Hidayatullah Suralaga,KOMISARIS,Ya,198
108967,189,Faiz Achmad,KOMISARIS,Ya,198
108970,1639,Ida Haerani,KOMISARIS,Ya,1078
108969,1639,Siti Rahayu,KOMISARIS UTAMA,Tidak,1078
108973,1792,David Halim,KOMISARIS,Ya,1196
108972,1792,Michelle Evangeline Hanafi,KOMISARIS,Tidak,1196
108971,1792,Theresia Indra Wirawan,KOMISARIS UTAMA,Tidak,1196
108974,190,Teddy Gunawan,PRESIDEN KOMISARIS,Tidak,199
108975,190,Lisajana,KOMISARIS,Ya,199
108976,190,Harijanto,KOMISARIS,Tidak,199
108977,632,Rheza Reynald Riady Susanto,KOMISARIS UTAMA,Tidak,1066
108978,632,Iwan Gogo Bonardo Parsaulian Panjaitan,KOMISARIS,Tidak,1066
108979,632,Andreas Sugihardjo Tjendana,KOMISARIS,Ya,1066
108980,191,ABED NEGO,KOMISARIS UTAMA,Tidak,200
108981,191,TOTO SETYOADI MURDIONO,KOMISARIS,Ya,200
108982,556,Freddy Setiawan,KOMISARIS UTAMA,Tidak,972
108983,556,David Alusinsing,KOMISARIS,Ya,972
108985,192,HENDANG TANUSDJAJA,KOMISARIS,Ya,201
108984,192,PARK HYUN CHUL ,KOMISARIS UTAMA,Tidak,201
108986,193,"DR. Darmin Nasution, S.E.",PRESIDEN KOMISARIS,Tidak,202
108987,193,Ferry Salman,WAKIL PRESIDEN KOMISARIS,Tidak,202
108988,193,"Ir. Ketut Sanjaya, MSM",KOMISARIS,Ya,202
108989,193,Jagbir Singh,PRESIDEN KOMISARIS,Ya,202
108992,1640,Anastasia Christinawati Jaya Saputra,KOMISARIS,Ya,1091
108990,1640,Anton Santoso,KOMISARIS UTAMA,Tidak,1091
108991,1640,Freddy Santoso,KOMISARIS,Tidak,1091
108995,724,Nathaniel Kwai,KOMISARIS,Ya,1304
108993,724,Jeffrey Wangsawidjaja,KOMISARIS UTAMA,Tidak,1304
108994,724,Rian Saputra,KOMISARIS,Tidak,1304
108996,713,Erwin Kurnia Winenda,KOMISARIS UTAMA,Ya,1293
108997,713,Selviana Rumondang,KOMISARIS,Tidak,1293
108999,194,Lely Sri Suryawati,KOMISARIS,Ya,203
108998,194,Yunita,KOMISARIS UTAMA,Ya,203
109002,195,Hendar Wirawan,KOMISARIS,Ya,204
109000,195,Jo Denie,KOMISARIS UTAMA,Tidak,204
109001,195,Yan Chee Kiong,KOMISARIS,Tidak,204
109005,196,MICHAEL LEE DREYER,PRESIDEN KOMISARIS,Tidak,205
109003,196,BUDIMAN HUSIN,KOMISARIS,Tidak,205
109004,196,KOENRAAD MARTIN IRINE VERHEYEN,KOMISARIS,Ya,205
109008,197,MOHAMAD HAMSAL,KOMISARIS,Ya,206
109006,197,DEDY ROCHIMAT,KOMISARIS UTAMA,Tidak,206
109007,197,BAMBANG PERMANTORO,KOMISARIS,Ya,206
109009,197,AGUSTINUS PURNA IRAWAN,KOMISARIS UTAMA,Tidak,206
109015,198,Haris Mustarto,KOMISARIS,Tidak,207
109010,198,Lokita Prasetya,PRESIDEN KOMISARIS,Tidak,207
109011,198,Adrian Erlangga,WAKIL PRESIDEN KOMISARIS,Tidak,207
109012,198,Alex Sutanto,KOMISARIS,Tidak,207
109013,198,Ketut Sanjaya,KOMISARIS,Ya,207
109014,198,Dr. Ir. Bambang Setiawan,KOMISARIS,Ya,207
109017,199,Lucas Mulia Suhardja,KOMISARIS,Tidak,208
109018,199,Frank Willem van Gelder,KOMISARIS,Ya,208
109019,199,Gotama Hengdratsonata,KOMISARIS,Ya,208
109016,199,Juni Setiawati Wonowidjojo,PRESIDEN KOMISARIS,Tidak,208
109022,1641,Freddy Karyadi,KOMISARIS,Ya,1101
109020,1641,Budi Raharjo Legowo,PRESIDEN KOMISARIS,Tidak,1101
109021,1641,Slamet Budi Hartadji,KOMISARIS,Ya,1101
109025,557,Aria Kanaka,KOMISARIS,Ya,1012
109023,557,Drs. Kumari AK,KOMISARIS UTAMA,Tidak,1012
109024,557,Johanes Adi Sasongko,KOMISARIS,Tidak,1012
109028,200,Chairal Tanjung,KOMISARIS,Tidak,209
109026,200,Timur Sukirno,KOMISARIS UTAMA,Ya,209
109027,200,Thomas Oentoro,KOMISARIS,Ya,209
109035,201,"Drs. Rasidi, MA",KOMISARIS,Ya,210
109029,201,Drs. Sutanto,PRESIDEN KOMISARIS,Ya,210
109030,201,Tan Enk Ee,WAKIL PRESIDEN KOMISARIS,Tidak,210
109031,201,Lei Huai Chin,KOMISARIS,Tidak,210
109032,201,"Gautama Hartarto, MA",KOMISARIS,Tidak,210
109033,201,Juliani Gozali,KOMISARIS,Tidak,210
109034,201,Drs. Sunaria Tadjuddin,KOMISARIS,Ya,210
109036,202,Evy Soenarjo,KOMISARIS UTAMA,Tidak,211
109037,202,Temi Efendi,KOMISARIS,Ya,211
109038,1642,Tjioe Johan Sugita,KOMISARIS UTAMA,Tidak,1120
109039,1642,Edy Kuntardjo,KOMISARIS,Ya,1120
109049,558,Rahmat Hanafi,KOMISARIS,Tidak,994
109047,558,Dharmadi,KOMISARIS UTAMA,Ya,994
109048,558,Ali Gunawan,KOMISARIS,Ya,994
109050,558,Agit Atriantio,KOMISARIS,Ya,994
109051,558,Abhan,KOMISARIS,Ya,994
109052,204,Prof. Didik J. Rachbini,PRESIDEN KOMISARIS,Ya,213
109053,204,Prof. dr. Irawan Yusuf Ph.D,KOMISARIS,Ya,213
109054,204,"DR. Hinca Ikara Putra Pandjaitan XIII, S.H., M.H., ACCS",KOMISARIS,Ya,213
109055,204,Theo L. Sambuaga,KOMISARIS,Tidak,213
109056,204,"Zulham Arief, SH",KOMISARIS,Tidak,213
109057,204,"Maqbul Halim, S.Sos",KOMISARIS,Tidak,213
109058,204,"Dra. Kamsinah, MM",KOMISARIS,Tidak,213
109060,205,Theignatius Agus Salim,KOMISARIS,Ya,214
109059,205,Helmy Yusman Santoso,PRESIDEN KOMISARIS,Tidak,214
109061,206,Syukran Hambali,KOMISARIS,Ya,215
109062,206,Dede Rusamsi,KOMISARIS UTAMA,Tidak,215
109071,559,Andi Chandra,KOMISARIS,Ya,1052
109063,559,Sudhamek Agoeng Waspodo Soenjoto,KOMISARIS UTAMA,Tidak,1052
109064,559,Hartono Atmadja,KOMISARIS,Tidak,1052
109065,559,"Prof. (Emeritus) Dorodjatun Kuntjoro-Jakti, Ph.D",KOMISARIS,Ya,1052
109066,559,Pangayoman Adi Soenjoto,KOMISARIS,Tidak,1052
109067,559,Soeharto Sunjoto,KOMISARIS,Tidak,1052
109068,559,Fitra Dewata Teramihardja,KOMISARIS,Ya,1052
109069,559,Swen Neufeldt,KOMISARIS,Tidak,1052
109070,559,Donald Reginald Gadsden,KOMISARIS,Tidak,1052
109076,3514,William Tanuwijaya,KOMISARIS,Tidak,1239
109077,3514,Agus D.W. Martowardojo,KOMISARIS,Tidak,1239
109078,3514,Sugito Walujo,KOMISARIS,Tidak,1239
109079,3514,Winato Kartono,KOMISARIS,Tidak,1239
109080,3514,Marjorie Tiu Lao,KOMISARIS,Ya,1239
109072,3514,Garibaldi Thohir,KOMISARIS UTAMA,Tidak,1239
109073,3514,Robert Holmes Swan,KOMISARIS,Ya,1239
109074,3514,Dirk Van den Berghe,KOMISARIS,Ya,1239
109075,3514,Wishnutama Kusubandio,KOMISARIS,Tidak,1239
109083,207,Nugroho Sulistyo,KOMISARIS,Ya,216
109081,207,Rudy Margono,KOMISARIS UTAMA,Tidak,216
109082,207,Heryani Margono,KOMISARIS,Tidak,216
109086,664,Sidik Permana Ramadan,KOMISARIS,Ya,1201
109084,664,Axel Tobias Joel,KOMISARIS UTAMA,Tidak,1201
109085,664,Priscilla Vikananda Margaka,KOMISARIS,Tidak,1201
109089,751,Rudy Susanto Wijaya,KOMISARIS UTAMA,Tidak,1331
109090,751,Theo Lekatompessy,KOMISARIS,Ya,1331
109095,209,Zoee Ho Ziwei,KOMISARIS,Tidak,219
109091,209,Sujitno Siswowidagdo,PRESIDEN KOMISARIS,Tidak,219
109092,209,Kamardy Arief,KOMISARIS,Ya,219
109093,209,Muhamad Zulkifli Abusuki,KOMISARIS,Tidak,219
109094,209,Marcello Theodore Taufik,KOMISARIS,Tidak,219
109098,210,SANDEEP KAUR D/O AMIR JIT SINGH,KOMISARIS,Ya,220
109096,210,SAINI SUNIL KUMAR,KOMISARIS UTAMA,Tidak,220
109097,210,PARDEEP DHIR,KOMISARIS,Tidak,220
109100,733,"Tsun Tien Wen Lie, SE, SH, MM, Ak, BKP, CA, CPA",KOMISARIS,Ya,1313
109099,733,Ardi Supriyadi,KOMISARIS UTAMA,Tidak,1313
109101,668,Budi Haryono,KOMISARIS UTAMA,Tidak,1205
