Id,FkProfileId,Name,Role,Affiliated,IdField
184122,1617,Irawan Mario Noh Palilingan,DIREKTUR,Ya,1080
184123,1617,Sukarnen,WAKIL DIREKTUR UTAMA,Ya,1080
184116,1617,Anang Pratikno,DIREKTUR,Ya,1080
184126,131,Teh Kenny Suryadi,DIREKTUR,Ya,137
184124,131,Erry Tjuatja,PRESIDEN DIREKTUR,Ya,137
184125,131,Tonny Muksim,DIREKTUR,Ya,137
184131,132,Cheng Seng Hoe,DIREKTUR,Ya,138
184127,132,Yan Raymond Jafri,DIREKTUR UTAMA,Ya,138
184128,132,Yuana Susatyo,DIREKTUR,Tidak,138
184129,132,James John Burns,DIREKTUR,Ya,138
184130,132,Jacopo Rigamonti,DIREKTUR,Ya,138
184135,133,Yimmy Weddianto,DIREKTUR,Ya,139
184132,133,Harjanto Tjitohardjojo,DIREKTUR UTAMA,Ya,139
184133,133,Jahja Anwar,DIREKTUR,Ya,139
184134,133,"Engelbert Rorong, Jr",DIREKTUR,Ya,139
184138,4725,Lusi,DIREKTUR,Tidak,1249
184136,4725,Kwee Sutrimo,DIREKTUR UTAMA,Ya,1249
184137,4725,Tony Widjaja,DIREKTUR,Tidak,1249
184139,722,Ardarini,DIREKTUR UTAMA,Ya,1302
184140,722,Pri Hastanto,DIREKTUR,Ya,1302
184141,722,Hasri Zulkarnaen ,DIREKTUR,Ya,1302
184142,722,Mulyo Suseno,DIREKTUR,Ya,1302
184143,134,KAZUHIKO AMINAKA,DIREKTUR UTAMA,Ya,140
184144,134,SUSANTO,DIREKTUR,Ya,140
184145,134,R. NURWULAN KUSUMAWATI,DIREKTUR,Ya,140
184149,135,Yusak Lumba Pardede,DIREKTUR,Ya,141
184146,135,Harry Kesuma Tanoto,DIREKTUR UTAMA,Ya,141
184147,135,Ferry Kadi,DIREKTUR,Ya,141
184148,135,Robby Irfan Rafianto,DIREKTUR,Ya,141
184151,546,Jose Francis Berces Acantilado,DIREKTUR,Ya,1045
184150,546,Elfi Darlis,DIREKTUR UTAMA,Ya,1045
184156,630,Beni Hendrawan,DIREKTUR,Ya,1069
184155,630,Nany Adriani,DIREKTUR UTAMA,Ya,1069
184161,547,Firdauf Achmad Dhewata,DIREKTUR,Ya,974
184157,547,Melisa Patricia,DIREKTUR UTAMA,Ya,974
184158,547,"Nio, Eko Susilo",DIREKTUR,Ya,974
184159,547,Lukas Setio Wongso Wong,DIREKTUR,Ya,974
184160,547,Toto Sucartono,DIREKTUR,Ya,974
184164,137,HERLINA HATORANGAN,DIREKTUR,Tidak,143
184162,137,SANTOSO JIEMY,DIREKTUR UTAMA,Ya,143
184163,137,ANTONI GUNAWAN,DIREKTUR,Tidak,143
184167,138,Djoko Sapto M Mulyo,DIREKTUR,Tidak,144
184165,138,Fitria Yusuf,DIREKTUR UTAMA,Ya,144
184166,138,Hasyim,DIREKTUR,Tidak,144
184171,667,Surindro Kalbu Adi,DIREKTUR,Ya,1204
184168,667,Chang-I Liu,PRESIDEN DIREKTUR,Ya,1204
184169,667,Vince Erlington Indigo,WAKIL PRESIDEN DIREKTUR,Ya,1204
184170,667,Ameesh Anand,DIREKTUR,Ya,1204
184173,139,Achmad Sadikin Abdurachman (RD Achmad Sadikin),DIREKTUR,Ya,145
184172,139,Veranita Yosephine Sinaga ,DIREKTUR UTAMA,Ya,145
184178,1799,Martua Parningotan Sihaloho,DIREKTUR,Ya,1216
184174,1799,Farell Grandisuri Sutantio,DIREKTUR UTAMA,Ya,1216
184175,1799,Axel Sutantio,DIREKTUR,Ya,1216
184176,1799,Bharat Shah Joshi,DIREKTUR,Ya,1216
184177,1799,Arjoso Wisanto,DIREKTUR,Ya,1216
184181,140,Erry Indriyana,DIREKTUR,Ya,146
184179,140,Robin Wirawan,PRESIDEN DIREKTUR,Ya,146
184180,140,Sudarwanta,WAKIL PRESIDEN DIREKTUR,Ya,146
184186,142,Tomonobu Nishimura,DIREKTUR,Ya,148
184182,142,Toshiyuki Takahashi,PRESIDEN DIREKTUR,Ya,148
184183,142,Muljadi Budiman,WAKIL PRESIDEN DIREKTUR,Ya,148
184184,142,Tomoaki Nakajima,DIREKTUR,Ya,148
184185,142,Teh Hock Soon,DIREKTUR,Ya,148
184190,689,Yogi Adrian,DIREKTUR,Ya,1269
184187,689,Donny Janson Manua,DIREKTUR UTAMA,Ya,1269
184188,689,Edward Manurung,DIREKTUR,Ya,1269
184189,689,Muhammad Noval Zindann,DIREKTUR,Ya,1269
184191,641,Reinald Siswanto,DIREKTUR UTAMA,Ya,1072
184192,641,Irma Suntita,DIREKTUR,Tidak,1072
184194,143,Pikoli Sinaga,DIREKTUR,Ya,149
184193,143,Irwan Susanto,PRESIDEN DIREKTUR,Ya,149
184205,145,Ferdiansyah Gunawan Tjoe,DIREKTUR,Ya,152
184200,145,Tjiu Thomas Effendy,PRESIDEN DIREKTUR,Ya,152
184201,145,Peraphon Prayooravong,WAKIL PRESIDEN DIREKTUR,Ya,152
184202,145,Ong Mei Sian,DIREKTUR,Ya,152
184203,145,Jemmy,DIREKTUR,Ya,152
184204,145,Eddy Dharmawan Mansjoer,DIREKTUR,Ya,152
184208,1619,Arif Widi Widayat,DIREKTUR,Ya,1074
184206,1619,Jansen Surbakti,DIREKTUR UTAMA,Ya,1074
184207,1619,Riko Cahyo Pribadi,DIREKTUR,Ya,1074
184215,146,Jimmy Joeng,WAKIL DIREKTUR UTAMA,Ya,153
184209,146,Hendri Laiman,DIREKTUR UTAMA,Ya,153
184210,146,Paulius Juta,WAKIL DIREKTUR UTAMA,Ya,153
184211,146,Arman Zakaria Diah,DIREKTUR,Ya,153
184212,146,Fredy Robin Sumendap,DIREKTUR,Ya,153
184213,146,Indra Sakti,WAKIL DIREKTUR UTAMA,Ya,153
184214,146,Adji Pramono,DIREKTUR,Ya,153
184219,684,Kok Kieng,DIREKTUR,Ya,1264
184220,684,Sia Leng Hong alias Tony S.,DIREKTUR,Ya,1264
184218,684,Erman,DIREKTUR,Ya,1264
184217,684,Irsan Sudargo,DIREKTUR,Ya,1264
184216,684,Gindra Tardy,DIREKTUR UTAMA,Ya,1264
184223,752,Erwin Manurung,DIREKTUR,Tidak,1332
184221,752,Sheila Maria Tiwan,DIREKTUR UTAMA,Tidak,1332
184222,752,Timotius Nugraha Tjahjana,DIREKTUR,Tidak,1332
184228,147,Surjati Tanril,DIREKTUR,Ya,154
184224,147,Budyanto Totong,DIREKTUR UTAMA,Ya,154
184225,147,Antonius Tan,DIREKTUR,Ya,154
184226,147,Warit Jintanawan,DIREKTUR,Ya,154
184227,147,Andy Totong,DIREKTUR,Ya,154
184230,548,TJOEA AUBINTORO,DIREKTUR UTAMA,Ya,975
184229,548,YOHANES SUMARNO,DIREKTUR,Ya,975
184232,1621,Radino Miharjo ,DIREKTUR,Ya,1143
184231,1621,Arriola Arthur Raphael ,DIREKTUR UTAMA,Ya,1143
184236,1622,Erwin Kurniawan ,DIREKTUR,Ya,1122
184233,1622,Gita Sapta Adi,DIREKTUR UTAMA,Ya,1122
184234,1622,Seman Sendjaja ,DIREKTUR,Ya,1122
184235,1622, Vivery Jerry Denny Walukow,DIREKTUR,Ya,1122
184240,148,Ludi Darmawan,DIREKTUR,Ya,155
184237,148,Fajar Wahyudi,DIREKTUR UTAMA,Ya,155
184238,148,Saiful Mizra Bin Kassim,DIREKTUR,Ya,155
184239,148,Xavier Bertin,DIREKTUR,Ya,155
184243,149,Harun Hajadi,DIREKTUR,Ya,156
184250,149,Tulus Santoso,DIREKTUR,Ya,156
184241,149,Candra Ciputra,DIREKTUR UTAMA,Ya,156
184242,149,Budiarsa Sastrawinata,DIREKTUR,Ya,156
184249,149,Sutoto Yakobus,DIREKTUR,Ya,156
184244,149,Cakra Ciputra,DIREKTUR,Ya,156
184245,149,Agussurja Widjaja,DIREKTUR,Ya,156
184246,149,Artadinata Djangkar,DIREKTUR,Ya,156
184247,149,MI Meiko Handoyo L,DIREKTUR,Ya,156
184248,149,Nanik J. Santoso,DIREKTUR,Ya,156
184267,152,Taufik Johannes,DIREKTUR UTAMA,Ya,159
184268,152,Tiffany Johanes,DIREKTUR,Ya,159
184269,152,Denise Johanes,DIREKTUR,Ya,159
184270,152,Rumpoko Adi,DIREKTUR,Ya,159
184273,730,Diana Arsiyanti,DIREKTUR,Tidak,1310
184271,730,Michael,DIREKTUR UTAMA,Tidak,1310
184272,730,Daniel Jr. Lopez Laurente,DIREKTUR,Tidak,1310
184275,1623,Bayu Setiawan,DIREKTUR,Ya,1133
184274,1623,Adam,DIREKTUR UTAMA,Ya,1133
184280,154,WIDYANTO TAUFIQ,DIREKTUR,Ya,161
184278,154,VENTJE CHANDRAPUTRA SUARDANA,DIREKTUR UTAMA,Ya,161
184279,154,RANDY ANGKOSUBROTO,DIREKTUR,Ya,161
184285,529,Erwantho Siregar,DIREKTUR,Ya,943
184284,529,Lilis Mulyawati,PRESIDEN DIREKTUR,Ya,943
184288,1625,Evelyn,DIREKTUR,Ya,1173
184286,1625,Otto Toto Sugiri,PRESIDEN DIREKTUR,Ya,1173
184287,1625,Marco Cioffi,DIREKTUR,Ya,1173
184292,625,Selvi Yuniar,DIREKTUR,Ya,1058
184289,625,Muhamad Ibnu Fajar,DIREKTUR UTAMA,Ya,1058
184290,625,Alan Perdana Putra,DIREKTUR,Ya,1058
184291,625,Nur Hasanah,DIREKTUR,Ya,1058
184293,155,Irianto Kusumadjaja,DIREKTUR UTAMA,Ya,163
184294,155,Floyd Andrew Jonathans,DIREKTUR,Ya,163
184300,1800,Pathama Sirikul,DIREKTUR,Ya,1214
184295,1800,Kambiyanto Kettin,DIREKTUR UTAMA,Ya,1214
184296,1800,Johnny Liyanto,DIREKTUR,Ya,1214
184297,1800,Caroline Agustina Kettin,DIREKTUR,Ya,1214
184298,1800,Amanda Grace Kettin,DIREKTUR,Ya,1214
184299,1800,Erwan Irawan Noer,DIREKTUR,Ya,1214
184303,156,Agus Efendi,DIREKTUR,Ya,164
184301,156,Teguh Boentoro,PRESIDEN DIREKTUR,Ya,164
184302,156,Ahmad Hilyadi,DIREKTUR,Ya,164
184306,4768,Henry Saputra,DIREKTUR,Ya,1251
184305,4768,Ferry Saputra,DIREKTUR,Ya,1251
184304,4768,Aditiya Fajar Junus,DIREKTUR UTAMA,Ya,1251
184309,549,Andhy Irawan Kristyanto,DIREKTUR,Ya,1014
184307,549,Billy Dahlan,DIREKTUR UTAMA,Ya,1014
184308,549,WIjaya Dahlan,DIREKTUR,Ya,1014
184313,157,RIZALDI LIMPAS,DIREKTUR,Ya,165
184310,157,HERU FIRDAUSI SYARIF,DIREKTUR UTAMA,Ya,165
184311,157,HUDIK PRAMONO,DIREKTUR,Ya,165
184312,157,ARVIN JAHJA TJAHJANA,DIREKTUR,Ya,165
184318,1626,Dilly Dwiasri,DIREKTUR,Ya,1174
184314,1626,Ir. Mesha Rizal Sini,DIREKTUR UTAMA,Ya,1174
184315,1626,Renobulan Rizal Sini Suheimi,DIREKTUR,Ya,1174
184316,1626,Dennis Jacobus,DIREKTUR,Ya,1174
184317,1626,Fergus Richard,DIREKTUR,Ya,1174
184320,550,Fastabiqul Khair Algatot,DIREKTUR,Ya,1043
184319,550,Suwarjono,DIREKTUR UTAMA,Ya,1043
184333,158,Archied Noto Pradono,DIREKTUR,Ya,166
184321,158,Hendro Santoso Gondokusumo,DIREKTUR UTAMA,Ya,166
184322,158,Suhendro Prabowo,WAKIL DIREKTUR UTAMA,Ya,166
184323,158,Utama Gondokusumo,WAKIL DIREKTUR UTAMA,Ya,166
184324,158,Moedjianto Soesilo Tjahjono,WAKIL DIREKTUR UTAMA,Ya,166
184325,158,Archied Noto Pradono,DIREKTUR,Ya,166
184326,158,Ping Handayani Hanli,DIREKTUR,Ya,166
184327,158,Perry Yoranouw,DIREKTUR,Ya,166
184328,158,Permadi Indra Yoga,DIREKTUR,Ya,166
184329,158,Hendro Santoso Gondokusumo,DIREKTUR UTAMA,Ya,166
184330,158,Suhendro Prabowo,WAKIL DIREKTUR UTAMA,Ya,166
184331,158,Utama Gondokusumo,WAKIL DIREKTUR UTAMA,Ya,166
184332,158,Moedjianto Soesilo Tjahjono,WAKIL DIREKTUR UTAMA,Ya,166
184334,158,Ping Handayani Hanli,DIREKTUR,Ya,166
184335,158,Perry Yoranouw,DIREKTUR,Ya,166
184336,158,Permadi Indra Yoga,DIREKTUR,Ya,166
184340,631,Dian Kurniadi Suhardjo,DIREKTUR,Ya,1060
184337,631,Raymond Loho,DIREKTUR UTAMA,Ya,1060
184338,631,Tati Ramawati,DIREKTUR,Ya,1060
184339,631,Stanley,DIREKTUR,Ya,1060
184344,159,Tinongadi Aliudin,DIREKTUR,Ya,167
184343,159,Andi Jaya,DIREKTUR,Ya,167
184341,159,Kiki Hamidjaja,DIREKTUR UTAMA,Ya,167
184342,159,Feni Silviani Budiman,DIREKTUR,Tidak,167
184348,160,Ronny Titiheruw,DIREKTUR,Ya,168
184345,160,Jose Daniel Abellon Javier,DIREKTUR UTAMA,Ya,168
184346,160,Ma Joe De Castro Perucho,DIREKTUR,Ya,168
184347,160,Brian Raymund Respicio,DIREKTUR,Ya,168
184352,161,Tondy Suwanto,DIREKTUR,Tidak,169
184349,161,Teky Mailoa,PRESIDEN DIREKTUR,Ya,169
184350,161,Masahiro Koizumi,WAKIL PRESIDEN DIREKTUR,Ya,169
184351,161,Hermawan Wijaya,DIREKTUR,Ya,169
184355,1627,Abraham Theofilus,DIREKTUR,Ya,1107
184353,1627,Budiasto Kusuma,DIREKTUR UTAMA,Ya,1107
184354,1627,Supardi Tan,DIREKTUR,Ya,1107
184358,1628,Richard Johannes Purwadi,DIREKTUR,Ya,1127
184356,1628,Chen Tsen Nan,DIREKTUR UTAMA,Ya,1127
184357,1628,Philip Min Lih Chen,DIREKTUR,Ya,1127
184363,162,VM Djuni Wijaya*,DIREKTUR,Ya,170
184359,162,Park Young Man,DIREKTUR UTAMA,Ya,170
184360,162,Hendra Lie,WAKIL DIREKTUR UTAMA,Ya,170
184361,162,Efdinal Alamsyah,DIREKTUR,Ya,170
184362,162,Inhyo Wang,DIREKTUR,Ya,170
184367,163,Harjono Wreksoremboko,DIREKTUR,Ya,171
184364,163,Haliman Kustedjo,DIREKTUR UTAMA,Ya,171
184365,163,Christian Rahardi,DIREKTUR,Ya,171
184366,163,Kiki Yanto Gunawan,DIREKTUR,Ya,171
184370,164,Sorimuda Pulungan,DIREKTUR,Ya,172
184368,164,Ronald Sutardja,DIREKTUR UTAMA,Ya,172
184369,164,Dian Sofia Andyasuri,DIREKTUR,Ya,172
184373,742,Kartika Yundha,DIREKTUR,Ya,1322
184371,742,Doni Teguh Pribadi,DIREKTUR UTAMA,Tidak,1322
184372,742,Devi Nisa Suhartono,DIREKTUR,Ya,1322
184375,165,Tjham Kon Tjiap (Budiono),DIREKTUR,Ya,173
184374,165,Siang Hadi Widjaja,DIREKTUR UTAMA,Ya,173
184377,166,Ronnie Sutjiamidjaja,DIREKTUR,Ya,821
184376,166,Witiarso Utomo,DIREKTUR UTAMA,Ya,821
184381,1801,Darmawan Widjaja,DIREKTUR,Ya,1225
184378,1801,Irianto Santoso,PRESIDEN DIREKTUR,Ya,1225
184379,1801,Wieky Hedivendra,DIREKTUR,Ya,1225
184380,1801,Yosaphat Panuturi Simanjuntak,DIREKTUR,Ya,1225
184385,167,Ariyo Ali Saputro,DIREKTUR,Ya,174
184382,167,Ewijaya,DIREKTUR UTAMA,Ya,174
184383,167,Cynthia Handyoko,DIREKTUR,Ya,174
184384,167,Calvin Nicholas Sulistyo,DIREKTUR,Ya,174
184390,168,JENTI,DIREKTUR,Ya,175
184392,168,ARIANTO OETOMO,DIREKTUR,Ya,175
184393,168,MUHAMMAD HAMDANI,DIREKTUR,Ya,175
184391,168,ALBERTUS HENDRAWAN,DIREKTUR,Ya,175
184386,168,ANDRIANTO OETOMO,DIREKTUR UTAMA,Ya,175
184387,168,EFENDI SULISETYO,DIREKTUR,Ya,175
184388,168,TIMOTHEUS ARIFIN CAHYONO,DIREKTUR,Ya,175
184389,168,LUCY SYCILIA,DIREKTUR,Ya,175
184397,169,Daniel Cahya,DIREKTUR,Ya,176
184399,169,Lokita Prasetya,WAKIL PRESIDEN DIREKTUR,Ya,176
184398,169,Handhianto Suryo Kentjono,DIREKTUR,Ya,176
184394,169,Lay Krisnan Cahya,PRESIDEN DIREKTUR,Ya,176
184395,169,Hermawan Tarjono,DIREKTUR,Ya,176
184396,169,Alex Sutanto,DIREKTUR,Ya,176
184409,551,Andri Yoga,DIREKTUR,Tidak,1051
184405,551,Limpa Itsin Bachtiar,DIREKTUR UTAMA,Tidak,1051
184406,551,Ibin Bachtiar,DIREKTUR,Tidak,1051
184407,551,Lin Manuhutu,DIREKTUR,Tidak,1051
184408,551,Tio Dewi,DIREKTUR,Tidak,1051
184414,170,Handoko Wibowo,DIREKTUR,Ya,178
184410,170,Teky Mailoa,DIREKTUR UTAMA,Ya,178
184411,170,Lie Jani Harjanto,WAKIL DIREKTUR UTAMA,Ya,178
184412,170,Hongky Jeffry Nantung,DIREKTUR,Ya,178
184413,170,Stevanus Hartono Adjiputro,DIREKTUR,Ya,178
184419,171,Dennis Tee Co,DIREKTUR,Ya,179
184415,171,dr. Ian Martin Wibawa Kloer,PRESIDEN DIREKTUR,Ya,179
184416,171,"Angelito Celso Corsame Racho, Jr",DIREKTUR,Ya,179
184417,171,Yustina Endang Setyowati,DIREKTUR,Ya,179
184418,171,Celso Paz Lim,DIREKTUR,Ya,179
184421,552,Hendra Winanto,DIREKTUR,Ya,1001
184420,552,Herman Fasikhin,DIREKTUR UTAMA,Ya,1001
184424,172,Riyanthi Handayani,DIREKTUR,Ya,180
184422,172,Daswar Marpaung,DIREKTUR UTAMA,Ya,180
184423,172,Ery Erlangga,DIREKTUR,Ya,180
184430,1631,Muhammad Anis,DIREKTUR,Ya,1090
184429,1631,Helmi Khalid Abdat,DIREKTUR,Ya,1090
184428,1631,Khalid bin Omar Abdat,PRESIDEN DIREKTUR,Ya,1090
184431,1631,Wahyudi Eko Sutoro,DIREKTUR,Ya,1090
184438,173,Widi Satya Chitra,DIREKTUR,Ya,182
184432,173,Wiradi,DIREKTUR UTAMA,Ya,182
184433,173,Roland Hutapea,DIREKTUR,Ya,182
184434,173,Lenny Susilawaty Jamadi,DIREKTUR,Ya,182
184435,173,Dedy Djafarli,DIREKTUR,Ya,182
184436,173,Lyvia Mariana,DIREKTUR,Ya,182
184437,173,FA Tri Agus Winarko,DIREKTUR,Ya,182
184443,642,Horatio Chan,DIREKTUR,Ya,1178
184439,642,Karla Winata,DIREKTUR UTAMA,Ya,1178
184440,642,David Tandianus,DIREKTUR,Ya,1178
184441,642,Den Tossi Ishak,DIREKTUR,Ya,1178
184442,642,Donauly Elena Situmorang,DIREKTUR,Ya,1178
184445,174,LIE PHING,DIREKTUR,Ya,183
184444,174,JUDI WIDJAJA LEONARDI,DIREKTUR UTAMA,Ya,183
184450,707,Indra Dwiputra,DIREKTUR,Tidak,1287
184446,707,Kresna Adiprawira,DIREKTUR UTAMA,Tidak,1287
184447,707,Frans Sulandra,DIREKTUR,Tidak,1287
184448,707,Audy Satria Wardhana,DIREKTUR,Tidak,1287
184449,707,Ery Setyo Wibowo,DIREKTUR,Tidak,1287
184452,685,Efillya Kusumadewi,DIREKTUR,Ya,1265
184451,685,Eka Taniputra,DIREKTUR UTAMA,Ya,1265
184457,175,Hera Handayani,DIREKTUR,Ya,184
184453,175,John Hisar Simamora,DIREKTUR UTAMA,Ya,184
184454,175,Charles Harianto Lumban Tobing,DIREKTUR,Ya,184
184455,175,Bachtiar Soeria Atmadja,DIREKTUR,Ya,184
184456,175,Ratih Esti Prihatini,DIREKTUR,Ya,184
184458,176,Ambono Janurianto,PRESIDEN DIREKTUR,Ya,185
184461,176,Kosong,DIREKTUR,Tidak,185
184459,176,Fandrizal,DIREKTUR,Ya,185
184460,176,Djafarullah,DIREKTUR,Ya,185
184465,177,OUW DESIYANTI,DIREKTUR,Tidak,186
184462,177,LORA MELANI LOWAS BARAK RIMBA,DIREKTUR UTAMA,Ya,186
184463,177,RONALD TRISNA WIHARDJA,DIREKTUR,Ya,186
184464,177,RADIAN WENA WAHYUDI ST,DIREKTUR,Tidak,186
184470,178,Jay Geoffrey Wacher ,DIREKTUR,Ya,187
184468,178,Yuslinda Nasution,DIREKTUR,Ya,187
184469,178,Sutiana Ali,DIREKTUR,Ya,187
184467,178,Sutanto Hartono,WAKIL DIREKTUR UTAMA,Ya,187
184471,178,Titi Maria Rusli,DIREKTUR,Ya,187
184466,178,Rd. Alvin W. Sariaatmadja,DIREKTUR UTAMA,Ya,187
184474,2297,Christopher Supit,DIREKTUR,Ya,1231
184472,2297,Ali Gunawan Budiman,DIREKTUR UTAMA,Ya,1231
184473,2297,Hendrik Alexander Wanggur Mboi,DIREKTUR,Ya,1231
184475,179,Syailendra S. Bakrie,DIREKTUR UTAMA,Ya,188
184476,179,Edoardus Ardianto,DIREKTUR,Ya,188
184477,179,Utaryo Suwanto,DIREKTUR,Ya,188
184481,1632,Ni Wayan Sukawidiani Resi,DIREKTUR,Ya,1088
184478,1632,Dato’ Sri Mohd Sopiyan bin Mohd Rashdi,DIREKTUR UTAMA,Ya,1088
184479,1632,Medisa Aris Ginanjar,DIREKTUR,Ya,1088
184480,1632,Dedet Yandrinal,DIREKTUR,Ya,1088
184483,1633,Meriam Lina Sitorus,DIREKTUR,Ya,1165
184482,1633,Markus Silitonga,DIREKTUR UTAMA,Ya,1165
184485,1634,Nicky Gunhadi,DIREKTUR,Ya,1149
184484,1634,Bahar,DIREKTUR UTAMA,Ya,1149
184489,180,Phing Phing Lieana Kusmiantoro,DIREKTUR,Ya,189
184486,180,Jos Iwan Atmadjaja,PRESIDEN DIREKTUR,Ya,189
184487,180,Stanley Handiono Angkasa,DIREKTUR,Ya,189
184488,180,Budiyanto Bambang,DIREKTUR,Ya,189
184497,181,Elly,DIREKTUR,Ya,190
184490,181,Budiarto Halim,DIREKTUR UTAMA,Ya,190
184491,181,Hasan Aula,WAKIL DIREKTUR UTAMA,Ya,190
184492,181,Joy Wahjudi,WAKIL DIREKTUR UTAMA,Ya,190
184493,181,Sintawati Halim,DIREKTUR,Ya,190
184494,181,Sim Chee Ping,DIREKTUR,Ya,190
184495,181,Djohan Sutanto,DIREKTUR,Ya,190
184496,181,Jong Woon Kim,DIREKTUR,Ya,190
184501,182,Mandeep Singh,DIREKTUR,Ya,191
184498,182,Marissa Jeanne Maren Baragar,DIREKTUR UTAMA,Ya,191
184499,182,Chittaranjan Gokal,DIREKTUR,Ya,191
184500,182,Manish Virmani,DIREKTUR,Ya,191
184503,1635,Mangasi Taraja,DIREKTUR,Tidak,1110
184502,1635,Eric Budisetio Kurniawan,DIREKTUR UTAMA,Ya,1110
184508,183,Prakash Chand Bumb,DIREKTUR,Ya,192
184504,183,Chander Vinod Laroya,PRESIDEN DIREKTUR,Ya,192
184505,183,Mukesh Agrawal,DIREKTUR,Ya,192
184506,183,Kanishk Laroya,WAKIL PRESIDEN DIREKTUR,Ya,192
184507,183,Isenta ,DIREKTUR,Ya,192
184509,1636,Melvin Wangkar,DIREKTUR UTAMA,Ya,1136
184510,1636,Andaru Surya Gautama,DIREKTUR,Ya,1136
184514,184,Michael Sung,DIREKTUR,Ya,193
184511,184,Sung Pui Man,PRESIDEN DIREKTUR,Ya,193
184512,184,Dra. Erlien Lindawati Surianto,DIREKTUR,Tidak,193
184513,184,Peter Sung,DIREKTUR UTAMA,Ya,193
184516,185,"Edward Hardiyanto, SE",DIREKTUR,Ya,194
184515,185,Drs Eisen Wongso Wirya Surya,PRESIDEN DIREKTUR,Ya,194
184520,688,Lianny Andriani Hermawan,DIREKTUR,Tidak,1268
184517,688,"Johansen, Ngian",DIREKTUR UTAMA,Ya,1268
184518,688,Jeannie Widjaja,WAKIL DIREKTUR UTAMA,Ya,1268
184519,688,David Adnan,DIREKTUR,Tidak,1268
184526,186,Feiruz Ikhwan Bin Abdul Malek ,DIREKTUR,Ya,195
184521,186,Dian Siswarini ,PRESIDEN DIREKTUR,Ya,195
184522,186,Yessie D. Yosetya,DIREKTUR,Ya,195
184523,186,Abhijit Jayant Navalekar,DIREKTUR,Ya,195
184524,186,David Arcelus Oses ,DIREKTUR,Ya,195
184525,186,I Gede Darmayusa,DIREKTUR,Ya,195
184528,1638,Ali Imran,DIREKTUR,Ya,1172
184527,1638,Ricky Tjandra,DIREKTUR UTAMA,Ya,1172
184535,187,Wachjudi Martono,DIREKTUR,Ya,196
184529,187,Ricardo Gelael,DIREKTUR UTAMA,Ya,196
184530,187,Ferry Noviar Yosaputra,WAKIL DIREKTUR UTAMA,Ya,196
184531,187,Justinus Dalimin Juwono,DIREKTUR,Ya,196
184532,187,Cahyadi Wijaya,DIREKTUR,Ya,196
184533,187,Fabian Gelael,DIREKTUR,Ya,196
184534,187,Adhi Indrawan,DIREKTUR,Ya,196
184536,187,Omar Luthfi Anwar,DIREKTUR,Ya,196
184541,188,Arif Razif,DIREKTUR,Ya,197
184537,188,Thalengsak Ratchburi,DIREKTUR UTAMA,Ya,197
184538,188,Ekachai Anujorn,DIREKTUR,Ya,197
184539,188,Ponthep Tuntavadcharom,DIREKTUR,Ya,197
184540,188,Yustinus Yusuf Kusumah,DIREKTUR,Ya,197
184544,553,SAJAN LACHMANDAS MULANI,DIREKTUR,Ya,1037
184542,553,MANOJ DHAMOO PUNJABI,DIREKTUR UTAMA,Ya,1037
184543,553,PRIYADARSHI ANAND,DIREKTUR,Ya,1037
184545,644,Mohamad Mulky Thalib,DIREKTUR UTAMA,Ya,1184
184546,644,Cholid Wuryanto,DIREKTUR,Ya,1184
184551,555,Denny Fitria Ayu K,DIREKTUR,Ya,979
184549,555,Lyna,PRESIDEN DIREKTUR,Ya,979
184550,555,Teguh Budi Santosa,DIREKTUR,Ya,979
184557,189,Lenny Yohanda Kartadinata,DIREKTUR,Ya,198
184552,189,Liauw Sioe Lian,DIREKTUR,Ya,198
184553,189,Bong Welly Swandana,DIREKTUR,Ya,198
184554,189,Lucy Tjahjadi,DIREKTUR,Ya,198
184555,189,Agung Cahyadi Kusumo,DIREKTUR UTAMA,Ya,198
184556,189,Tjung Hen Sen,DIREKTUR,Ya,198
184560,1639,Sukino,DIREKTUR,Tidak,1078
184558,1639,Joni Rizal,DIREKTUR UTAMA,Tidak,1078
184559,1639,Tomi Tris,DIREKTUR,Tidak,1078
184562,1792,Freddy Hanafi,DIREKTUR,Ya,1196
184561,1792,Daniel Muljadi Hanafi,DIREKTUR UTAMA,Ya,1196
184566,190,Kwong Heranita Cintya,DIREKTUR,Tidak,199
184563,190,Olivia Gunawan,DIREKTUR,Ya,199
184564,190,Tjandra Mindharta Gozali,PRESIDEN DIREKTUR,Ya,199
184565,190,Yongki Tedja,DIREKTUR,Tidak,199
184568,632,Ruliff Redemptus Sena Susanto,DIREKTUR,Ya,1066
184567,632,Agustus Sani Nugroho,DIREKTUR UTAMA,Ya,1066
184570,191,SARI DEWI,DIREKTUR,Ya,200
184569,191,RATNA PUSPITASARI,DIREKTUR UTAMA,Ya,200
184572,556,Eriko Susanto,DIREKTUR,Ya,972
184571,556,Erick Satria,DIREKTUR UTAMA,Ya,972
184575,192,CALVIN WIRYAPRANATA,DIREKTUR,Ya,201
184573,192,JANG SEON PYO ,DIREKTUR UTAMA,Ya,201
184574,192,JOJOK HADRIJANTO,DIREKTUR,Ya,201
184582,193,Gisela Yenny Lesmana,DIREKTUR,Ya,202
184576,193,Merza Fachys,PRESIDEN DIREKTUR,Ya,202
184577,193,Antony Susilo,DIREKTUR,Ya,202
184578,193,Marco Paul Iwan Sumampouw,DIREKTUR,Ya,202
