Id,FkProfileId,Name,Role,Affiliated,IdField
183677,72,Aditya Wahyu Windarwo,DIREKTUR,Tidak,78
183679,73,Mashudi Hamka,DIREKTUR UTAMA,Ya,79
183683,73,Muhammad Suhada,DIREKTUR,Ya,79
183681,73,Peter Fajar,DIREKTUR,Ya,79
183684,73,Mahdan,DIREKTUR,Ya,79
183680,73,Jessica Herliani Tanoesoedibjo,DIREKTUR,Ya,79
183682,73,Oerianto Guyandi,DIREKTUR,Ya,79
183691,74,Masayoshi Kobayashi,WAKIL DIREKTUR UTAMA,Ya,80
183685,74,Ritsuo Fukadai ,DIREKTUR UTAMA,Ya,80
183686,74,Felix Istyono Hartadi Tiono,DIREKTUR,Ya,80
183687,74,Helmi Arief Hidayat ,DIREKTUR,Ya,80
183688,74,Cho Won June ,DIREKTUR,Ya,80
183689,74,R. Djoko Prayitno,DIREKTUR,Ya,80
183690,74,Widjaja Hendra,DIREKTUR,Ya,80
183694,75,Wagiman Tanto,DIREKTUR,Ya,81
183692,75,Edward Halim,DIREKTUR UTAMA,Ya,81
183693,75,Handry Soesanto,DIREKTUR,Ya,81
183696,728,Tan Franciscus,DIREKTUR,Ya,1308
183695,728,Tan John Tanuwijaya,DIREKTUR UTAMA,Ya,1308
183705,76,Daisuke Ejima,DIREKTUR UTAMA,Ya,82
183697,76,Honggo Widjojo Kangmasto,WAKIL DIREKTUR UTAMA,Ya,82
183698,76,Rita Mirasari,DIREKTUR,Ya,82
183699,76,Dadi Budiana,DIREKTUR,Ya,82
183700,76,Herry Hykmanto,DIREKTUR,Ya,82
183701,76,Muljono Tjandra,DIREKTUR,Ya,82
183702,76,Naoki Mizoguchi,DIREKTUR,Ya,82
183703,76,Hafid Hadeli,WAKIL DIREKTUR UTAMA,Ya,82
183704,76,Thomas Sudarma,DIREKTUR,Ya,82
183710,643,-,DIREKTUR,Ya,1180
183706,643,Syed Zaid Bin Ali Al Hadad,DIREKTUR UTAMA,Ya,1180
183707,643,Madya Yuni Santosa,DIREKTUR,Ya,1180
183708,643,Iyan Sopiyan,DIREKTUR,Ya,1180
183709,643,-,DIREKTUR,Ya,1180
183711,629,"Ir. Imam Subowo, MMA",DIREKTUR UTAMA,Ya,1067
183712,629,"Edhy Rizwan, SE, QIA",DIREKTUR,Ya,1067
183715,706,Fajar Taufik Hidayatullah,DIREKTUR,Ya,1286
183713,706,Audy Charles Lieke,DIREKTUR UTAMA,Ya,1286
183714,706,Aditya Maulana Raja Badai Maas,DIREKTUR,Ya,1286
183719,77,EKO VIRGIANTO,DIREKTUR,Tidak,83
183716,77,MUHAMMAD BUSTHAMI ,DIREKTUR UTAMA,Tidak,83
183717,77,BAMBANG WIDYATMOKO ,DIREKTUR,Tidak,83
183718,77,RODI JUDO DAHONO ,DIREKTUR,Tidak,83
183725,691,Ronald Winardi,DIREKTUR,Ya,1271
183720,691,Kusumo Martanto,DIREKTUR UTAMA,Ya,1271
183721,691,Hendry,DIREKTUR,Ya,1271
183722,691,Lisa Widodo,DIREKTUR,Ya,1271
183723,691,Eric Alamsjah Winarta,DIREKTUR,Ya,1271
183724,691,Andy Untono,DIREKTUR,Ya,1271
183728,537,Heru Jatmiko Harrianto,DIREKTUR,Ya,992
183726,537,Karsongno Wongso Djaja,DIREKTUR UTAMA,Ya,992
183727,537,Wagiyono,DIREKTUR,Ya,992
183730,1595,Yuliana,DIREKTUR,Ya,1135
183729,1595,Wisnu Wahyudin Pettalolo,DIREKTUR UTAMA,Ya,1135
183733,78,Swan Mie Rudy Tanardi,DIREKTUR,Ya,84
183731,78,Yoshihiro Kobi,DIREKTUR UTAMA,Ya,84
183732,78,Leo Yulianto Sutedja,WAKIL DIREKTUR UTAMA,Ya,84
183737,79,Andrew Adiwijanto,DIREKTUR,Ya,85
183734,79,Francis Lay Sioe Ho,PRESIDEN DIREKTUR,Ya,85
183735,79,Sudjono,DIREKTUR,Ya,85
183736,79,Sutadi,DIREKTUR,Ya,85
183738,528,Lenny Sugihat,PRESIDEN DIREKTUR,Tidak,930
183739,528,Setiawan Kumala,DIREKTUR,Tidak,930
183740,528,Suroso,DIREKTUR,Tidak,930
183741,528,Agoes Roediyanto,DIREKTUR,Tidak,930
183742,528,Arif Wicaksono,DIREKTUR,Tidak,930
183744,1596,Chadafy Maraden Sibarani,DIREKTUR,Ya,1146
183743,1596,Dimas Teguh Mulyanto,DIREKTUR UTAMA,Ya,1146
183752,80,Santi Paramita,DIREKTUR,Ya,86
183745,80,Hary Tanoesoedibjo,DIREKTUR UTAMA,Ya,86
183746,80,Susanty Tjandra Sanusi,WAKIL DIREKTUR UTAMA,Ya,86
183747,80,Tien,DIREKTUR,Ya,86
183748,80,Natalia Purnama,DIREKTUR,Ya,86
183749,80,Jiohan Sebastian,DIREKTUR,Ya,86
183750,80,Henry Suparman,DIREKTUR,Ya,86
183751,80,Mashudi Hamka,DIREKTUR,Ya,86
183754,81,Ali Umar,DIREKTUR,Ya,87
183753,81,Budianto Halim,DIREKTUR UTAMA,Ya,87
183755,81,Leonardo Hans Halim,DIREKTUR,Ya,87
183757,2742,Winston Mulyadi,DIREKTUR,Ya,1237
183756,2742,Andrew Mulyadi,DIREKTUR UTAMA,Ya,1237
183760,82,Yati Nurhayati,DIREKTUR,Ya,88
183758,82,Bambang Setiyono,DIREKTUR UTAMA,Ya,88
183759,82,David Jahja,WAKIL DIREKTUR UTAMA,Ya,88
183762,83,Yulius Purnama Junaedi,WAKIL DIREKTUR UTAMA,Ya,89
183763,83,Kiung Hui Ngo,DIREKTUR,Ya,89
183764,83,Adhiputra Tanoyo,DIREKTUR,Ya,89
183765,83,Yandy Ramadhani,DIREKTUR,Ya,89
183761,83,Henry Koenaifi,DIREKTUR UTAMA,Ya,89
183769,1797,Lie Fonda,DIREKTUR,Ya,1213
183766,1797,Kristanto Widjaja,DIREKTUR UTAMA,Ya,1213
183767,1797,Linda Hamida Ismadi,DIREKTUR,Ya,1213
183768,1797,Arman Dharma Laksana,DIREKTUR,Ya,1213
183773,84,Andreas Kastono Ahadi,DIREKTUR,Ya,90
183770,84,Raymond Anthony Gerungan,DIREKTUR UTAMA,Ya,90
183771,84,Michael Wong,DIREKTUR,Ya,90
183772,84,Ferdy Yustianto,DIREKTUR,Ya,90
183776,85,EDDY WIDJAJA,DIREKTUR,Ya,91
183774,85,ARIANTO SJARIEF,PRESIDEN DIREKTUR,Ya,91
183775,85,MICHELLE ELISA RUSLI,DIREKTUR,Ya,91
183779,86,Irawaty Salim,DIREKTUR,Tidak,92
183777,86,Adrianto Djokosoetono,DIREKTUR UTAMA,Ya,92
183778,86,Sigit Priawan Djokosoetono,WAKIL DIREKTUR UTAMA,Ya,92
183785,87,Adhi Kristanto,DIREKTUR,Ya,93
183780,87,Agus Saputra Wijaya,DIREKTUR UTAMA,Ya,93
183781,87,Putu Darsana,DIREKTUR,Tidak,93
183782,87,Triono Hardyanto,DIREKTUR,Ya,93
183783,87,Arief Tonny Kusuma,DIREKTUR,Ya,93
183784,87,Andy Gumala,DIREKTUR,Ya,93
183789,88,NIA KANIA,DIREKTUR,Tidak,94
183790,88,SUARTINI,DIREKTUR,Tidak,94
183791,88,NANCY ADISTYASARI,DIREKTUR,Tidak,94
183792,88,CECEP TRISNA,DIREKTUR,Tidak,94
183788,88,RIO LANASIER,DIREKTUR,Tidak,94
183786,88,YUDDY RENALDI,DIREKTUR UTAMA,Tidak,94
183787,88,TEDI SETIAWAN,DIREKTUR,Tidak,94
183799,89,Arif Suhirman,DIREKTUR,Ya,95
183793,89,Busrul Iman,DIREKTUR UTAMA,Ya,95
183794,89,Tonny Prasetyo,DIREKTUR,Ya,95
183795,89,Edi Masrianto,DIREKTUR,Ya,95
183796,89,R. Arief Wicaksono,DIREKTUR,Ya,95
183797,89,Zulhelfi Abidin,DIREKTUR,Ya,95
183798,89,Eko Susetyono,DIREKTUR,Ya,95
183803,90,Brasada Chandra,DIREKTUR,Tidak,96
183800,90,Hendro Sumampow,DIREKTUR UTAMA,Ya,96
183801,90,Iefenn Adrianne Sumampow,WAKIL DIREKTUR UTAMA,Ya,96
183802,90,Ielenna Sumampow,DIREKTUR,Ya,96
183811,91,Johanes Wiyanto,DIREKTUR,Ya,97
183812,91,Siek Citra Yohandra,DIREKTUR,Ya,97
183804,91,Hartan Gunadi Harja,DIREKTUR,Ya,97
183805,91,Michael Sindoro,DIREKTUR,Ya,97
183806,91,Budianto Andreas Nawawi,DIREKTUR,Ya,97
183807,91,Timotius Thendean,DIREKTUR,Ya,97
183808,91,Njoo Harun Permadi,DIREKTUR,Ya,97
183809,91,Iwan Budiharsana,DIREKTUR,Ya,97
183810,91,Tjetje Muljanto,PRESIDEN DIREKTUR,Ya,97
183816,92,Haryanto Suganda,DIREKTUR UTAMA,Ya,98
183813,92,Windiartono Tabingin,DIREKTUR,Ya,98
183814,92,Nicolas Alix Groene (Nick Groene),DIREKTUR,Ya,98
183815,92,Soemenggrie Jongkamto ,DIREKTUR,Ya,98
183818,93,A. Yulian H. Ernanto,DIREKTUR,Ya,99
183819,93,Drs. Benny Rachmat,DIREKTUR,Ya,99
183817,93,Siana Anggraeni Surya,DIREKTUR UTAMA,Ya,99
183824,94,Haryani Suwirman,DIREKTUR,Ya,100
183820,94,Park Jungsin,DIREKTUR UTAMA,Ya,100
183821,94,Park Seong Ho,DIREKTUR,Ya,100
183822,94,Tobias Ernst Chun Damek,DIREKTUR,Ya,100
183823,94,Tan Boon Shing,DIREKTUR,Ya,100
183825,1602,Herman Tansri,DIREKTUR UTAMA,Ya,1087
183826,1602,Fadjar Tasrif,DIREKTUR,Ya,1087
183831,95,Ivan Adrian Sumampouw,DIREKTUR,Ya,101
183827,95,Kasemsri Charoensiddhi,DIREKTUR UTAMA,Ya,101
183828,95,Endah Winarni,DIREKTUR,Ya,101
183829,95,Iis Herijati,DIREKTUR,Ya,101
183830,95,Viktor Ebenheizer Fanggidae,DIREKTUR,Ya,101
183836,710,Rini Putri Handayani,DIREKTUR,Ya,1290
183832,710,Galih Pandekar,DIREKTUR UTAMA,Ya,1290
183833,710,Dewi Ariyanti,DIREKTUR,Ya,1290
183834,710,Dadi Bangun Wismantoro,DIREKTUR,Ya,1290
183835,710,Muhammad Ilhanul Hakim,DIREKTUR,Ya,1290
183839,1791,Nurhadi Yudiyantho,DIREKTUR,Ya,1195
183837,1791,Tedy Homogin,DIREKTUR,Ya,1195
183838,1791,Mesha Rizal Sini,DIREKTUR UTAMA,Ya,1195
183840,1791,Cuncun Wijaya,DIREKTUR,Ya,1195
183841,1791,Emilia Rouli,DIREKTUR,Ya,1195
183842,1791,Ivonne Rampun ,DIREKTUR,Ya,1195
183852,96,Sigit Prastowo,DIREKTUR,Tidak,102
183843,96,Darmawan Junaidi,DIREKTUR UTAMA,Tidak,102
183844,96,Alexandra Askandar,WAKIL DIREKTUR UTAMA,Tidak,102
183845,96,Ahmad Siddik Badruddin,DIREKTUR,Tidak,102
183846,96,Agus Dwi Handaya,DIREKTUR,Tidak,102
183847,96,Riduan,DIREKTUR,Tidak,102
183848,96,Aquarius Rudianto,DIREKTUR,Tidak,102
183849,96,Toni Eko Boy Subari,DIREKTUR,Tidak,102
183850,96,Susana Indah K. Indriati,DIREKTUR,Tidak,102
183851,96,Rohan Hafas,DIREKTUR,Tidak,102
183853,96,Timothy Utama,DIREKTUR,Tidak,102
183854,96,Eka Fitria,DIREKTUR,Tidak,102
183856,97,TONY SANTOSA,DIREKTUR,Ya,103
183855,97,WELLY THOMAS,DIREKTUR UTAMA,Ya,103
183861,98,Indra Pudjiastuti,DIREKTUR,Ya,104
183857,98,Hary Tanoesoedibjo,DIREKTUR UTAMA,Ya,104
183858,98,Ruby Panjaitan,DIREKTUR,Ya,104
183860,98,Christophorus Taufik Siswandi,DIREKTUR,Ya,104
183859,98,Syafril Nasution,DIREKTUR,Ya,104
183862,99,Wikan Aryono (Wikan Aryono S),PRESIDEN DIREKTUR,Tidak,105
183863,99,Hendrik Atmaja,DIREKTUR,Ya,105
183864,99,Edwin Suryahusada,DIREKTUR,Ya,105
183865,99,Aditya Putra Utama,DIREKTUR,Tidak,105
183866,99,John David Nehemia Engelen,DIREKTUR,Tidak,105
183871,100,Kartini Sally,DIREKTUR,Ya,106
183867,100,Anindya Novyan Bakrie,DIREKTUR UTAMA,Ya,106
183868,100,Anindra Ardiansyah Bakrie,WAKIL DIREKTUR UTAMA,Ya,106
183869,100,Hendrajanto Marta Sakti,DIREKTUR,Ya,106
183870,100,R.A. Sri Dharmayanti,DIREKTUR,Ya,106
183881,101,Noviady Wahyudi,DIREKTUR,Tidak,107
183872,101,Lani Darmawan,PRESIDEN DIREKTUR,Tidak,107
183873,101,Lee Kai Kwong,DIREKTUR,Tidak,107
183874,101,John Simon ,DIREKTUR,Tidak,107
183875,101,Pandji Pratama Djajanegara,DIREKTUR,Tidak,107
183876,101,Fransiska Oei ,DIREKTUR,Tidak,107
183877,101,Tjioe Mei Tjuen,DIREKTUR,Tidak,107
183878,101,Rusly Johannes,DIREKTUR,Tidak,107
183879,101,Joni Raini,DIREKTUR,Tidak,107
183880,101,Henky Sulistyo,DIREKTUR,Tidak,107
183890,102,Bambang Andri Irawan,DIREKTUR,Ya,108
183882,102,Taswin Zakaria,PRESIDEN DIREKTUR,Ya,108
183883,102,Thilagavathy Nadason,DIREKTUR,Ya,108
183884,102,Irvandi Ferizal,DIREKTUR,Ya,108
183885,102,Effendi,DIREKTUR,Ya,108
183886,102,Muhamadian,DIREKTUR,Tidak,108
183887,102,Widya Permana,DIREKTUR,Ya,108
183888,102,Steffano Ridwan,DIREKTUR,Ya,108
183889,102,Ricky Antariksa,DIREKTUR,Ya,108
183898,103,Setiatno Budiman,DIREKTUR,Ya,109
183891,103,Meliza Musa Rusli,DIREKTUR UTAMA,Ya,109
183892,103,Abdy Dharma Salimin,DIREKTUR,Ya,109
183893,103,Darwin Wibowo,DIREKTUR,Ya,109
183894,103,Dhien Tjahajani,DIREKTUR,Ya,109
183895,103,Herwin Bustaman,DIREKTUR,Ya,109
183896,103,Djumariah Tenteram,DIREKTUR,Ya,109
183897,103,Dayan Sadikin,DIREKTUR,Ya,109
183901,674,"Ge, Ieyanto Yamin",DIREKTUR,Ya,1211
183900,674,Dewi Irianty Wijaya,WAKIL DIREKTUR UTAMA,Ya,1211
183899,674,Yunita Sugiarto EW,DIREKTUR UTAMA,Ya,1211
183903,538,Arif Andi Wihatmanto ,DIREKTUR,Tidak,965
183902,538,Albert Witono Setiawan,DIREKTUR UTAMA,Ya,965
183907,1606,Putri Paramita Sudali,DIREKTUR,Ya,1079
183904,1606,Yabes Tanuri,DIREKTUR UTAMA,Ya,1079
183905,1606,Yohanes Ade Bunian Moniaga,DIREKTUR,Ya,1079
183906,1606,Katharine Wianna,DIREKTUR,Ya,1079
183912,104,Ervin Wijaya,DIREKTUR UTAMA,Ya,110
183908,104,Rudy Wijaya,DIREKTUR,Ya,110
183909,104,Anthony Wijaya,DIREKTUR,Ya,110
183910,104,Bono Rumbiono,DIREKTUR,Tidak,110
183911,104,Lenny Wijaya,DIREKTUR,Ya,110
183920,539,Bobby Rachman,DIREKTUR,Ya,1008
183918,539,Freddy Tedjasasmita,DIREKTUR UTAMA,Ya,1008
183919,539,Widodo Nurly Sumady,DIREKTUR,Ya,1008
183924,106,HADY SUTIONO,DIREKTUR,Ya,112
183921,106,HYEOK JIN SEO,DIREKTUR UTAMA,Ya,112
183922,106,JEONG DAE KIM,DIREKTUR,Ya,112
183923,106,JASIN HERMAWAN,DIREKTUR,Tidak,112
183926,107,Luo Xude,DIREKTUR,Ya,113
183925,107,Rudi Setiadi Tjahjono,DIREKTUR UTAMA,Ya,113
183928,540,Rima Rupita,DIREKTUR,Tidak,1030
183927,540,Paulus Handigdo,DIREKTUR UTAMA,Ya,1030
183932,108,Bulent Bozdogan,DIREKTUR,Tidak,114
183929,108,Omur Mentes,PRESIDEN DIREKTUR,Ya,114
183930,108,Umit Coskun,DIREKTUR,Ya,114
183931,108,Raden Wahyu Yuniarto,DIREKTUR,Ya,114
183940,541,Tribuana Tunggadewi,DIREKTUR,Ya,1017
183937,541,Hery Gunardi,DIREKTUR UTAMA,Ya,1017
183938,541,Ngatari,DIREKTUR,Ya,1017
183939,541,Anton Sukarna,DIREKTUR,Ya,1017
183941,541,Ade Cahyo Nugroho,DIREKTUR,Ya,1017
183942,541,Bob Tyasika Ananta,WAKIL DIREKTUR UTAMA,Ya,1017
183943,541,Zaidan Novari,DIREKTUR,Ya,1017
183944,541,Moh Adib,DIREKTUR,Ya,1017
183945,541,Saladin D. Effendi,DIREKTUR,Ya,1017
183946,541,Grandhis,DIREKTUR,Ya,1017
183954,110,Adrian Wicaksono,DIREKTUR,Ya,116
183947,110,Agoes Projosasmito,DIREKTUR UTAMA,Ya,116
183948,110,Suseno Kramadibrata,WAKIL DIREKTUR UTAMA,Ya,116
183949,110,Fuad Helmy,DIREKTUR,Ya,116
183950,110,Muhammad Sulthon,DIREKTUR,Ya,116
183951,110,Herwin Wahyu Hidayat,DIREKTUR,Ya,116
183952,110,Adika Aryasthana Bakrie,DIREKTUR,Ya,116
183953,110,Adhika Andrayudha Bakrie,DIREKTUR,Ya,116
183956,111,Lukman Sidharta,DIREKTUR,Ya,117
183955,111,Pujihasana Wijaya,PRESIDEN DIREKTUR,Ya,117
183957,112,Agus Salim Pangestu,DIREKTUR UTAMA,Ya,118
183958,112,Rudy Suparman,WAKIL DIREKTUR UTAMA,Ya,118
183959,112,David Kosasih,DIREKTUR,Ya,118
183960,112,Diana Arsiyanti,DIREKTUR,Ya,118
183964,700,Nicholas Sumasto,DIREKTUR,Ya,1280
183961,700,Christopher Sumasto Tjia,DIREKTUR UTAMA,Ya,1280
183962,700,Leonardus Sutarman,DIREKTUR,Ya,1280
183963,700,Tjia Daniel Wirawan,DIREKTUR,Ya,1280
183972,113,Ir. Siswanto Adisaputro,DIREKTUR,Ya,119
183965,113,Franciscus Xaverius RD,PRESIDEN DIREKTUR,Ya,119
183966,113,Michael Jackson Purwanto Widjaja,WAKIL PRESIDEN DIREKTUR,Ya,119
183967,113,Syukur Lawigena,DIREKTUR,Ya,119
183968,113,Liauw Herry Hendarta,DIREKTUR,Ya,119
183969,113,Hermawan Wijaya,DIREKTUR,Ya,119
183970,113,Lie Jani Harjanto,DIREKTUR,Ya,119
183971,113,Monik William,DIREKTUR,Ya,119
183981,114,Sendy*,DIREKTUR,Ya,120
183973,114,Frenkt Tirtowijoyo,DIREKTUR UTAMA,Ya,120
183974,114,Halim,DIREKTUR,Ya,120
183975,114,Hanafi Himawan,DIREKTUR,Ya,120
183976,114,Soejanto Soetjijo,DIREKTUR,Ya,120
183977,114,Miko Andidjaja,DIREKTUR,Ya,120
183978,114,Uzan Tedjamulia,DIREKTUR,Ya,120
183979,114,Ekajaya Ongny Putra,DIREKTUR,Ya,120
183980,114,Enny Kamal*,DIREKTUR,Ya,120
183984,1798,Yandi Tjendana,DIREKTUR,Ya,1224
183982,1798,David Desanan Anan Winowod,DIREKTUR UTAMA,Ya,1224
183983,1798,Pramayari Hardian Doktrianto,DIREKTUR,Ya,1224
183995,115,Adikin Basirun,DIREKTUR,Tidak,121
183989,115,Widada,DIREKTUR UTAMA,Ya,121
183990,115,Kamlesh Kumar,WAKIL DIREKTUR UTAMA,Ya,121
183991,115,Deden Ramdhan,DIREKTUR,Ya,121
183992,115,Wong Liong Tje,DIREKTUR,Ya,121
183993,115,Arun Viswanathan,DIREKTUR,Ya,121
183994,115,Kim Ji Won,DIREKTUR,Ya,121
184000,116,Chandra Sekhar Mukherjee,DIREKTUR,Ya,122
183996,116,Jayaprakash Bharathan,WAKIL DIREKTUR UTAMA,Ya,122
183997,116,Carolina Dina Rusdiana,DIREKTUR,Ya,122
183998,116,Dennis Kusuma Halim,DIREKTUR,Tidak,122
183999,116,RM. Raharjo Satrio Unggul,DIREKTUR UTAMA,Ya,122
184002,117,Wilson,DIREKTUR,Ya,123
184001,117,Dhanny Cahyadi,DIREKTUR UTAMA,Ya,123
184006,118,Aditya Irawan,DIREKTUR,Ya,124
184003,118,Harya Mitra Hidayat,DIREKTUR UTAMA,Ya,124
184004,118,Andi Pravidia Saliman,WAKIL DIREKTUR UTAMA,Ya,124
184005,118,Agustinus Harimurti ,DIREKTUR,Ya,124
184009,119,Jenny Tanujaya  MBA.,DIREKTUR,Tidak,125
184007,119,Gwie Gunadi Gunawan,DIREKTUR UTAMA,Tidak,125
184008,119,Drs. Andy Soesanto MBA.MM,DIREKTUR,Tidak,125
184017,120,Atsushi Hino,DIREKTUR,Ya,126
184010,120,Dini Herdini,DIREKTUR,Ya,126
184011,120,Henoch Munandar ,DIREKTUR UTAMA,Ya,126
184012,120,Keishi Kobata,DIREKTUR,Ya,126
184013,120,Merisa Darwis,DIREKTUR,Ya,126
184014,120,Hanna Tantani,DIREKTUR,Ya,126
184015,120,Darmadi Sutanto,WAKIL DIREKTUR UTAMA,Ya,126
184016,120,Kaoru Furuya,WAKIL DIREKTUR UTAMA,Ya,126
184022,542,Dewi Nuzulianti,DIREKTUR,Tidak,1016
184018,542,Hadi Wibowo,DIREKTUR UTAMA,Tidak,1016
184019,542,Arief Ismail,DIREKTUR,Tidak,1016
184020,542,Fachmy Achmad,DIREKTUR,Tidak,1016
184021,542,Dwiyono Bayu Winantio,DIREKTUR,Tidak,1016
184025,683,Vianita Januarini,DIREKTUR,Ya,1263
184024,683,Toni Soegiarto,DIREKTUR,Ya,1263
184023,683,Renny Lauren,DIREKTUR UTAMA,Ya,1263
184031,121,Tan Anthony Sudirjo,DIREKTUR,Tidak,127
184026,121,Santoso Winata,PRESIDEN DIREKTUR,Ya,127
184027,121,Sudarmo Tasmin,WAKIL PRESIDEN DIREKTUR,Ya,127
184028,121,Djunaidi Nur,DIREKTUR,Ya,127
184029,121,Sugandhi,DIREKTUR,Ya,127
184030,121,Oey Albert,DIREKTUR,Ya,127
184036,662,Victor Putra Lesmana,DIREKTUR,Ya,1199
184032,662,Willix Halim,DIREKTUR UTAMA,Ya,1199
184033,662,Teddy Nuryanto Oetomo,DIREKTUR,Ya,1199
184034,662,Natalia Firmansyah,DIREKTUR,Ya,1199
184035,662,Howard Nugraha Gani,DIREKTUR,Ya,1199
184040,122,Teguh Wicaksana Sari,DIREKTUR,Ya,128
184037,122,Irsal Kamarudin,DIREKTUR UTAMA,Ya,128
184038,122,Sofiah Balfas,DIREKTUR,Ya,128
184039,122,Afifuddin Suhaeli,DIREKTUR,Ya,128
184041,123,Henry Jusuf,DIREKTUR UTAMA,Ya,129
184044,123,Santoso Salim,DIREKTUR,Ya,129
184042,123,Vicky Ganda Saputra,DIREKTUR,Ya,129
184043,123,Wong Kevin,DIREKTUR,Ya,129
184049,124,Phiong Phillipus Darma,DIREKTUR,Ya,130
184045,124,Adika Nuraga Bakrie,PRESIDEN DIREKTUR,Ya,130
184046,124,Agoes Projosasmito,WAKIL PRESIDEN DIREKTUR,Ya,130
184047,124,Nalinkant A. Rathod,DIREKTUR,Ya,130
184048,124,Adrian Wicaksono,DIREKTUR,Ya,130
184050,124,Eddy Sanusi,DIREKTUR,Ya,130
184051,124,Andrew C. Beckham,DIREKTUR,Ya,130
184052,124,Dileep Srivastava,DIREKTUR,Tidak,130
184053,124,R.A. Sri Dharmayanti,DIREKTUR,Ya,130
184054,124,Ashok Mitra,DIREKTUR,Ya,130
184055,124,Maringan MIH Hutabarat,DIREKTUR,Ya,130
184056,124,Yingbin Ian He,DIREKTUR,Ya,130
184057,124,Rio Supin,DIREKTUR,Ya,130
184058,124,Jian Wang,DIREKTUR,Ya,130
184059,124,Himawan Setiadi,DIREKTUR,Ya,130
184061,125,HENDRY UTOMO,DIREKTUR,Ya,131
184060,125,SATRIO,DIREKTUR UTAMA,Ya,131
184067,126,MUHAMMAD RAKHMADHANI*,DIREKTUR,Tidak,132
184062,126,ACHMAD FRISCANTONO,DIREKTUR UTAMA,Tidak,132
184063,126,RUSLI,WAKIL DIREKTUR UTAMA,Tidak,132
184064,126,DEBORA WAHJUTIRTO TANOYO,DIREKTUR,Ya,132
184065,126,LEMBING,DIREKTUR,Tidak,132
184066,126,TAMUNAN,DIREKTUR,Tidak,132
184069,127,Andrew Haryono,DIREKTUR,Ya,133
184068,127,Henderi Djunaidi,DIREKTUR UTAMA,Ya,133
184070,127,Yeoh Lean Khai,DIREKTUR,Ya,133
184077,128,"Kim, Sung Kook",DIREKTUR,Ya,134
184078,128,Alexander Ery Wibowo,DIREKTUR,Ya,134
184079,128,Oliver Khaw Kar Heng,DIREKTUR,Ya,134
184080,128,Lee Minhyung,DIREKTUR,Ya,134
184081,128,Merlin,DIREKTUR,Ya,134
184082,128,Ulina Fitriani,DIREKTUR,Ya,134
184076,128,Alastair Gordon Christopher Mcleod,DIREKTUR,Ya,134
184071,128,Dato' Dr. Low Tuck Kwong,DIREKTUR UTAMA,Ya,134
184072,128,Jenny Quantero,DIREKTUR,Ya,134
184073,128,Lim Chai Hock,DIREKTUR,Ya,134
184074,128,Low Yi Ngo,DIREKTUR,Ya,134
184075,128,Russell John Neil,DIREKTUR,Ya,134
184084,624,Budi Agusti,DIREKTUR,Ya,1055
184083,624,Johan Silitonga,DIREKTUR UTAMA,Ya,1055
184089,543,Adji Andjono Purwo,DIREKTUR,Ya,1004
184085,543,Samudera Prawirawidjaja,PRESIDEN DIREKTUR,Ya,1004
184086,543,Arif Harmoko Rayadi,DIREKTUR,Ya,1004
184087,543,Hans Jensen,DIREKTUR,Ya,1004
184088,543,Hendro Hadipranoto,DIREKTUR,Ya,1004
184092,129,YANUAR CHAYADI WIJAYA,DIREKTUR,Ya,135
184090,129,ANG AH NUI,DIREKTUR UTAMA,Ya,135
184091,129,ANG KOK TIAN,DIREKTUR,Ya,135
184093,1613,"Ir. Henry Kembaren, MM",DIREKTUR UTAMA,Ya,1138
184094,1613,"dr. Dedi Tedjakusnadi, MARS",DIREKTUR,Ya,1138
184096,544,Hartono Dinata,DIREKTUR,Ya,971
184095,544,Benny Redjo Setyono,DIREKTUR UTAMA,Ya,971
184097,545,Maliana Herutama Malkan,DIREKTUR UTAMA,Ya,949
184098,545,Muhamad Aidil Fathany,DIREKTUR,Ya,949
184100,1615,Robert Kurniawan,DIREKTUR,Ya,1147
184099,1615,Irianto Kusumadjaja,PRESIDEN DIREKTUR,Ya,1147
184101,1615,Hendrik Adrianto,DIREKTUR,Ya,1147
184104,130,Sutji Relowati Rahardjo,DIREKTUR,Tidak,136
184102,130,Nazri bin Othman,PRESIDEN DIREKTUR,Tidak,136
184103,130,R. Aj. Widianawati,DIREKTUR,Tidak,136
184106,1616,Ernawati Sitepu,DIREKTUR,Ya,1142
184105,1616,Andre William,DIREKTUR UTAMA,Ya,1142
184107,708,R. Asep Eddy,DIREKTUR UTAMA,Tidak,1288
184108,708,Didi Omara,DIREKTUR,Tidak,1288
184109,708,Linna Widjaja,DIREKTUR,Tidak,1288
184111,705,Amanda Octania,DIREKTUR,Ya,1285
184110,705,Suminto Husin Giman,DIREKTUR UTAMA,Ya,1285
184114,699,Magedona Aegidius,DIREKTUR,Ya,1279
184112,699,Balakrishnan Naidu Ramasamy Naidu,DIREKTUR UTAMA,Ya,1279
184113,699,Ronny Hertantyo Raharjo,DIREKTUR,Ya,1279
184115,1617,Peter Djatmiko,DIREKTUR UTAMA,Ya,1080
184117,1617,Apolonia Irwina Gunawan,DIREKTUR,Ya,1080
184118,1617,Ren Yi Newton Djatmiko,DIREKTUR,Ya,1080
184119,1617,Harris Kristanto Gozali,DIREKTUR,Ya,1080
184120,1617,Denny Hendaya,DIREKTUR,Ya,1080
184121,1617,Teuku Zulfikar,DIREKTUR,Ya,1080
