FiscalYearEnds,DateOfStatement,Currency,Range,Cashnequivalent,CurrAsset,FixedAsset,TotalAsset,CurrliAbilities,LongtermDebt,MinInterest,TotalLiab,Paidupcap,TotEquity,TotSales,GrossProfit,OperateProfit,NetIncome,CashPptAct,CashInvAct,CashFinAct,Eps,BookValue,Der,Roa,Roe,Npm,Opm,SalesPct,NetIncomePct,TotAssetPct,TotalLiabilitiesPct,Id,DateCreated,DateModified,IsUpdateDate,IdField 
December,2016-06-30,IDR,1.0,5896211720.0,38079182119.0,579948947837.0,518028129956.0,179082090440.0,161551642164.0,0.0,340633732604.0,1353092800.0,177394397352.0,49172449490.0,32420898204.0,-39271613486.0,-58285896586.0,0.0,-14344234730.0,-14344234730.0,-37.6425,94.18,1.92,-0.15,-0.4381,-1.19,-0.8,3.92,-60.26,-4.47,12.14,396,2016-03-24T16:05:57.338921,2016-10-01T00:04:03.92464,True,413
December,2016-06-30,IDR,1.0,3115337000000.0,7598476000000.0,9295567000000.0,16894043000000.0,4922733000000.0,2683763000000.0,0.0,7606496000000.0,2304131850.0,9287547000000.0,13733627000000.0,4139724000000.0,2414340000000.0,2035911000000.0,0.0,-622500000000.0,-622500000000.0,617.824,3.0,0.82,0.1205,0.2192,0.15,0.18,3.65,-11.72,8.4,13.31,397,2016-03-24T16:05:57.534234,2016-10-01T00:04:04.04964,True,414
December,2016-06-30,USD,14657.0,633670.0,6072412.0,54777966.0,60850378.0,9402615.0,16673460.0,0.0,26076075.0,550165300.0,34774303.0,5366123.0,-4146875.0,-8318007.0,-8328304.0,0.0,1196770.0,1196770.0,-224.7865,574.24,0.75,-0.1825,-0.3193,-1.55,-1.55,100.0,100.0,100.0,100.0,398,2016-03-24T16:05:57.739312,2016-10-01T00:04:04.159015,True,415
December,2016-06-30,IDR,1.0,1720982937060.0,14488402043895.0,1371226843592.0,15859628887487.0,9322656212985.0,2978209731637.0,0.0,12300865944622.0,4842436500.0,3558762942865.0,8774669718095.0,1178182143621.0,891800922290.0,378111827656.0,0.0,-461177507209.0,-461177507209.0,146.7611,1.0,3.46,0.0318,0.1417,0.04,0.1,19.32,54.75,24.79,19.87,399,2016-03-24T16:05:57.922906,2016-10-01T00:04:04.26839,True,416
December,2016-06-30,USD,14657.0,50945000.0,146358000.0,291927000.0,438285000.0,94555000.0,154459000.0,0.0,249014000.0,1008605000.0,189271000.0,164583000.0,26016000.0,1856000.0,-1321000.0,0.0,-4237000.0,-4237000.0,-173.8848,2.0,1.32,-0.004,-0.0093,-0.01,0.01,-28.79,115.9,-10.71,-10.09,400,2016-03-24T16:05:58.110406,2016-10-01T00:04:04.346515,True,418
December,2016-06-30,USD,14657.0,6009412.0,34235690.0,30597623.0,64833313.0,12497559.0,3253403.0,0.0,15750963.0,1771448000.0,49082351.0,67575912.0,2961699.0,-2069749.0,253542.0,0.0,-5078271.0,-5078271.0,0.0423,362.53,0.32,0.0052,0.0069,0.0,-0.03,-9.02,33656.53,-3.25,-21.41,401,2016-03-24T16:05:58.31646,2016-10-01T00:04:04.440265,True,419
December,2016-06-30,IDR,1.0,6379295000.0,77354355000.0,204470399000.0,281824754000.0,75417650000.0,59072712000.0,0.0,134490362000.0,220808000.0,147334392000.0,297667140000.0,192322517000.0,10221253000.0,916487000.0,0.0,-6559006000.0,-6559006000.0,2.6191,614.44,0.91,0.0043,0.0083,0.0,0.03,19.31,513.15,-2.93,0.14,402,2016-03-24T16:05:58.501031,2016-10-01T00:04:04.534015,True,420
December,2016-06-30,IDR,1.0,43055610964.0,156626200677.0,269445770168.0,426071970845.0,79823476514.0,53731695135.0,0.0,133555171649.0,329560000.0,292516799195.0,72090409571.0,42257310440.0,4951287978.0,10484525651.0,0.0,-3490548155.0,-3490548155.0,47.5829,953.91,0.46,0.0328,0.0478,0.15,0.07,38.03,32.89,14.68,28.31,403,2016-03-24T16:05:58.690484,2016-10-01T00:04:04.61214,True,421
December,2016-06-30,IDR,1.0,2649987410000.0,5828062205000.0,13221083829000.0,19049146034000.0,4180692702000.0,5880640738000.0,0.0,10061333440000.0,48159602400.0,8987812594000.0,3563032055000.0,2092590343000.0,1512912157000.0,1260778507000.0,0.0,-729961400000.0,-729961400000.0,37.2083,211.79,1.12,0.0882,0.187,0.35,0.42,0.62,15.7,7.88,2.57,404,2016-03-24T16:05:58.889703,2016-10-01T00:04:04.690265,True,422
December,2016-06-30,IDR,1.0,3603716026.0,80672929723.0,89668367773.0,170341297496.0,42564195569.0,30499806882.0,0.0,73064002451.0,535080000.0,97277295045.0,160505214659.0,102122174001.0,1050193430.0,718356424.0,0.0,1062313898.0,1062313898.0,9.8965,194.12,0.75,0.0056,0.0098,0.0,0.01,3.59,48.96,-4.64,-21.72,405,2016-03-24T16:05:59.084039,2016-10-01T00:04:04.76839,True,424
December,2016-06-30,USD,14657.0,20913819.0,35945729.0,106008343.0,141954071.0,25871513.0,47743139.0,0.0,73614652.0,1019270625.0,68339418.0,147010976.0,25223668.0,10990992.0,5488974.0,0.0,-6095319.0,-6095319.0,13.0482,275.55,1.08,0.0516,0.1071,0.04,0.07,100.0,100.0,100.0,100.0,406,2016-03-24T16:05:59.273492,2016-10-01T00:04:04.86214,True,425
December,2016-06-30,IDR,1.0,728454000000.0,2690112000000.0,1794430000000.0,4484542000000.0,802347000000.0,248795000000.0,0.0,1051142000000.0,7096000000.0,3433400000000.0,4266903000000.0,1570291000000.0,254359000000.0,304483000000.0,0.0,-166719000000.0,-166719000000.0,71.6054,476.37,0.31,0.0905,0.1182,0.07,0.06,29.43,64.25,8.24,16.33,407,2016-03-24T16:05:59.459039,2016-10-01T00:04:04.940265,True,426
December,2016-06-30,IDR,1.0,49186525554.0,364550780289.0,362093661017.0,726644441306.0,277983985755.0,53218421873.0,0.0,331202407628.0,1564487500.0,395442033678.0,1412296714636.0,349142748440.0,-14597827055.0,-8368673980.0,0.0,-16514627316.0,-16514627316.0,33.4569,265.65,0.84,-0.0154,-0.0282,-0.01,-0.01,9.74,77.88,-4.41,-11.28,408,2016-03-24T16:05:59.658257,2016-10-01T00:04:05.01839,True,427
December,2016-06-30,IDR,1.0,38890841718.0,72866325171.0,70589841502.0,143456166673.0,11963420043.0,1469217853.0,0.0,13432637896.0,326722500.0,130023528777.0,13882921818.0,6196655571.0,3336221156.0,-2061343853.0,0.0,-23264867440.0,-23264867440.0,-17.5681,505.77,0.1,-0.0192,-0.0211,-0.15,0.24,-8.21,-33.03,19.81,-14.39,409,2016-03-24T16:05:59.843804,2016-10-01T00:04:05.096515,True,428
December,2016-06-30,IDR,1.0,282360033495.0,326275242886.0,1486056915976.0,1812332158862.0,220261769199.0,62483972118.0,0.0,282745741317.0,268800000.0,1529586417545.0,312772043765.0,229614675214.0,214954485871.0,200574917518.0,0.0,-18622036558.0,-18622036558.0,958.9448,6.0,0.18,0.1476,0.1748,0.64,0.69,0.04,-3.56,7.41,-26.34,410,2016-03-24T16:06:00.03521,2016-10-01T00:04:05.17464,True,429
December,2016-06-30,IDR,1.0,5528590660.0,1216150658120.0,39118771861.0,1255269429981.0,494906914525.0,0.0,0.0,494906914525.0,1800000000.0,760362515456.0,70217826414.0,26572461073.0,26572461073.0,29028109416.0,0.0,-866944727.0,-866944727.0,15.7852,430.83,0.65,0.0308,0.0509,0.41,0.38,26.8,22.92,5.56,7.96,411,2016-03-24T16:06:00.239312,2016-10-01T00:04:05.26839,True,430
December,2016-06-30,IDR,1.0,78183975025.0,843905570299.0,329689340274.0,1173594910573.0,603210171627.0,206092446215.0,0.0,809302617842.0,641717510.0,364292292731.0,789144938245.0,183577846546.0,68796513937.0,-29153249099.0,0.0,-18222739077.0,-18222739077.0,19.2635,631.97,2.22,-0.0331,-0.1067,-0.04,0.09,6.19,35.41,-1.59,-3.62,412,2016-03-24T16:06:00.425835,2016-10-01T00:04:05.346515,True,431
December,2015-09-30,USD,14657.0,6703102.0,33040444.0,99133593.0,132174037.0,19197264.0,24644785.0,0.0,43842049.0,609130000.0,88331988.0,16175869.0,78691.0,-2248553.0,-2446931.0,0.0,-1261069.0,-1261069.0,-78.5047,2.0,0.5,-0.0247,-0.0369,-0.15,-0.14,-46.7,83.14,-8.22,-15.31,413,2016-03-24T16:06:00.613335,2016-10-01T00:04:05.42464,True,432
December,2016-06-30,IDR,1.0,385357980.0,846142878.0,22835786379.0,23681929260.0,53411730049.0,34430504688.0,0.0,87842234736.0,340000000.0,-64160305480.0,73640874.0,16766228.0,-2624406119.0,-4111712843.0,0.0,-5385000.0,-5385000.0,-9.8894,-195.4,-1.37,-0.2315,0.0854,-55.83,-35.64,3.34,-136.32,25.14,11.06,414,2016-03-24T16:06:00.805718,2016-10-01T00:04:05.51839,True,433
December,2016-06-30,IDR,1.0,104232000000.0,5965327000000.0,4798481000000.0,10763808000000.0,3006121000000.0,10433948000000.0,0.0,13440069000000.0,7240005000.0,-2676261000000.0,12116499000000.0,1180541000000.0,-773551000000.0,-1168540000000.0,0.0,-54179000000.0,-54179000000.0,-37.1389,279.58,-5.02,-0.1447,0.5822,-0.1,-0.06,20.6,88.82,26.54,-203.4,415,2016-03-24T16:06:00.982476,2016-10-01T00:04:05.596515,True,435
December,2016-06-30,IDR,1.0,256468288154.0,1118506660162.0,1747700687902.0,2866207348064.0,190831229360.0,354542796978.0,0.0,545374026338.0,13592128209.0,2320833321726.0,804921904915.0,409051437758.0,290376746418.0,258680946226.0,0.0,-15894826748.0,-15894826748.0,8.4263,186.06,0.23,0.1203,0.1486,0.32,0.36,-18.26,-346.21,10.11,17.78,416,2016-03-24T16:06:01.173882,2016-10-01T00:04:05.67464,True,436
December,2016-06-30,IDR,1.0,474006866700.0,757957021246.0,1803395771677.0,2561352792923.0,336101347602.0,1107744683732.0,0.0,1443846031334.0,5061800000.0,1117506761589.0,1569450249871.0,829160536024.0,305265802599.0,192682537157.0,0.0,-118348374511.0,-118348374511.0,50.8905,253.76,1.29,0.1003,0.2299,0.12,0.19,12.91,4.23,99.91,4.38,417,2016-03-24T16:06:01.364312,2016-10-01T00:04:05.79964,True,437
December,2016-06-30,IDR,1.0,138812639528.0,664517628445.0,530873117081.0,1195390745527.0,759118477037.0,109223062949.0,0.0,868341539986.0,770000000.0,327049205541.0,1226729167479.0,207935663152.0,104725598057.0,24166150600.0,0.0,-20773729467.0,-20773729467.0,51.4071,457.7,2.66,0.027,0.0985,0.02,0.09,-28.15,16.03,-36.53,-62.84,418,2016-03-24T16:06:01.567437,2016-10-01T00:04:05.89339,True,438
December,2016-06-30,IDR,1.0,28109747.0,3763784747.0,7672266365.0,11436051112.0,57983325989.0,27336854317.0,0.0,85320180306.0,391799407.0,-73884129194.0,10086250000.0,8422250002.0,6774720844.0,2992112122.0,0.0,0.0,0.0,6.4541,-132.82,-1.15,0.3489,-0.054,0.3,0.67,-63.84,-16.82,30.0,-28.88,419,2016-03-24T16:06:01.786187,2016-10-01T00:04:06.002765,True,439
December,2016-06-30,IDR,1.0,73511008352.0,201319182997.0,417502366989.0,618821549986.0,112224912075.0,287693679724.0,0.0,399918591799.0,1180000000.0,218902958187.0,372580776372.0,186194794595.0,35277867801.0,36084034468.0,0.0,-299902449786.0,-299902449786.0,-1.3648,620.44,1.83,0.0777,0.2198,0.1,0.09,20.87,3969.5,56.03,40.0,420,2016-03-24T16:06:01.989312,2016-10-01T00:04:06.11214,True,441
December,2016-06-30,IDR,1.0,246806154304.0,1296568037599.0,372599798098.0,1669167835697.0,777818360658.0,15587742547.0,0.0,793406103205.0,205583400.0,875761732492.0,2382219162824.0,211759527191.0,130071055073.0,97121598842.0,0.0,8924579000.0,8924579000.0,1.0,5.0,0.91,0.0776,0.1479,0.04,0.05,10.18,62.0,-0.49,-29.92,422,2016-03-24T16:06:02.333062,2016-10-01T00:04:06.29964,True,443
December,2016-06-30,IDR,1.0,1187261327000.0,3243926997000.0,1699310837000.0,4943237834000.0,795612226000.0,326524840000.0,0.0,1122137066000.0,14621601234.0,3821100768000.0,3206352693000.0,1507537477000.0,1507537477000.0,1141878194000.0,0.0,-160818494000.0,-160818494000.0,114.4765,263.12,0.29,0.308,0.3984,0.36,0.47,7.48,3.92,10.97,-4.17,423,2016-03-24T16:06:02.556695,2016-10-01T00:04:06.39339,True,444
December,2015-12-31,IDR,1.0,10398234000.0,1564192748000.0,258891942000.0,1823084690000.0,743850733000.0,1096497563000.0,0.0,1840348297000.0,3600000.0,1823084690000.0,1728320595000.0,313117853000.0,48366060000.0,26593165000.0,0.0,-16430845000.0,-16430845000.0,1.0,28.0,1.01,0.0194,0.0194,0.02,0.03,57.28,1255.16,12.8,3.45,424,2016-03-24T16:06:02.765679,2016-10-01T00:04:06.48714,True,445
December,2016-06-30,IDR,1.0,2157451205.0,117735987254.0,298746148740.0,416482135994.0,129082204741.0,70284116931.0,0.0,199366321672.0,1125875000.0,217115814322.0,106077202630.0,46522957884.0,9057628713.0,5856004381.0,0.0,241645109.0,241645109.0,4.0827,189.44,0.92,0.0187,0.036,0.06,0.09,-23.87,-71.13,-5.46,-11.44,425,2016-03-24T16:06:02.955132,2016-10-01T00:04:06.596515,True,446
December,2016-06-30,IDR,1.0,34007048230.0,607928065548.0,25289266968.0,633217332516.0,477434634213.0,21467901699.0,0.0,498902535912.0,7280000000.0,134314796604.0,1707613430187.0,157300792463.0,42502506151.0,11907197455.0,0.0,-2044777223.0,-2044777223.0,25.1688,194.04,3.71,0.0188,0.0887,0.01,0.02,16.46,30.74,16.84,18.63,426,2016-03-24T16:06:03.154351,2016-10-01T00:04:06.690265,True,447
December,2016-06-30,IDR,1.0,205336000000.0,17702186000000.0,2317337000000.0,20019523000000.0,15883592000000.0,0.0,0.0,15883592000000.0,521133904.0,4135931000000.0,1549763000000.0,770669000000.0,365455000000.0,265230000000.0,0.0,-314622000000.0,-314622000000.0,52.9657,814.88,3.84,0.0132,0.0641,0.17,0.24,14.25,-26.88,12.4,13.93,427,2016-03-24T16:06:03.365289,2016-10-01T00:04:06.76839,True,448
December,2016-06-30,IDR,1.0,549963000.0,980465677000.0,5299893790000.0,6280359467000.0,1321726352000.0,1817752036000.0,0.0,3139478388000.0,1890000000.0,3140881079000.0,2141843595000.0,627611635000.0,389103568000.0,194944367000.0,0.0,-405638150000.0,-405638150000.0,-89.1165,1.0,1.0,0.0414,0.0828,0.09,0.18,-22.42,216.94,19.3,29.39,428,2016-03-24T16:06:03.56646,2016-10-01T00:04:06.86214,True,449
December,2016-06-30,IDR,1.0,8903608969.0,166947960946.0,1246478482227.0,1413426443173.0,133322893142.0,355614730445.0,0.0,488937623587.0,1119326168.0,924488819586.0,105407797496.0,71647792111.0,-12841334877.0,-16533605254.0,0.0,-18981202894.0,-18981202894.0,-8.1397,833.82,0.53,-0.0156,-0.0238,-0.16,-0.12,6.58,-22.6,1.12,3.61,429,2016-03-24T16:06:03.76275,2016-10-01T00:04:06.95589,True,451
December,2016-06-30,USD,13795.0,674684.0,3121402.0,38844937.0,41966339.0,5091617.0,6204156.0,0.0,11295773.0,100000.0,30670566.0,15602187.0,7102246.0,5282212.0,4448416.0,0.0,-4894475.0,-4894475.0,39.3214,244.98,0.37,0.106,0.145,0.29,0.34,100.0,100.0,100.0,100.0,532,2016-07-01T00:01:35.146796,2016-10-01T00:04:07.04964,True,942
December,2016-06-30,IDR,1.0,857052000000.0,1696782000000.0,1079601000000.0,2776383000000.0,176098000000.0,3828000000.0,0.0,179926000000.0,15000000000.0,2596457000000.0,1650313000000.0,642937000000.0,420030000000.0,326031000000.0,0.0,119859000000.0,119859000000.0,35.3532,164.43,0.07,0.1566,0.1674,0.2,0.25,12.04,7.18,-0.42,19.67,431,2016-03-24T16:06:04.151421,2016-10-01T00:04:07.20589,True,453
December,2016-03-31,IDR,1.0,159848063872.0,956092850830.0,2030177297276.0,2986270148106.0,629788258185.0,616530262057.0,0.0,1246318520242.0,1156100000.0,1739951627864.0,4144118302585.0,1176546563228.0,158065689443.0,70396404160.0,0.0,-110372804533.0,-110372804533.0,140.1783,1.0,0.72,0.0236,0.0405,0.02,0.04,22.13,14.77,7.38,9.42,432,2016-03-24T16:06:04.346734,2016-10-01T00:04:07.29964,True,455
December,2015-12-31,IDR,1.0,16536687167.0,17094527161.0,39572165600.0,56666692761.0,25036039803.0,3184262000.0,0.0,28220301803.0,442589871.0,28446390958.0,13127898008.0,-1162715997.0,-3388815632.0,-2951362557.0,0.0,279219294.0,279219294.0,-6.6684,64.27,0.99,-0.0694,-0.1383,-0.22,-0.26,-20.06,146.71,-10.48,-10.59,433,2016-03-24T16:06:04.53814,2016-10-01T00:04:07.377765,True,456
December,2016-06-30,IDR,1.0,1461302000000.0,5028025000000.0,26669117000000.0,31697142000000.0,5373084000000.0,9092657000000.0,0.0,14465741000000.0,15816310000.0,17231401000000.0,13835444000000.0,3100494000000.0,1631902000000.0,264490000000.0,0.0,-885818000000.0,-885818000000.0,21.8017,1.0,0.84,0.0083,0.0153,0.02,0.12,-1.14,26.42,1.04,0.15,434,2016-03-24T16:06:04.737359,2016-10-01T00:04:07.471515,True,458
December,2016-03-31,IDR,1.0,21640932000.0,1057391201000.0,1113759435000.0,2171150636000.0,1050826860000.0,346993085000.0,0.0,1397819945000.0,939110900.0,773330691000.0,1586264447000.0,89749097000.0,-275808787000.0,-329406563000.0,0.0,34400545463.0,34400545463.0,113.1948,810.15,1.81,-0.2023,-0.5679,-0.21,-0.17,18.28,539.67,-14.99,4.4,435,2016-03-24T16:06:04.933648,2016-10-01T00:04:07.565265,True,459
December,2016-03-31,IDR,1.0,88739149131.0,383143658730.0,346891630931.0,730035289661.0,274158849870.0,133697802949.0,0.0,407856652819.0,936530894.0,322178636842.0,1002495559332.0,117716414813.0,41864532055.0,18500570789.0,0.0,-21579621433.0,-21579621433.0,23.8392,369.13,1.27,0.0338,0.0766,0.02,0.04,6.49,-10.18,16.44,24.95,436,2016-03-24T16:06:05.13482,2016-10-01T00:04:07.64339,True,460
December,2016-06-30,IDR,1.0,10426079504.0,186715525307.0,171597482916.0,358313008223.0,150484756896.0,41560104051.0,0.0,192044860947.0,690740500.0,166268147276.0,554701878345.0,133900957676.0,23530483827.0,16353727536.0,0.0,-3448818544.0,-3448818544.0,27.4179,233.83,1.16,0.0609,0.1311,0.03,0.04,12.9,-11.23,11.66,20.43,437,2016-03-24T16:06:05.337945,2016-10-01T00:04:07.73714,True,461
December,2015-09-30,IDR,1.0,2766362585.0,375478362278.0,13981451780.0,389459814058.0,246766864944.0,3277957577.0,0.0,250044822521.0,585000000.0,139414991537.0,57335582721.0,973173697.0,-6324694130.0,-5922972229.0,0.0,0.0,0.0,-13.4997,238.32,1.79,-0.0203,-0.0566,-0.1,-0.11,-845.75,-351.29,-34.04,-43.3,438,2016-03-24T16:06:05.56646,2016-10-01T00:04:07.846515,True,462
December,2016-06-30,IDR,1.0,1455256000000.0,11388598000000.0,12957178000000.0,24345776000000.0,11191755000000.0,5884153000000.0,0.0,17075908000000.0,2872193366.0,7269868000000.0,27483464000000.0,2791752000000.0,907698000000.0,-701497000000.0,0.0,-742924000000.0,-742924000000.0,1.0,3.0,2.35,-0.0384,-0.1287,-0.03,0.03,-28.81,101.36,8.47,2.23,439,2016-03-24T16:06:05.763726,2016-10-01T00:04:07.92464,True,463
December,2016-06-30,IDR,1.0,1251360158000.0,1938566969000.0,1330100964000.0,3268667933000.0,255994894000.0,63320455000.0,0.0,319315349000.0,9837678500.0,2949352584000.0,1461248284000.0,493579052000.0,323263355000.0,354180062000.0,0.0,-1167525706000.0,-1167525706000.0,20.8389,299.82,0.11,0.1084,0.1201,0.24,0.22,2.56,-64.33,18.17,63.44,440,2016-03-24T16:06:05.97271,2016-10-01T00:04:08.01839,True,464
December,2016-03-31,IDR,1.0,638335000000.0,2581774000000.0,14739791000000.0,17321565000000.0,3957441000000.0,4914267000000.0,0.0,8871708000000.0,7662900000.0,8449857000000.0,9239022000000.0,2139445000000.0,350418000000.0,175127000000.0,0.0,-2111671000000.0,-2111671000000.0,34.9654,1.0,1.05,0.0101,0.0207,0.02,0.04,8.38,51.19,14.18,26.59,441,2016-03-24T16:06:06.164117,2016-10-01T00:04:08.11214,True,465
December,2016-06-30,IDR,1.0,103376400000.0,946095014000.0,2229687274000.0,3175782288000.0,601835748000.0,306490829000.0,0.0,908326577000.0,4772138237.0,2267455711000.0,394628469000.0,189810317000.0,63986747000.0,42902785000.0,0.0,-2954140000.0,-2954140000.0,4.0833,516.59,0.4,0.018,0.0252,0.11,0.16,-3.48,-376.18,-2.62,-44.21,442,2016-03-24T16:06:06.38482,2016-10-01T00:04:08.20589,True,466
December,2016-06-30,USD,14657.0,63400991.0,182441216.0,399910075.0,582351291.0,162932890.0,129711900.0,0.0,292644790.0,163756000.0,289706501.0,336747798.0,50384737.0,-4668511.0,10653089.0,0.0,-19671370.0,-19671370.0,2.0,24.0,1.01,0.0244,0.049,0.03,-0.01,100.0,100.0,100.0,100.0,443,2016-03-24T16:06:06.584039,2016-10-01T00:04:08.284015,True,467
December,2016-06-30,IDR,1.0,3964018180000.0,10538703910000.0,27614415022000.0,38153118932000.0,6599189622000.0,4113130909000.0,0.0,10712320531000.0,5931520000.0,27440798401000.0,26948004471000.0,10645996373000.0,5850923497000.0,4521490578000.0,0.0,-2288514245000.0,-2288514245000.0,662.5557,4.0,0.39,0.1185,0.1648,0.17,0.22,-1.36,-11.21,11.33,17.86,444,2016-03-24T16:06:06.828179,2016-10-01T00:04:08.377765,True,468
December,2016-06-30,IDR,1.0,3913118000000.0,53290088000000.0,4124216000000.0,57414304000000.0,38217778000000.0,0.0,0.0,38217778000000.0,6237808717.0,19196526000000.0,7549312000000.0,450807000000.0,432375000000.0,326470000000.0,0.0,-581009000000.0,-581009000000.0,190.7043,3.0,1.99,0.0114,0.034,0.04,0.06,30.72,46.15,5.83,7.78,445,2016-03-24T16:06:07.054742,2016-10-01T00:04:08.471515,True,469
December,2016-06-30,IDR,1.0,140213755500.0,163134597967.0,586013942037.0,749148540004.0,171787972269.0,167010202152.0,0.0,338798174421.0,3150000000.0,410350365583.0,28191182794.0,91674279.0,-47875970199.0,-38757271146.0,0.0,-5944005789.0,-5944005789.0,-7.9959,122.1,0.83,-0.069,-0.1259,-1.37,-1.7,-14.26,-5.64,-9.66,-2.7,446,2016-03-24T16:06:07.279351,2016-10-01T00:04:08.565265,True,470
December,2016-06-30,USD,1.0,974117211000.0,6780203411000.0,11225934247000.0,18006137658000.0,4165843831000.0,6524470360000.0,0.0,10690314191000.0,14426781680.0,7315823467000.0,0.0,0.0,0.0,0.0,0.0,-379026166000.0,-379026166000.0,3.3994,525.77,1.46,0.0,0.0,0.0,0.0,-12.04,-2058.34,13.06,15.2,447,2016-03-24T16:06:07.476617,2016-10-01T00:04:08.659015,True,472
December,2016-06-30,USD,14657.0,921611.0,58737202.0,144100372.0,202837574.0,39840834.0,63369135.0,0.0,103209969.0,12490503422.0,99627605.0,28465873.0,1168086.0,-7830247.0,-11617125.0,0.0,-11773438.0,-11773438.0,-17.5591,86.1,1.04,-0.0764,-0.1555,-0.41,-0.28,-8.39,34.91,-12.69,-1.37,448,2016-03-24T16:06:08.130914,2016-10-01T00:04:08.76839,True,473
December,2016-06-30,IDR,1.0,136485000000.0,1480140000000.0,848480000000.0,2328620000000.0,585862000000.0,265590000000.0,0.0,851452000000.0,1439668860.0,1477168000000.0,752646000000.0,239589000000.0,178478000000.0,103644000000.0,0.0,-46910000000.0,-46910000000.0,162.0039,1.0,0.58,0.0593,0.0936,0.14,0.24,3.37,-11.31,-9.5,-55.89,449,2016-03-24T16:06:08.338921,2016-10-01T00:04:08.86214,True,474
December,2016-06-30,USD,14657.0,13412200.0,49028700.0,437362788.0,486391488.0,96740757.0,112671880.0,0.0,209412638.0,7059000000.0,276978851.0,100763617.0,39587042.0,34374641.0,39356430.0,0.0,-26459952.0,-26459952.0,23.6943,528.69,0.76,0.1079,0.1895,0.39,0.34,-10.92,-259.02,9.76,11.11,451,2016-03-24T16:06:08.793023,2016-10-01T00:04:09.17464,True,476
December,2016-06-30,IDR,1.0,423406161532.0,831363746529.0,331117039854.0,1162480786383.0,256604599160.0,209153657209.0,0.0,465758256369.0,331200000.0,695612750214.0,1100883900966.0,518707673705.0,119414615761.0,38753467556.0,0.0,-7332285836.0,-7332285836.0,94.6294,1.0,0.67,0.0444,0.0743,0.04,0.11,-918.15,-2023.22,-4.86,3.65,452,2016-03-24T16:06:09.000054,2016-10-01T00:04:09.29964,True,477
December,2016-06-30,IDR,1.0,45300027494.0,782521832795.0,1442029837221.0,2224551670016.0,821269074212.0,665118693106.0,0.0,1486387767318.0,1492046658.0,738163902698.0,1149026852007.0,206528890879.0,-87824534325.0,-66045980406.0,0.0,-31898765853.0,-31898765853.0,77.3586,543.35,2.01,-0.0396,-0.1193,-0.06,-0.08,18.11,110.37,2.11,-0.19,453,2016-03-24T16:06:09.220757,2016-10-01T00:04:09.45589,True,478
December,2016-03-31,USD,14657.0,315106.0,3969450.0,10871411.0,14840861.0,15248795.0,1168854.0,0.0,16417649.0,301200000.0,-1576788.0,4098962.0,-449960.0,-1635028.0,-1367126.0,0.0,-5707.0,-5707.0,-309.2575,-86.88,-10.41,-0.1228,1.156,-0.33,-0.4,-106.7,110.19,-41.94,-21.92,456,2016-03-24T16:06:09.868218,2016-10-01T00:04:09.909015,True,481
December,2016-06-30,IDR,1.0,264253075479.0,369200074686.0,1390883486674.0,1760083561360.0,431755225824.0,253261139224.0,0.0,685016365048.0,8030483593.0,1075067196312.0,328801196357.0,42525441373.0,-95360679970.0,-67569673830.0,0.0,-112606296376.0,-112606296376.0,-13.693,119.69,0.64,-0.0512,-0.0838,-0.21,-0.29,24.37,26.44,-6.47,4.38,457,2016-03-24T16:06:10.076226,2016-10-01T00:04:10.04964,True,482
December,2016-06-30,USD,14657.0,27956368.0,376938009.0,373308734.0,750246743.0,57602423.0,425926760.0,0.0,483529183.0,18592888040.0,266717560.0,465924260.0,96859230.0,43525542.0,38302477.0,0.0,-39246371.0,-39246371.0,45.0735,207.38,1.81,0.0681,0.1915,0.08,0.09,4.91,5.96,9.05,7.38,458,2016-03-24T16:06:10.280328,2016-10-01T00:04:10.23714,True,483
December,2016-06-30,IDR,1.0,14988397000.0,440739212000.0,133334102000.0,574073314000.0,203379900000.0,30613578000.0,0.0,233993478000.0,6020000000.0,340079836000.0,531573325000.0,114434098000.0,35521240000.0,15504788000.0,0.0,-20166241000.0,-20166241000.0,5.0887,59.04,0.69,0.027,0.0456,0.03,0.07,9.43,19.88,1.63,-4.31,459,2016-03-24T16:06:10.4815,2016-10-01T00:04:10.377765,True,484
December,2016-03-31,IDR,1.0,611866000000.0,1918172000000.0,15856909000000.0,17775081000000.0,784245000000.0,5175070000000.0,0.0,5959315000000.0,2712967000.0,11815766000000.0,3399696000000.0,729330000000.0,520369000000.0,822155000000.0,0.0,86370000000.0,86370000000.0,347.5516,4.0,0.5,0.0617,0.0928,0.24,0.15,-364.96,96.27,6.55,15.68,460,2016-03-24T16:06:10.69732,2016-10-01T00:04:10.534015,True,485
December,2016-03-31,IDR,1.0,1097670849187.0,3173231158333.0,3599339031093.0,6772570189426.0,1978441004572.0,1282699477001.0,0.0,3261140481573.0,4705249440.0,3511429707853.0,3855665152481.0,1019385496377.0,731309925205.0,476353272191.0,0.0,-26973323687.0,-26973323687.0,112.4523,737.73,0.93,0.0938,0.1809,0.12,0.19,-11.68,-54.1,3.01,2.35,461,2016-03-24T16:06:10.900445,2016-10-01T00:04:10.690265,True,486
